player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Karlos Dansby,1754,LB,CLV,12,5,2.3,76.5,88.1,15.5,11.9,0,0,2,5.9,8,90.1,86.5,85.6,59.4,73.5,74.9,1,30,12.5,4,2,0,103.7,26,429,487,16,23,34,2,249,202,0.6,9.6
Daryl Smith,1760,LB,BLT,18,6,5.0,70.6,90.2,13.9,9.8,0,1,5,7.4,3,69.8,76.5,72.9,78.1,76.6,86.8,2,33,6.5,4,5,3,82.5,48,703,779,20,52,68,1,472,289,0.7,9.8
Dwan Edwards,1772,DI,CAR,18,1,,,1.1,,,0,0,0,,5,57.4,57.9,79.4,54.3,62.2,67.5,1,,50.0,3,0,1,0.0,0,5,437,4,2,0,0,0,0,0.0,
Randy Starks,1792,DI,MIA,15,2,-2.5,50.0,3.4,9.0,4.5,0,0,1,50.0,17,67.2,66.3,86.9,67.9,56.3,52.2,0,6,20.0,1,1,0,56.3,1,9,266,5,2,2,0,6,8,0.7,6.0
Shaun Phillips,1819,ED,IND,19,0,-1.8,100.0,19.0,14.3,14.3,1,1,1,25.0,14,64.1,53.8,13.8,54.0,60.6,30.7,0,11,30.0,3,1,4,85.4,4,61,321,6,7,4,0,18,25,0.3,4.5
Will Allen,1832,S,PIT,12,3,4.6,83.3,97.1,13.0,10.8,2,0,0,0.0,25,49.8,49.6,24.4,67.9,58.6,58.1,0,23,11.8,2,0,2,101.9,15,201,207,3,12,18,0,152,102,0.8,10.1
Robert Geathers,1838,ED,CIN,17,1,1.0,100.0,6.0,13.5,13.5,0,0,0,0.0,7,60.7,47.1,70.5,39.6,67.1,69.9,1,10,20.0,1,0,1,60.4,2,27,451,2,3,2,0,16,14,0.6,8.0
Jared Allen,1847,ED,CHI,15,3,-3.0,0.0,1.4,,8.0,1,0,0,0.0,6,68.9,74.2,56.9,66.5,68.7,68.5,0,,20.0,2,0,2,39.6,0,8,552,10,5,1,0,0,0,0.0,
Antonio Smith,1856,DI,OAK,16,0,,,1.1,,,1,0,0,,23,59.9,52.1,35.9,69.0,40.4,55.9,0,,50.0,1,0,5,0.0,0,5,475,4,1,0,0,0,0,0.0,
Mike Adams,1972,S,IND,19,9,9.9,63.8,96.5,22.9,14.6,1,1,4,8.5,14,85.2,82.3,90.3,70.4,71.8,74.5,5,39,9.1,5,4,2,61.1,30,723,749,7,41,47,2,352,179,0.5,11.7
George Wilson,2210,S,TEN,16,3,5.1,53.6,88.6,26.9,14.4,0,0,2,7.1,31,64.6,48.1,23.4,33.5,31.0,72.8,1,19,7.7,2,2,2,70.4,15,427,482,7,21,28,2,99,67,0.2,6.6
Adam Jones,2223,CB,CIN,17,1,9.7,62.1,99.8,10.0,6.2,2,1,3,3.4,7,65.5,64.5,64.1,60.0,51.9,35.2,3,80,14.0,8,3,7,74.7,54,574,575,10,48,87,2,576,228,1.1,10.7
Antrel Rolle,2225,S,NYG,16,4,9.9,63.8,98.2,19.3,12.3,0,3,4,8.5,21,56.9,47.7,0.0,56.0,36.7,52.4,3,74,10.4,5,4,6,80.8,30,616,627,8,39,47,2,428,244,0.7,14.3
Carlos Rogers,2226,CB,OAK,7,1,4.2,84.6,96.2,6.3,5.3,0,0,1,2.6,23,57.0,59.0,84.6,44.9,66.4,57.3,0,32,11.5,3,1,2,116.3,33,227,236,12,22,39,2,305,187,1.5,9.2
DeMarcus Ware,2228,ED,DEN,17,0,2.0,80.0,3.2,3.8,3.0,0,0,0,0.0,10,58.1,66.0,39.9,63.5,70.3,49.2,1,15,71.4,5,0,3,47.9,4,18,558,12,2,5,0,25,28,1.7,6.3
Thomas Davis Sr.,2231,LB,CAR,17,6,2.9,79.2,85.3,9.5,7.5,0,0,4,5.6,5,90.0,82.2,63.4,80.8,64.8,57.8,0,37,10.4,7,4,2,97.6,57,559,655,31,54,72,2,375,269,0.7,6.6
Derrick Johnson,2232,LB,KC,1,0,,,90.5,,,0,0,0,,16,67.3,72.4,73.5,72.3,63.1,48.5,0,,,0,0,0,0.0,0,19,21,0,0,0,0,0,0,0.0,
Jonathan Babineaux,2276,DI,ATL,15,0,,,0.9,,,0,0,0,,2,69.3,66.5,75.1,62.3,60.0,28.8,0,,40.0,4,0,1,0.0,0,4,448,6,6,0,0,0,0,0.0,
Justin Tuck,2291,ED,OAK,15,1,-1.3,66.7,5.7,11.0,7.3,0,0,0,0.0,23,62.1,70.1,43.1,68.7,67.8,46.9,1,5,37.5,3,0,4,30.6,2,23,401,9,4,3,0,8,10,0.4,4.0
Chris Canty,2349,DI,BLT,13,1,,,0.8,,,0,0,1,,3,58.1,59.6,69.9,49.6,71.4,41.2,0,,66.7,2,1,1,0.0,0,2,246,1,0,0,0,0,0,0.0,
Trent Cole,2363,ED,PHI,15,0,1.6,81.8,22.4,11.8,9.6,0,0,0,0.0,24,54.7,68.4,19.7,75.2,67.5,72.0,0,12,30.0,3,0,7,90.2,9,110,490,8,7,11,0,62,55,0.6,6.9
Kevin Vickerson,2433,DI,KC,14,0,,,2.3,,,0,0,0,,16,63.5,63.6,45.8,52.5,69.2,59.3,0,,66.7,2,0,1,0.0,0,2,86,1,1,0,0,0,0,0.0,
Lorenzo Alexander,2476,ED,ARZ,6,1,-6.0,100.0,20.0,8.0,8.0,0,0,0,0.0,1,78.1,66.5,69.5,64.1,49.2,79.3,0,1,0.0,0,0,0,79.2,1,8,40,2,1,1,0,1,7,0.1,1.0
Chase Blackburn,2498,LB,CAR,5,0,-1.0,100.0,86.7,23.0,23.0,0,0,0,0.0,5,69.1,57.5,75.1,63.7,49.7,57.5,0,6,0.0,0,0,0,91.7,1,26,30,0,1,1,0,6,7,0.3,6.0
Brandon Browner,2512,CB,NE,12,1,14.2,60.3,100.0,11.7,7.0,3,0,7,11.1,19,52.0,51.9,0.0,,72.5,67.6,1,45,12.9,4,7,19,93.5,38,475,475,2,26,63,2,562,128,1.3,14.8
Jim Leonhard,2694,S,CLV,16,0,5.9,81.3,92.9,22.6,18.4,0,0,1,6.3,8,82.6,78.1,87.6,64.1,48.9,72.3,2,41,5.6,1,1,0,71.6,13,313,337,5,17,16,0,171,82,0.6,13.2
Ahmad Brooks,2945,ED,SF,13,0,1.2,100.0,27.3,10.2,10.2,0,0,0,0.0,28,74.2,63.9,21.2,62.4,62.6,39.8,0,12,28.6,2,0,5,85.6,9,98,359,10,5,9,0,41,30,0.4,4.6
Mario Williams,2946,ED,BUF,16,0,3.8,75.0,2.6,4.3,3.3,0,0,0,0.0,4,54.8,76.1,73.9,73.6,69.9,73.2,0,11,0.0,0,0,2,86.5,3,13,497,18,4,4,0,21,17,1.6,7.0
A.J. Hawk,2950,LB,GB,18,7,3.3,75.0,83.9,11.5,8.7,0,0,3,6.8,12,53.1,50.2,86.6,52.4,49.9,81.0,0,23,5.4,2,3,0,105.3,33,401,478,11,28,44,1,350,239,0.9,10.6
Donte Whitner,2953,S,CLV,16,6,7.7,73.5,93.7,23.9,17.6,0,1,2,5.9,8,70.5,78.1,86.0,83.8,84.8,72.0,1,24,10.6,5,2,0,90.7,25,636,679,7,36,34,1,243,103,0.4,9.7
Haloti Ngata,2957,DI,BLT,14,1,,,0.7,,,0,0,0,,3,71.7,79.7,48.8,66.1,83.7,79.4,2,,0.0,0,0,3,0.0,0,3,402,5,4,0,0,0,0,0.0,
Kamerion Wimbley,2958,ED,TEN,13,1,10.0,60.0,36.7,30.0,18.0,0,0,0,0.0,31,69.0,56.6,85.9,55.1,49.9,58.5,0,27,0.0,0,0,0,87.1,3,94,256,3,6,5,0,42,26,0.5,14.0
Chad Greenway,2962,LB,MIN,12,2,0.7,91.1,87.4,8.9,8.1,1,0,1,2.2,18,46.1,46.0,75.8,57.0,46.7,54.1,0,30,23.4,11,1,1,115.4,41,389,445,17,34,45,2,366,347,1.0,8.9
Antonio Cromartie,2964,CB,ARZ,17,1,12.8,59.3,99.3,11.6,6.9,2,1,7,7.7,1,62.7,63.3,69.7,48.9,65.2,53.7,4,86,9.3,4,7,7,74.9,54,673,678,10,38,91,2,750,323,1.2,13.9
Tamba Hali,2965,ED,KC,16,1,5.5,25.0,19.3,106.0,26.5,2,0,0,0.0,16,85.5,74.1,56.0,68.2,66.1,65.0,0,2,12.5,1,0,4,39.6,1,114,592,11,6,4,0,2,7,0.0,2.0
Manny Lawson,2967,ED,BUF,16,0,-6.0,0.0,1.9,,4.0,0,0,0,0.0,4,66.4,55.6,59.7,56.8,55.7,80.7,0,,0.0,0,0,1,39.6,0,4,209,1,2,1,0,0,0,0.0,
Johnathan Joseph,2969,CB,HST,16,1,11.0,58.1,100.0,7.7,4.5,2,1,6,5.1,13,74.2,73.6,63.2,,64.4,74.7,2,80,4.8,3,6,4,83.8,68,558,558,13,58,117,4,814,217,1.5,12.0
Mathias Kiwanuka,2977,ED,NYG,11,1,8.3,100.0,3.1,3.3,3.3,0,0,0,0.0,21,54.1,47.1,58.8,56.9,44.0,49.1,0,13,20.0,1,0,3,106.9,3,10,325,3,3,3,0,29,4,2.9,9.7
DeMeco Ryans,2978,LB,PHI,8,1,5.2,61.9,80.6,17.7,11.0,0,1,2,9.5,24,61.6,63.1,52.1,49.7,68.5,70.4,1,20,15.8,3,2,1,62.2,13,245,304,4,15,21,0,143,88,0.6,11.0
D'Qwell Jackson,2979,LB,IND,19,8,5.8,82.1,80.9,10.2,8.4,1,0,1,1.5,14,47.7,52.5,89.3,49.5,60.7,67.0,1,35,9.4,5,1,1,130.9,55,589,728,14,40,67,7,573,339,1.0,10.4
Danieal Manning,2987,S,HST,16,0,10.3,56.5,96.1,30.6,17.3,0,0,1,4.3,13,66.9,65.9,82.4,36.8,65.8,89.2,0,19,0.0,0,1,1,67.7,13,418,435,4,21,23,0,102,43,0.3,7.8
Roman Harper,2988,S,CAR,18,3,8.9,48.6,96.2,32.8,15.9,0,0,2,5.4,5,48.7,54.2,65.5,86.9,60.5,67.3,4,81,26.5,9,2,2,43.4,18,610,634,5,22,37,1,278,180,0.5,15.4
Bernard Pollard,2999,S,TEN,5,3,7.9,66.7,96.2,27.2,18.1,1,1,1,11.1,31,70.4,70.2,0.0,77.7,71.2,78.0,0,22,0.0,0,1,2,115.0,6,175,182,5,10,9,1,44,9,0.3,7.3
Richard Marshall,3003,CB,SD,8,3,13.5,70.6,99.0,15.7,11.1,0,0,0,0.0,27,41.6,45.3,83.1,57.3,79.3,76.9,0,31,6.3,1,0,4,125.6,12,202,204,2,12,17,1,184,52,1.0,15.3
Tim Jennings,3007,CB,CHI,16,3,9.7,61.0,99.7,12.0,7.3,0,1,7,8.5,6,67.8,70.9,66.5,55.8,84.6,56.2,0,73,14.0,7,6,3,106.7,50,625,627,12,40,82,5,658,250,1.1,13.2
Darryl Tapp,3008,ED,DET,17,0,,,1.8,,,0,0,0,,11,62.3,65.2,60.9,64.3,61.7,75.7,0,,0.0,0,0,1,0.0,0,3,167,3,6,0,0,0,0,0.0,
Frostee Rucker,3036,DI,ARZ,16,3,,,2.3,,,0,0,0,,1,71.7,66.2,86.3,54.0,70.2,38.9,0,,33.3,2,0,0,0.0,0,7,309,5,1,0,0,0,0,0.0,
Will Blackmon,3060,CB,JAX,8,0,8.1,75.7,96.4,8.1,6.1,0,0,0,0.0,15,43.4,50.1,84.0,58.4,83.4,43.1,0,37,28.0,7,0,2,112.8,28,241,250,6,18,37,1,343,172,1.5,12.3
Stephen Tulloch,3061,LB,DET,3,0,5.3,100.0,85.1,9.7,9.7,0,0,0,0.0,11,52.9,68.6,73.3,75.3,76.6,37.6,0,22,37.5,3,0,0,113.1,7,74,87,5,5,7,0,78,41,1.1,11.1
Domata Peko Sr.,3068,DI,CIN,17,1,,,0.3,,,0,0,0,,7,62.9,53.8,67.7,49.2,57.7,52.6,0,,0.0,0,0,2,0.0,0,1,372,1,1,0,0,0,0,0.0,
Elvis Dumervil,3071,ED,BLT,18,0,-1.8,100.0,12.1,16.0,16.0,3,0,0,0.0,3,58.3,74.6,13.2,80.8,62.8,60.6,0,10,36.4,4,0,8,83.3,4,65,539,21,7,4,0,16,23,0.3,4.0
Kyle Williams,3079,DI,BUF,15,0,6.0,50.0,2.0,9.0,4.5,1,0,0,0.0,4,63.3,69.7,64.7,65.3,67.4,44.8,1,10,42.9,3,0,3,25.0,1,9,452,10,4,2,0,10,1,1.1,10.0
Rob Ninkovich,3080,ED,NE,19,0,5.9,81.0,18.4,8.1,6.5,0,1,2,9.5,19,61.9,65.1,84.9,59.6,66.3,42.4,1,33,20.8,5,2,2,100.0,17,143,776,19,19,21,1,188,87,1.4,11.1
Parys Haralson,3085,LB,NO,16,1,3.7,55.6,28.0,12.4,6.9,2,0,0,0.0,20,53.7,57.9,0.0,55.1,70.6,50.4,0,10,40.0,2,0,5,62.7,5,65,232,4,2,9,0,31,30,0.5,6.2
Dawan Landry,3091,S,NYJ,16,7,5.9,72.5,95.3,18.6,13.5,0,0,1,2.5,22,75.6,80.6,90.3,73.8,83.6,91.6,0,33,6.0,3,1,0,102.4,29,566,594,12,40,40,2,223,115,0.4,7.7
Jeremy Mincey,3136,ED,DAL,18,0,5.8,80.0,2.9,3.3,2.6,0,0,0,0.0,9,63.6,77.5,76.3,77.0,64.1,55.6,0,17,28.6,2,0,2,133.8,4,14,487,11,5,5,1,33,15,2.5,8.3
Antoine Bethea,3152,S,SF,16,6,12.4,58.5,99.2,25.0,14.6,0,0,3,7.3,28,89.6,87.7,89.8,90.0,71.6,72.7,4,36,9.8,5,3,0,50.2,24,644,649,10,40,41,1,303,121,0.5,12.6
Cortland Finnegan,3160,CB,MIA,12,5,10.0,66.2,96.8,8.9,5.9,1,1,5,7.4,17,63.0,61.3,87.7,40.0,54.6,52.4,0,74,13.6,6,5,3,102.1,45,420,434,8,33,68,2,572,265,1.4,12.7
Jarrett Bush,3261,CB,GB,7,0,8.2,77.8,92.6,3.4,2.7,0,0,1,11.1,12,53.2,56.2,77.5,60.0,68.9,66.6,0,14,16.7,1,1,0,130.1,7,25,27,0,5,9,1,57,12,2.4,8.1
Tom Johnson,3378,DI,MIN,16,0,,,0.3,,,0,0,0,,18,63.9,69.5,70.9,64.4,67.1,64.7,0,,25.0,1,0,1,0.0,0,1,322,7,3,0,0,0,0,0.0,
Tramon Williams,3558,CB,GB,18,4,10.5,63.6,97.8,9.1,5.8,0,4,9,8.2,12,67.7,68.1,88.8,50.5,64.9,63.3,3,79,6.6,4,9,6,106.5,70,669,684,8,53,110,10,857,379,1.3,12.2
Brent Grimes,3589,CB,MIA,16,2,13.3,58.9,99.5,10.2,6.0,2,0,1,1.1,17,64.8,67.8,88.3,54.2,75.0,47.7,5,50,12.2,6,1,3,84.8,56,595,598,10,41,95,7,706,159,1.2,12.6
Calvin Johnson,3618,WR,DET,1,0,,,100.0,,,0,0,0,,11,60.0,60.0,64.3,,,,0,,,0,0,3,0.0,0,1,1,0,0,0,0,0,0,0.0,
LaRon Landry,3622,S,IND,14,4,7.3,60.7,93.7,19.1,11.6,0,0,1,3.6,14,54.8,60.8,90.5,89.7,63.5,89.5,0,40,0.0,0,1,1,106.1,17,344,367,5,23,28,2,199,66,0.6,11.7
Patrick Willis,3627,LB,SF,6,2,4.9,62.5,90.0,12.5,7.8,1,0,0,0.0,28,78.1,75.0,2.2,70.9,64.3,71.4,1,15,10.0,2,0,3,58.3,15,206,229,3,16,24,0,124,68,0.7,8.3
Darrelle Revis,3630,CB,NE,19,2,12.7,51.8,99.9,16.1,8.3,0,0,12,14.1,19,83.2,84.1,89.5,76.5,73.8,78.0,3,45,4.9,2,12,4,74.7,44,760,761,9,37,85,4,582,228,0.8,13.2
Lawrence Timmons,3631,LB,PIT,17,6,4.8,74.0,84.8,9.9,7.3,1,0,1,1.4,25,56.5,67.1,55.8,62.0,78.7,48.0,0,52,17.5,11,1,2,108.8,54,565,666,18,46,73,3,550,309,1.0,10.2
Leon Hall,3634,CB,CIN,16,3,10.2,69.6,95.6,10.0,6.9,0,1,6,7.6,7,66.9,66.3,22.4,43.4,74.4,53.5,1,94,14.3,7,6,5,104.9,55,584,611,11,39,79,3,709,277,1.3,12.9
Michael Griffin,3635,S,TEN,16,8,9.0,76.2,94.6,17.8,13.5,1,0,3,7.1,31,46.4,47.5,23.1,51.2,56.1,60.6,2,59,10.9,6,3,5,111.4,32,595,629,9,41,42,3,422,212,0.7,13.2
Reggie Nelson,3637,S,CIN,17,4,11.0,60.4,91.9,21.5,13.0,1,3,7,14.6,7,82.9,78.2,27.6,60.2,72.0,73.9,4,29,11.5,7,7,4,50.0,29,665,724,12,50,48,1,292,147,0.5,10.1
Brandon Meriweather,3640,S,WAS,10,2,12.0,64.0,89.6,19.1,12.2,0,1,3,12.0,32,43.3,55.4,88.2,80.8,77.7,66.5,0,50,21.7,5,3,1,137.8,16,326,364,6,16,25,5,257,121,0.8,16.1
Jon Beason,3641,LB,NYG,4,1,7.4,71.4,91.9,14.8,10.6,0,0,1,14.3,21,53.3,49.1,75.1,60.6,48.3,58.3,0,24,16.7,1,1,0,92.6,5,79,86,1,4,7,0,52,28,0.7,10.4
Anthony Spencer,3642,ED,DAL,15,1,1.0,100.0,6.6,5.3,5.3,0,0,0,0.0,9,61.1,69.9,36.4,65.0,74.8,56.1,0,21,42.9,3,0,2,113.5,4,21,317,3,3,4,0,45,41,2.1,11.3
Paul Posluszny,3650,LB,JAX,7,2,5.4,83.3,91.5,10.2,8.5,0,0,1,3.3,15,61.0,61.9,77.9,69.0,59.0,74.0,0,65,13.3,4,1,0,122.2,25,270,295,10,24,30,1,320,183,1.3,12.8
Eric Weddle,3653,S,SD,16,3,6.3,70.3,93.2,20.5,14.4,0,1,4,10.8,27,90.0,90.3,43.6,70.5,86.4,91.1,1,44,4.4,2,4,3,77.4,26,575,617,12,40,37,0,249,116,0.5,9.6
Lamarr Woodley,3662,ED,OAK,6,0,10.0,50.0,11.6,16.0,8.0,0,0,2,100.0,23,75.1,56.5,81.0,59.9,47.0,54.9,0,24,0.0,0,2,0,93.8,1,17,146,1,2,2,0,24,10,1.5,24.0
David Harris,3663,LB,NYJ,16,1,4.4,79.2,80.9,12.7,10.0,0,1,1,2.1,22,68.4,66.3,83.7,62.8,60.1,82.4,0,25,10.0,5,1,1,109.1,38,508,628,19,44,48,2,329,171,0.7,8.7
Justin Durant,3664,LB,DAL,6,4,5.5,82.1,89.9,7.1,5.8,0,1,1,3.6,9,68.1,59.1,76.0,61.2,46.9,67.3,1,27,8.3,2,1,1,107.3,23,178,198,8,18,28,2,213,111,1.3,9.3
Josh Wilson,3671,CB,ATL,13,2,5.1,70.3,96.1,11.8,8.3,1,2,5,13.5,2,59.7,59.7,84.8,57.0,57.1,32.5,1,40,26.7,8,5,1,84.7,26,322,335,5,20,37,0,314,233,1.0,12.1
Usama Young,3682,S,OAK,4,2,7.9,71.4,97.5,21.6,15.4,0,0,1,14.3,23,60.1,67.6,82.5,91.2,70.3,69.2,0,27,20.0,2,1,0,141.1,5,116,119,1,6,7,1,67,49,0.6,13.4
Charles Johnson,3699,ED,CAR,18,0,4.3,100.0,3.6,5.0,5.0,2,0,0,0.0,5,41.3,71.4,42.8,78.5,63.4,37.0,0,56,58.3,7,0,5,158.3,4,21,576,12,5,4,1,126,109,6.3,31.5
Brandon Mebane,3701,DI,SEA,9,0,,,1.6,,,0,0,0,,29,58.2,59.2,38.2,65.6,58.7,59.4,0,,,0,0,2,0.0,0,2,129,1,0,0,0,0,0,0.0,
Ray McDonald,3713,DI,SF,14,0,1.0,100.0,0.9,4.0,4.0,0,0,0,0.0,28,57.7,65.1,77.6,56.7,71.1,69.1,0,11,25.0,1,0,1,112.5,1,4,443,4,3,1,0,11,10,2.8,11.0
Brian Robison,3718,ED,MIN,16,1,5.5,100.0,3.6,4.8,4.8,1,0,0,0.0,18,65.9,63.6,79.0,59.8,61.3,28.0,0,10,33.3,2,0,1,102.1,4,20,559,5,3,4,0,34,12,1.8,8.5
Paul Soliai,3724,DI,ATL,15,0,,,0.9,,,0,0,0,,2,54.4,64.2,44.0,58.7,69.7,55.9,0,,20.0,1,0,3,0.0,0,2,232,2,4,0,0,0,0,0.0,
Dashon Goldson,3742,S,TB,14,3,15.5,69.7,99.6,18.7,13.1,1,1,0,0.0,30,29.9,31.8,89.4,75.3,48.1,41.5,0,44,14.0,6,0,1,127.2,23,452,454,6,34,33,2,371,91,0.9,16.1
