player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Kevin Williams,1325,DI,MIN,15,1,2.0,100.0,1.2,6.0,6.0,1,0,0,0.0,18,57.1,66.5,68.0,61.8,69.5,48.4,1,7,20.0,1,0,2,56.3,1,6,486,5,3,1,0,7,5,1.2,7.0
Terrell Suggs,1326,ED,BLT,16,0,4.0,100.0,10.1,25.5,25.5,1,0,0,0.0,3,63.1,73.7,61.1,66.5,75.7,79.4,0,19,28.6,2,0,4,116.7,2,56,557,12,5,2,0,24,16,0.5,12.0
Troy Polamalu,1332,S,PIT,16,0,9.2,52.1,92.2,23.0,12.0,0,0,6,12.5,25,90.1,83.8,0.0,67.9,65.9,70.6,2,57,14.3,5,6,5,60.2,25,599,650,14,30,48,1,290,155,0.5,11.6
Calvin Pace,1334,ED,NYJ,16,2,1.0,88.2,44.8,14.7,13.0,0,0,2,11.8,22,78.6,73.2,53.1,61.2,71.9,56.6,0,26,20.0,3,2,2,85.8,15,239,534,17,10,17,0,78,78,0.4,5.2
Nick Barnett,1345,LB,WAS,9,1,5.0,100.0,85.4,11.3,11.3,0,0,0,0.0,32,41.1,54.4,80.3,63.8,73.8,35.7,0,8,40.0,2,0,0,91.7,3,35,41,0,2,3,0,18,3,0.5,6.0
Nnamdi Asomugha,1347,CB,SF,3,0,13.5,36.4,98.9,19.8,7.2,0,0,1,9.1,28,52.7,49.6,80.5,59.4,37.7,25.0,0,31,75.0,3,1,1,86.6,4,86,87,0,1,11,1,63,9,0.8,15.8
Charles Tillman,1351,CB,CHI,8,1,10.7,57.8,99.6,9.1,5.2,0,0,2,4.4,6,53.2,57.6,0.0,60.0,88.8,64.2,3,45,12.0,3,2,5,98.1,26,240,241,3,21,45,7,389,152,1.6,15.0
Rashean Mathis,1355,CB,DET,15,2,13.8,48.7,100.0,12.4,6.0,1,0,10,13.2,11,72.7,72.8,89.1,,64.1,53.2,0,47,7.9,3,10,4,83.9,37,486,486,7,33,76,3,513,122,1.1,13.9
Drayton Florence,1362,CB,CAR,15,4,11.3,52.5,99.4,14.2,7.5,0,0,5,8.5,5,75.3,74.3,87.0,58.8,55.9,58.7,2,60,8.3,2,5,6,66.6,31,464,467,5,18,59,1,413,165,0.9,13.3
Osi Umenyiora,1371,ED,ATL,16,0,11.0,100.0,5.6,25.0,25.0,1,0,1,100.0,2,70.7,70.8,64.0,63.8,70.3,72.2,1,17,0.0,0,1,2,79.2,1,26,467,9,4,1,0,17,6,0.7,17.0
Cory Redding,1381,DI,IND,17,0,,,0.2,,,0,0,0,,14,66.0,67.5,66.7,55.7,73.8,56.9,0,,20.0,1,0,1,0.0,0,1,430,7,4,0,0,0,0,0.0,
Lance Briggs,1383,LB,CHI,9,5,3.8,73.3,84.9,7.8,5.7,0,0,4,8.9,6,55.0,58.0,40.8,71.6,59.1,48.3,0,29,20.5,8,4,1,101.0,33,264,311,11,26,45,1,328,232,1.3,9.9
Chris Crocker,1399,CB,CIN,13,1,4.8,59.2,93.3,12.0,7.1,1,0,2,4.1,7,72.8,72.9,9.6,63.3,74.2,61.1,2,21,21.4,6,2,4,64.4,29,361,387,8,21,49,2,193,121,0.6,6.7
Jarret Johnson,1421,ED,SD,13,0,3.8,88.2,35.4,6.5,5.8,0,0,1,5.9,27,62.7,70.9,56.3,61.0,76.9,60.9,0,30,23.1,3,1,2,122.8,15,101,285,9,10,17,1,149,103,1.5,9.9
Asante Samuel,1432,CB,ATL,11,0,13.3,74.3,99.3,10.0,7.5,0,0,2,5.7,2,63.2,63.6,86.0,54.9,61.2,65.9,1,59,3.8,1,2,1,113.7,26,278,280,7,25,35,1,444,116,1.7,17.1
Ike Taylor,1437,CB,PIT,16,5,12.3,62.8,99.8,8.6,5.4,1,0,12,10.6,25,49.6,53.6,90.4,60.0,71.4,41.9,0,81,14.3,9,12,5,110.6,71,640,641,6,49,113,6,1043,328,1.7,14.7
Robert Mathis,1447,ED,IND,18,0,5.3,66.7,7.3,21.5,14.3,0,0,0,0.0,14,83.0,90.8,80.9,91.0,69.1,76.5,0,14,38.5,5,0,2,88.2,2,43,592,25,8,3,0,22,11,0.5,11.0
Aubrayo Franklin,1455,DI,IND,18,0,,,2.6,,,0,0,0,,14,62.0,56.9,83.8,54.9,55.9,79.4,0,,0.0,0,0,0,0.0,0,4,151,1,1,0,0,0,0,0.0,
Yeremiah Bell,1513,S,ARZ,16,3,9.6,62.1,91.8,17.5,10.8,0,0,6,10.3,1,65.3,65.5,17.4,47.0,75.9,75.6,2,61,9.8,4,6,3,110.7,36,658,717,7,34,58,7,441,145,0.7,12.3
Chris Clemons,1585,ED,SEA,17,0,,,4.3,,,1,0,0,,29,77.0,65.3,18.6,67.6,61.9,67.7,0,,50.0,2,0,6,0.0,0,21,491,5,2,0,0,0,0,0.0,
Colin Cole,1589,DI,CAR,16,0,,,0.6,,,1,0,0,,5,63.1,53.1,64.3,51.5,55.1,75.5,0,,0.0,0,0,1,0.0,0,1,174,2,2,0,0,0,0,0.0,
Israel Idonije,1632,ED,DET,15,0,,,0.9,,,0,0,0,,11,60.3,62.0,63.9,59.8,63.1,74.0,0,,,0,0,1,0.0,0,2,214,1,0,0,0,0,0,0.0,
Cullen Jenkins,1637,DI,NYG,16,0,,,0.6,,,1,0,0,,21,62.5,62.0,76.3,60.1,60.0,67.1,0,,66.7,4,0,1,0.0,0,3,469,6,2,0,0,0,0,0.0,
Quintin Mikell,1662,S,CAR,15,2,8.8,67.6,94.0,17.7,12.0,0,0,5,14.7,5,60.5,65.1,50.7,91.8,61.4,71.7,0,39,12.9,4,5,1,131.3,23,425,452,10,25,34,6,271,85,0.7,11.8
DeAngelo Hall,1729,CB,WAS,16,4,10.1,63.8,99.8,9.3,5.9,0,0,9,9.6,32,71.0,68.4,7.4,60.0,63.9,41.4,4,35,17.9,12,9,4,84.0,60,580,581,10,51,94,4,727,301,1.3,12.1
Dunta Robinson,1731,CB,KC,9,0,7.7,73.3,95.1,8.4,6.2,0,0,4,13.3,16,46.7,45.7,22.6,57.3,53.0,28.0,0,69,35.0,7,4,1,130.0,22,195,205,6,13,30,2,321,157,1.7,14.6
Jonathan Vilma,1733,LB,NO,1,0,,,80.0,,,0,0,0,,20,43.0,33.7,67.8,59.2,49.0,74.9,0,,,0,0,0,0.0,0,4,5,0,0,0,0,0,0,0.0,
D.J. Williams,1738,LB,CHI,6,1,3.5,69.2,85.7,10.4,7.2,0,0,0,0.0,6,60.0,59.9,75.7,71.6,55.8,65.2,0,22,8.3,1,0,1,103.0,9,96,112,6,10,13,1,55,47,0.6,6.1
Vince Wilfork,1742,DI,NE,4,0,,,1.0,,,0,0,0,,19,60.0,53.4,81.1,48.0,60.2,72.5,0,,,0,0,0,0.0,0,1,101,0,0,0,0,0,0,0.0,
Jason Babin,1748,ED,JAX,16,1,-1.5,100.0,4.8,12.0,12.0,1,0,0,0.0,15,67.3,61.8,0.0,71.2,57.8,63.9,0,4,20.0,2,0,10,79.2,2,24,498,11,7,2,0,6,9,0.3,3.0
Karlos Dansby,1754,LB,ARZ,16,0,5.0,65.0,78.2,10.4,6.8,0,0,10,12.5,1,87.5,81.1,69.9,65.4,66.6,71.8,4,47,13.5,7,10,2,75.0,52,568,726,26,45,80,3,520,333,1.0,10.0
Daryl Smith,1760,LB,BLT,16,9,6.3,58.9,86.3,12.3,7.2,0,0,8,11.0,3,81.2,72.2,46.7,74.9,54.1,82.7,3,23,2.4,1,8,2,76.0,43,555,643,16,32,73,4,415,212,0.8,9.7
Dwan Edwards,1772,DI,CAR,12,3,,,1.6,,,0,0,0,,5,62.2,63.5,67.2,66.2,54.9,76.1,0,,0.0,0,0,1,0.0,0,4,256,4,2,0,0,0,0,0.0,
Darnell Dockett,1785,DI,ARZ,16,1,8.0,0.0,0.2,,1.0,0,0,0,0.0,1,73.3,56.8,42.3,51.1,59.0,67.1,0,,0.0,0,0,5,39.6,0,1,579,12,10,1,0,0,0,0.0,
Randy Starks,1792,DI,MIA,16,1,,,2.2,,,0,0,0,,17,54.3,78.7,67.3,70.9,78.6,63.7,0,,20.0,1,0,2,0.0,0,9,416,4,3,0,0,0,0,0.0,
Shaun Phillips,1819,ED,DEN,19,0,-3.0,75.0,8.3,16.7,12.5,0,0,0,0.0,10,87.3,73.1,68.1,61.1,74.3,76.8,1,13,30.0,3,0,2,43.8,3,51,612,15,7,4,0,18,32,0.4,6.0
Isaac Sopoaga,1825,DI,NE,14,0,,,0.6,,,0,0,0,,19,60.3,54.5,83.2,58.9,50.9,76.4,0,,0.0,0,0,0,0.0,0,1,179,1,1,0,0,0,0,0.0,
Will Allen,1832,S,PIT,13,4,10.8,71.1,97.0,14.0,9.9,0,0,2,5.3,25,53.2,57.2,84.1,47.5,72.4,52.7,2,70,15.6,5,2,0,111.2,27,389,401,4,23,38,3,415,148,1.1,15.4
Jared Allen,1847,ED,MIN,16,0,3.3,66.7,2.0,6.0,4.0,0,0,0,0.0,18,51.3,65.8,61.3,66.1,66.4,44.2,0,19,83.3,5,0,2,104.9,2,14,700,11,1,3,0,34,25,2.8,17.0
Antonio Smith,1856,DI,HST,15,1,,,0.2,,,1,0,0,,13,59.1,63.9,32.2,75.7,52.2,46.4,0,,50.0,2,0,5,0.0,0,1,446,5,1,0,0,0,0,0.0,
Mike Adams,1972,S,DEN,18,10,13.8,57.8,96.0,19.7,11.4,0,0,3,6.7,10,52.6,59.8,58.4,46.6,81.6,90.5,1,43,6.8,3,3,1,93.4,26,549,572,5,31,45,2,406,155,0.8,15.6
Jabari Greer,2057,CB,NO,10,0,12.0,53.8,99.1,11.5,6.2,0,0,6,11.5,20,59.0,62.6,87.5,54.0,77.3,81.0,1,44,4.8,1,6,0,93.3,28,339,342,3,20,52,3,438,162,1.4,15.6
George Wilson,2210,S,TEN,16,0,6.5,60.9,92.7,16.1,9.8,0,0,2,8.7,31,70.9,77.9,85.9,59.8,85.3,69.9,1,25,21.4,3,2,1,65.1,14,240,259,3,11,23,0,168,71,0.7,12.0
Adam Jones,2223,CB,CIN,17,4,12.1,56.9,100.0,11.3,6.4,0,0,9,8.8,7,78.3,78.8,90.5,,69.5,44.9,3,69,15.8,9,9,2,82.8,58,681,681,11,44,102,4,797,387,1.2,13.7
Antrel Rolle,2225,S,NYG,16,7,8.0,62.9,96.9,16.4,10.3,1,0,2,3.2,21,81.5,81.7,21.7,85.6,79.0,60.1,6,24,14.3,8,2,5,43.1,39,665,686,14,41,62,1,339,174,0.5,8.7
Carlos Rogers,2226,CB,SF,17,1,10.1,60.2,97.1,10.8,6.5,0,0,4,4.1,28,60.5,63.2,67.3,57.0,73.7,59.9,2,59,9.5,4,4,4,84.9,59,664,684,11,37,98,3,728,301,1.1,12.3
DeMarcus Ware,2228,ED,DAL,13,0,,,4.1,,,0,0,0,,9,90.1,77.2,43.1,68.0,72.6,81.4,1,,0.0,0,0,2,0.0,0,16,390,6,1,0,0,0,0,0.0,
Thomas Davis Sr.,2231,LB,CAR,17,3,3.5,78.4,84.0,8.0,6.3,0,0,4,4.5,5,90.2,83.1,68.7,61.7,72.2,67.2,2,35,11.1,10,4,1,84.2,69,577,687,42,77,88,1,491,341,0.9,7.1
Derrick Johnson,2232,LB,KC,16,4,4.1,69.5,88.7,14.3,10.0,0,0,3,5.1,16,90.3,85.9,66.4,75.7,67.3,54.9,2,49,16.7,8,3,2,87.5,41,620,699,20,36,59,2,429,324,0.7,10.5
Mike Patterson,2248,DI,NYG,16,0,,,1.0,,,0,0,0,,21,53.9,62.7,52.0,54.1,70.9,60.5,0,,50.0,1,0,2,0.0,0,2,192,1,1,0,0,0,0,0.0,
Kevin Burnett,2259,LB,OAK,16,8,4.4,85.3,77.6,7.6,6.5,1,0,3,4.4,23,39.1,54.9,34.0,58.5,75.2,55.3,1,49,20.4,11,3,3,131.9,58,464,598,18,35,68,7,605,401,1.4,10.4
Corey Webster,2260,CB,NYG,4,0,7.9,60.0,100.0,11.7,7.0,0,0,1,6.7,21,62.6,57.4,0.0,,42.4,52.5,0,19,14.3,1,1,1,74.9,9,112,112,1,6,15,0,82,43,0.8,9.1
Jonathan Babineaux,2276,DI,ATL,16,0,-4.0,100.0,0.4,2.0,2.0,0,0,0,0.0,2,66.9,63.7,79.1,51.7,70.5,32.2,0,5,40.0,2,0,1,87.5,1,2,533,2,3,1,0,5,9,2.5,5.0
Justin Tuck,2291,ED,NYG,16,1,-5.0,100.0,2.7,15.0,15.0,1,0,0,0.0,21,71.3,78.6,54.6,67.8,76.4,72.5,1,-3,36.4,4,0,3,39.6,1,15,560,14,6,1,0,-3,2,-0.2,-3.0
Chris Canty,2349,DI,BLT,15,0,-1.0,0.0,0.6,,2.0,0,0,1,100.0,3,62.3,64.4,85.6,54.9,69.0,69.9,0,,0.0,0,1,0,39.6,0,2,338,3,3,1,0,0,0,0.0,
Matt Giordano,2352,S,SL,7,0,7.6,60.0,100.0,23.3,14.0,0,0,0,0.0,26,46.8,48.4,77.2,,66.5,54.5,1,15,25.0,1,0,0,78.8,3,74,74,1,3,5,1,32,3,0.5,10.7
Trent Cole,2363,ED,PHI,17,0,8.0,70.0,21.8,17.4,12.2,0,0,1,10.0,24,55.7,76.7,79.0,72.4,76.8,65.5,0,62,33.3,1,1,1,145.8,7,130,596,12,2,10,1,143,81,1.2,20.4
Michael Boley,2377,LB,CIN,5,0,2.7,85.7,91.7,7.3,6.3,0,0,0,0.0,7,58.3,55.1,70.5,53.5,54.2,56.1,0,19,20.0,1,0,0,94.6,6,44,48,2,4,7,0,47,24,1.1,7.8
Kevin Vickerson,2433,DI,DEN,11,0,,,1.7,,,2,0,0,,10,62.8,52.2,0.0,56.0,67.0,76.5,0,,66.7,2,0,8,0.0,0,4,239,2,1,0,0,0,0,0.0,
Lorenzo Alexander,2476,ED,ARZ,3,1,1.3,75.0,27.3,5.0,3.8,0,0,0,0.0,1,37.5,51.0,76.2,63.2,55.6,37.7,0,15,33.3,1,0,0,96.9,3,15,55,0,1,4,0,31,26,2.1,10.3
Chase Blackburn,2498,LB,CAR,11,0,2.2,66.7,96.2,24.0,16.0,0,0,0,0.0,5,56.7,53.7,75.7,65.5,52.4,48.3,0,12,33.3,1,0,0,112.5,4,101,105,1,2,6,1,22,19,0.2,5.5
Brandon Browner,2512,CB,SEA,8,0,13.1,52.6,100.0,12.8,6.7,0,0,9,23.7,29,66.9,67.2,87.8,,61.6,87.7,1,32,0.0,0,9,5,78.8,20,278,278,3,17,38,2,240,23,0.9,12.0
Chris Carr,2526,CB,NO,10,2,6.8,57.9,96.1,10.9,6.3,0,0,1,5.3,20,69.5,66.6,83.1,48.4,45.0,70.9,1,31,0.0,0,1,0,74.2,11,124,129,4,9,19,1,129,68,1.1,11.7
Heath Farwell,2588,LB,SEA,7,0,3.0,100.0,81.3,13.0,13.0,0,0,0,0.0,29,51.9,49.4,71.3,64.4,50.5,55.5,0,11,0.0,0,0,0,104.2,2,26,32,1,2,2,0,18,12,0.7,9.0
John Kuhn,2686,FB,GB,1,0,,,100.0,,,0,0,0,,12,,42.2,69.1,,60.0,25.9,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,
Jim Leonhard,2694,S,BUF,15,0,7.6,59.3,95.9,20.9,12.4,0,0,1,3.7,4,67.7,56.1,46.9,51.9,31.9,29.2,3,42,5.0,1,1,1,81.1,16,354,369,3,19,27,4,192,96,0.6,12.0
Dimitri Patterson,2868,CB,MIA,6,2,9.9,58.1,98.5,6.8,3.9,0,0,3,9.7,17,89.9,86.4,14.7,85.9,59.9,62.2,4,30,10.5,2,3,2,51.1,18,130,132,5,15,31,1,219,66,1.8,12.2
Ahmad Brooks,2945,ED,SF,19,0,1.4,88.2,22.0,9.6,8.5,0,0,0,0.0,28,61.3,66.2,22.4,63.5,74.3,66.6,1,17,37.5,6,0,10,62.3,15,152,690,16,10,17,0,82,65,0.6,5.5
Mario Williams,2946,ED,BUF,16,1,,,2.6,,,0,0,0,,4,72.6,73.8,64.0,68.4,71.1,78.3,0,,50.0,1,0,3,0.0,0,16,604,13,0,0,0,0,0,0.0,
A.J. Hawk,2950,LB,GB,17,5,6.0,69.8,82.0,13.1,9.2,0,0,3,5.7,12,80.4,61.3,70.9,56.1,40.0,67.3,1,32,9.5,4,3,1,97.1,37,506,617,12,33,53,2,408,197,0.8,11.0
Michael Huff,2952,S,DEN,8,1,12.0,77.8,90.2,16.0,12.4,0,0,0,0.0,10,40.7,37.9,79.1,52.1,57.9,57.1,0,78,22.2,2,0,0,158.3,7,119,132,1,6,9,4,208,119,1.9,29.7
Donte Whitner,2953,S,SF,19,8,12.3,52.0,99.2,26.8,13.9,0,0,7,14.0,28,86.4,80.5,5.1,43.0,79.3,82.8,3,51,10.2,6,7,6,61.8,26,728,734,6,45,50,2,337,77,0.5,13.0
Ernie Sims,2954,LB,DAL,12,2,2.8,76.2,92.9,9.6,7.3,0,0,0,0.0,9,46.6,30.9,0.0,50.3,31.3,77.9,0,34,7.7,1,0,2,142.0,16,169,182,1,10,21,2,225,184,1.5,14.1
Haloti Ngata,2957,DI,BLT,15,0,,,0.3,,,0,0,0,,3,60.0,70.5,55.5,58.0,77.7,73.8,0,,0.0,0,0,3,0.0,0,1,384,2,1,0,0,0,0,0.0,
Kamerion Wimbley,2958,ED,TEN,16,0,,,0.4,,,0,0,0,,31,61.4,57.2,65.4,57.8,56.6,47.0,0,,50.0,1,0,1,0.0,0,1,269,4,1,0,0,0,0,0.0,
Brodrick Bunkley,2959,DI,NO,14,0,,,1.4,,,0,0,0,,20,64.8,72.7,83.7,46.1,81.0,66.5,0,,0.0,0,0,0,0.0,0,2,143,1,1,0,0,0,0,0.0,
Chad Greenway,2962,LB,MIN,16,8,4.3,77.3,86.6,9.1,7.0,0,0,0,0.0,18,44.5,47.7,77.2,63.4,47.4,51.7,3,77,13.7,10,0,1,106.7,68,644,744,17,55,88,4,829,607,1.3,12.2
Antonio Cromartie,2964,CB,NYJ,16,2,14.3,53.3,100.0,12.9,6.9,2,0,5,5.4,22,46.3,50.5,69.1,,74.5,58.2,3,77,14.3,4,5,8,100.7,49,673,673,3,22,92,7,937,398,1.5,19.1
Tamba Hali,2965,ED,KC,16,2,-4.0,50.0,13.1,41.0,20.5,0,0,0,0.0,16,90.6,86.9,64.6,74.5,75.2,52.2,1,7,33.3,4,0,2,16.7,2,86,658,13,6,4,0,12,16,0.1,6.0
Manny Lawson,2967,ED,BUF,15,0,1.4,85.0,67.9,12.6,10.7,0,0,0,0.0,4,90.2,78.3,81.7,56.1,68.1,73.3,1,17,13.3,2,0,0,78.3,17,228,336,13,13,20,1,76,89,0.4,4.5
Johnathan Joseph,2969,CB,HST,15,1,11.2,48.3,100.0,10.7,5.2,2,0,9,10.3,13,73.8,74.9,64.4,60.0,72.2,59.9,3,58,12.5,5,9,6,71.9,42,481,481,8,34,87,5,518,164,1.2,12.3
Mathias Kiwanuka,2977,ED,NYG,16,3,8.3,100.0,3.9,6.3,6.3,0,0,1,33.3,21,60.6,47.9,39.2,51.0,53.3,46.6,0,31,28.6,2,1,6,118.8,3,21,545,7,2,3,0,41,16,2.2,13.7
DeMeco Ryans,2978,LB,PHI,17,9,4.5,75.0,81.2,11.3,8.5,0,0,4,5.6,24,60.7,56.0,70.2,44.1,58.0,68.4,3,28,14.9,10,4,2,95.8,54,642,791,14,48,72,3,600,350,1.0,11.1
D'Qwell Jackson,2979,LB,CLV,16,4,5.6,73.3,84.4,12.8,9.4,0,0,2,3.3,8,65.8,60.2,89.4,57.1,51.9,76.9,1,32,5.6,3,2,1,91.3,44,589,698,13,47,60,1,425,252,0.8,9.7
Rocky McIntosh,2980,LB,DET,7,0,-1.0,100.0,81.8,7.0,7.0,0,0,0,0.0,11,55.2,51.0,78.1,59.5,52.1,76.4,0,3,0.0,0,0,0,79.2,1,9,11,0,1,1,0,3,4,0.4,3.0
Danieal Manning,2987,S,HST,6,0,15.2,46.7,95.3,21.3,9.9,0,0,0,0.0,13,63.7,62.6,83.0,70.9,55.1,70.1,0,31,20.0,2,0,0,60.4,7,162,170,3,8,15,0,70,28,0.5,10.0
Roman Harper,2988,S,NO,11,2,9.5,68.8,87.9,12.5,8.6,0,0,0,0.0,20,61.0,61.7,88.6,43.0,67.7,81.4,1,37,13.6,3,0,0,90.0,22,284,323,8,17,32,1,255,72,0.9,11.6
Bernard Pollard,2999,S,TEN,16,4,7.9,73.2,95.4,14.0,10.2,0,0,4,7.1,31,63.5,68.2,37.0,58.7,79.8,87.2,3,39,8.8,5,4,3,100.1,41,603,632,13,48,56,4,477,238,0.8,11.6
Richard Marshall,3003,CB,SD,17,1,10.3,71.4,99.0,8.7,6.2,1,0,4,5.2,27,50.2,54.1,89.0,67.4,69.1,69.6,0,51,10.9,6,4,5,114.9,55,498,503,13,48,77,4,665,226,1.4,12.1
Tim Jennings,3007,CB,CHI,16,3,9.4,54.0,99.8,11.7,6.3,0,0,7,8.0,6,70.0,70.0,89.4,59.0,62.2,43.7,4,37,16.1,9,7,1,68.2,47,567,568,10,44,87,3,601,224,1.1,12.8
Darryl Tapp,3008,ED,WAS,11,0,-3.0,100.0,23.1,9.0,9.0,0,0,0,0.0,32,48.7,57.5,79.4,59.4,59.7,52.5,0,7,100.0,1,0,0,95.8,1,9,39,1,0,1,0,7,10,0.8,7.0
James Anderson,3033,LB,CHI,16,6,4.7,70.7,82.9,10.7,7.5,0,0,2,3.4,6,78.0,56.2,76.4,55.7,37.1,77.6,0,29,2.2,1,2,0,87.4,41,450,543,15,39,58,0,367,213,0.8,9.0
Jason Hatcher,3037,DI,DAL,15,0,,,1.3,,,0,0,0,,9,61.1,76.8,68.3,79.1,64.1,49.2,0,,33.3,1,0,2,0.0,0,6,479,11,2,0,0,0,0,0.0,
Will Blackmon,3060,CB,JAX,15,6,12.9,66.1,98.5,9.9,6.5,0,0,8,14.3,15,65.0,75.9,87.7,97.6,88.3,47.2,1,91,16.7,7,8,2,124.4,37,382,388,6,29,56,5,604,281,1.7,16.3
Stephen Tulloch,3061,LB,DET,16,5,4.8,80.3,90.3,11.6,9.3,0,0,3,4.9,11,82.6,81.7,83.1,62.2,75.5,90.2,1,33,8.5,5,3,0,96.4,49,598,662,27,49,61,1,456,210,0.8,9.3
Domata Peko Sr.,3068,DI,CIN,17,1,,,0.8,,,0,0,0,,7,61.5,54.1,77.4,52.0,55.2,51.7,0,,14.3,1,0,2,0.0,0,3,356,3,5,0,0,0,0,0.0,
