position,player_name,team_name,grades_defense,snap_counts_pass_play,rank,Year,player_name,year_signed,age,average/year,sim_sal,diff
S,Kevin Byard,TEN,90.4,776,1.0,2021,Kevin Byard,2021,27,14100000,12915888.833333334,1184111.166666666
CB,Jalen Ramsey,LA,84.4,808,5.0,2021,Jalen Ramsey,2021,26,20000000,11677904.714285715,8322095.285714285
S,Micah Hyde,BUF,83.8,720,6.0,2021,Micah Hyde,2021,30,6100000,10641166.625,-4541166.625
CB,Kendall Fuller,WAS,81.5,658,8.0,2021,Kendall Fuller,2021,26,10000000,11236592.555555556,-1236592.555555556
CB,Darius Slay,PHI,81.0,615,9.0,2021,Darius Slay,2021,30,16683333,11087933.3,5595399.699999999
S,Marcus Williams,NO,80.1,672,10.0,2021,Marcus Williams,2021,24,10612000,10261757.545454545,350242.45454545505
S,Adrian Phillips,NE,80.0,538,11.0,2021,Adrian Phillips,2021,29,4250000,10754539.363636363,-6504539.363636363
CB,J.C. Jackson,NE,78.9,592,13.0,2021,J.C. Jackson,2021,25,3384000,9038857.545454545,-5654857.545454545
S,Harrison Smith,MIN,77.9,658,16.0,2021,Harrison Smith,2021,32,16000000,9143403.0,6856597.0
S,Jordan Poyer,BUF,77.7,698,17.0,2021,Jordan Poyer,2021,29,9750000,9279766.636363637,470233.3636363633
CB,Tavierre Thomas,HST,77.6,413,18.0,2021,Tavierre Thomas,2021,25,2000000,8944918.181818182,-6944918.181818182
CB,Marshon Lattimore,NO,77.3,640,19.0,2021,Marshon Lattimore,2021,25,19520600,8843827.272727273,10676772.727272727
S,Jayron Kearse,DAL,75.9,674,22.0,2021,Jayron Kearse,2021,27,1127500,9843827.272727273,-8716327.272727273
CB,Chidobe Awuzie,CIN,75.5,703,23.0,2021,Chidobe Awuzie,2021,25,7250000,9626190.909090908,-2376190.9090909082
S,Devin McCourty,NE,75.5,626,23.0,2021,Devin McCourty,2021,33,11500000,8989827.272727273,2510172.7272727266
CB,Adoree' Jackson,NYG,74.9,498,26.0,2021,Adoree' Jackson,2021,25,13000000,8648918.181818182,4351081.818181818
S,Jimmie Ward,SF,74.8,761,27.0,2021,Jimmie Ward,2021,29,9500000,9679221.181818182,-179221.18181818165
S,Justin Simmons,DEN,74.8,663,27.0,2021,Justin Simmons,2021,27,15250000,8394015.090909092,6855984.909090908
CB,Rasul Douglas,GB,74.5,490,29.0,2021,Rasul Douglas,2021,25,990000,8599151.454545455,-7609151.454545455
S,Adrian Amos,GB,74.3,727,30.0,2021,Adrian Amos,2021,27,9000000,8621878.727272727,378121.2727272734
S,Vonn Bell,CIN,72.1,851,32.0,2021,Vonn Bell,2021,26,6000000,7710515.090909091,-1710515.0909090908
CB,Shaquill Griffin,JAX,72.0,508,33.0,2021,Shaquill Griffin,2021,25,13333333,7896878.7272727275,5436454.2727272725
S,Eric Rowe,MIA,71.2,451,37.0,2021,Eric Rowe,2021,29,5383333,7760515.090909091,-2377182.090909091
CB,Charvarius Ward,KC,71.2,591,37.0,2021,Charvarius Ward,2021,25,3384000,6919606.0,-3535606.0
CB,Avonte Maddox,PHI,71.0,533,40.0,2021,Avonte Maddox,2021,25,7500000,6988696.909090909,511303.0909090908
S,Bobby McCain,WAS,70.9,667,41.0,2021,Bobby McCain,2021,27,1475000,6359876.545454546,-4884876.545454546
CB,Xavien Howard,MIA,70.9,648,41.0,2021,Xavien Howard,2021,27,15050000,6240967.454545454,8809032.545454547
CB,Taron Johnson,BUF,70.3,665,45.0,2021,Taron Johnson,2021,25,8000000,5574300.818181818,2425699.1818181816
CB,Mike Hilton,CIN,70.2,754,46.0,2021,Mike Hilton,2021,27,6000000,6357634.181818182,-357634.18181818165
CB,Sidney Jones,SEA,70.2,447,46.0,2021,Sidney Jones,2021,24,1750000,6139997.818181818,-4389997.818181818
S,Kyle Dugger,NE,69.7,462,51.0,2021,Kyle Dugger,2021,25,2082976,5617270.545454546,-3534294.545454546
CB,Emmanuel Moseley,SF,69.1,498,53.0,2021,Emmanuel Moseley,2021,24,4692000,5946816.0,-1254816.0
CB,Jalen Mills,NE,67.5,529,59.0,2021,Jalen Mills,2021,26,6000000,5048331.181818182,951668.8181818184
S,Tyrann Mathieu,KC,67.4,730,60.0,2021,Tyrann Mathieu,2021,28,14000000,6093785.7272727275,7906214.2727272725
CB,Robert Alford,ARZ,66.9,409,61.0,2021,Robert Alford,2021,32,990000,7116513.0,-6126513.0
S,Xavier Woods,MIN,66.4,758,63.0,2021,Xavier Woods,2021,25,1750000,7034694.818181818,-5284694.818181818
S,Chuck Clark,BLT,66.3,676,64.0,2021,Chuck Clark,2021,25,5100000,8345333.363636363,-3245333.3636363633
CB,Anthony Brown,DAL,66.0,706,67.0,2021,Anthony Brown,2021,27,5166667,8311969.7272727275,-3145302.7272727275
CB,Marlon Humphrey,BLT,65.9,498,68.0,2021,Marlon Humphrey,2021,25,19500000,9107424.272727273,10392575.727272727
CB,Tre'Davious White,BUF,65.7,408,70.0,2021,Tre'Davious White,2021,26,17250000,8561969.727272727,8688030.272727273
CB,Nik Needham,MIA,65.2,438,72.0,2021,Nik Needham,2021,24,850000,8688106.090909092,-7838106.090909092
CB,Byron Jones,MIA,65.0,626,74.0,2021,Byron Jones,2021,28,16500000,9256287.909090908,7243712.090909092
S,Rodney McLeod,PHI,64.8,477,75.0,2021,Rodney McLeod,2021,30,4325000,8890378.818181818,-4565378.818181818
S,Budda Baker,ARZ,64.6,658,76.0,2021,Budda Baker,2021,25,14750000,8694318.181818182,6055681.818181818
S,Malcolm Jenkins,NO,64.5,679,78.0,2021,Malcolm Jenkins,2021,33,8000000,8239772.7272727275,-239772.72727272753
CB,K'Waun Williams,SF,63.5,572,85.0,2021,K'Waun Williams,2021,29,2377500,7035227.2727272725,-4657727.2727272725
CB,Patrick Peterson,MIN,63.0,548,87.0,2021,Patrick Peterson,2021,30,8000000,7391590.909090909,608409.0909090908
S,Andrew Sendejo,IND,62.9,410,88.0,2021,Andrew Sendejo,2021,33,1075000,6324863.636363637,-5249863.636363637
CB,Steven Nelson,PHI,62.9,629,88.0,2021,Steven Nelson,2021,28,3010000,6034181.818181818,-3024181.8181818184
CB,James Bradberry,NYG,62.8,690,90.0,2021,James Bradberry,2021,27,14500000,4852363.636363637,9647636.363636363
S,Anthony Harris,PHI,62.0,539,95.0,2021,Anthony Harris,2021,29,4000000,4534181.818181818,-534181.8181818184
CB,Xavier Rhodes,IND,61.8,402,97.0,2021,Xavier Rhodes,2021,30,4770000,5227136.363636363,-457136.3636363633
CB,Darious Williams,LA,61.8,749,97.0,2021,Darious Williams,2021,28,4766000,4589863.636363637,176136.3636363633
S,Damontae Kazee,DAL,61.8,606,97.0,2021,Damontae Kazee,2021,27,1127500,4575772.7272727275,-3448272.7272727275
CB,Levi Wallace,BUF,61.6,686,100.0,2021,Levi Wallace,2021,25,1750000,4411227.2727272725,-2661227.2727272725
CB,Jourdan Lewis,DAL,61.3,595,101.0,2021,Jourdan Lewis,2021,25,4500000,4032439.3636363638,467560.63636363624
CB,Ronald Darby,DEN,61.1,412,103.0,2021,Ronald Darby,2021,27,10000000,4450621.181818182,5549378.818181818
S,Dean Marlowe,DET,61.0,417,104.0,2021,Dean Marlowe,2021,28,990000,5621075.7272727275,-4631075.7272727275
S,Sean Chandler,CAR,60.7,322,106.0,2021,Sean Chandler,2021,24,920000,5310530.2727272725,-4390530.2727272725
CB,Eli Apple,CIN,60.5,845,108.0,2021,Eli Apple,2021,25,1200000,5617121.181818182,-4417121.181818182
S,Logan Ryan,NYG,60.4,602,109.0,2021,Logan Ryan,2021,30,10333333,5568257.545454546,4765075.454545454
CB,Tavon Young,BLT,60.4,404,109.0,2021,Tavon Young,2021,26,8600000,6486439.363636363,2113560.6363636367
S,Jamal Adams,SEA,60.1,519,112.0,2021,Jamal Adams,2021,25,17645000,5679848.454545454,11965151.545454547
S,Erik Harris,ATL,59.7,421,113.0,2021,Erik Harris,2021,30,1350000,5692348.454545454,-4342348.454545454
CB,Cameron Sutton,PIT,59.3,689,114.0,2021,Cameron Sutton,2021,26,4500000,5662196.909090909,-1162196.9090909092
S,Duron Harmon,ATL,59.1,611,116.0,2021,Duron Harmon,2021,30,1212500,6348560.545454546,-5136060.545454546
S,Eddie Jackson,CHI,59.0,438,117.0,2021,Eddie Jackson,2021,28,14600000,5603075.7272727275,8996924.272727273
CB,Fabian Moreau,ATL,57.7,597,125.0,2021,Fabian Moreau,2021,26,1127500,6093984.818181818,-4966484.818181818
S,Jaquiski Tartt,SF,57.5,592,127.0,2021,Jaquiski Tartt,2021,29,1127500,5253530.2727272725,-4126030.2727272725
CB,Tevaughn Campbell,LAC,56.9,412,129.0,2021,Tevaughn Campbell,2021,27,588333,5426257.545454546,-4837924.545454546
S,Rayshawn Jenkins,JAX,56.9,485,129.0,2021,Rayshawn Jenkins,2021,27,8750000,5471712.090909091,3278287.909090909
CB,Chandon Sullivan,GB,55.0,615,135.0,2021,Chandon Sullivan,2021,24,2133000,5906939.363636363,-3773939.3636363633
S,Landon Collins,WAS,54.7,425,136.0,2021,Landon Collins,2021,27,14000000,4665575.7272727275,9334424.272727273
CB,Michael Davis,LAC,54.0,523,137.0,2021,Michael Davis,2021,26,8400000,4786893.909090909,3613106.090909091
CB,Terrance Mitchell,HST,52.4,430,142.0,2021,Terrance Mitchell,2021,28,3250000,4820757.545454546,-1570757.5454545459
S,Kareem Jackson,DEN,52.0,533,143.0,2021,Kareem Jackson,2021,32,5000000,5630909.090909091,-630909.0909090908
S,Eric Murray,HST,50.9,417,145.0,2021,Eric Murray,2021,27,6000000,4937954.545454546,1062045.4545454541
CB,Brandon Facyson,LV,49.1,376,149.0,2021,Brandon Facyson,2021,26,945000,5218450.0,-4273450.0
S,Daniel Sorensen,KC,47.7,586,152.0,2021,Daniel Sorensen,2021,30,2462000,4242722.222222222,-1780722.222222222
CB,Josh Norman,SF,47.2,480,153.0,2021,Josh Norman,2021,33,1500000,3723062.5,-2223062.5
CB,Kyle Fuller,DEN,47.2,483,153.0,2021,Kyle Fuller,2021,29,9500000,3790642.8571428573,5709357.142857143
CB,Mackensie Alexander,MIN,40.2,512,160.0,2021,Mackensie Alexander,2021,27,1127500,3589083.3333333335,-2461583.3333333335
S,Adrian Amos,GB,89.9,700,3.0,2020,Adrian Amos,2020,26,9000000,8135166.666666667,864833.333333333
CB,Xavien Howard,MIA,87.3,584,4.0,2020,Xavien Howard,2020,26,15050000,9044428.57142857,6005571.428571429
CB,Bryce Callahan,DEN,84.1,394,6.0,2020,Bryce Callahan,2020,28,6191000,8044812.5,-1853812.5
CB,Darious Williams,LA,81.0,629,8.0,2020,Darious Williams,2020,27,570000,8422166.666666666,-7852166.666666666
CB,Jonathan Jones,NE,80.7,453,9.0,2020,Jonathan Jones,2020,26,7000000,7879950.0,-879950.0
S,Kareem Jackson,DEN,80.4,672,10.0,2020,Kareem Jackson,2020,31,11000000,8981772.727272727,2018227.2727272734
CB,James Bradberry,NYG,79.8,639,11.0,2020,James Bradberry,2020,26,14500000,8618136.363636363,5881863.636363637
CB,Jason Verrett,SF,77.6,493,13.0,2020,Jason Verrett,2020,28,1047500,9022681.818181818,-7975181.818181818
S,Justin Simmons,DEN,77.4,672,14.0,2020,Justin Simmons,2020,26,11441000,9800772.727272727,1640227.2727272734
CB,Xavier Rhodes,IND,77.3,617,15.0,2020,Xavier Rhodes,2020,29,3000000,10862590.909090908,-7862590.909090908
CB,Jalen Ramsey,LA,77.3,697,15.0,2020,Jalen Ramsey,2020,25,20000000,11158045.454545455,8841954.545454545
CB,Brian Poole,NYJ,77.1,308,17.0,2020,Brian Poole,2020,27,5000000,11021681.818181818,-6021681.818181818
CB,Marlon Humphrey,BLT,76.4,717,18.0,2020,Marlon Humphrey,2020,24,19500000,10248954.545454545,9251045.454545455
S,Budda Baker,ARZ,75.3,643,21.0,2020,Budda Baker,2020,24,14750000,11108272.727272727,3641727.2727272734
CB,Malcolm Butler,TEN,74.5,726,22.0,2020,Malcolm Butler,2020,30,12250000,10954545.454545455,1295454.545454545
S,Harrison Smith,MIN,74.3,592,23.0,2020,Harrison Smith,2020,31,10250000,11075000.0,-825000.0
S,Jimmie Ward,SF,73.5,509,25.0,2020,Jimmie Ward,2020,28,9500000,9575000.0,-75000.0
S,Vonn Bell,CIN,71.5,619,30.0,2020,Vonn Bell,2020,25,6000000,9675000.0,-3675000.0
CB,Bradley Roby,HST,71.5,338,30.0,2020,Bradley Roby,2020,27,10500000,8048887.545454546,2451112.454545454
S,Jordan Poyer,BUF,71.3,771,33.0,2020,Jordan Poyer,2020,28,9750000,7171614.818181818,2578385.1818181816
S,Rodney McLeod,PHI,70.8,503,36.0,2020,Rodney McLeod,2020,29,4325000,6330705.7272727275,-2005705.7272727275
CB,Jimmy Smith,BLT,70.5,393,37.0,2020,Jimmy Smith,2020,31,3500000,5762523.909090909,-2262523.909090909
S,Micah Hyde,BUF,70.3,730,41.0,2020,Micah Hyde,2020,29,6100000,6467069.363636363,-367069.3636363633
CB,Troy Hill,LA,69.9,705,43.0,2020,Troy Hill,2020,28,1612763,5989796.636363637,-4377033.636363637
S,Chuck Clark,BLT,69.8,777,44.0,2020,Chuck Clark,2020,24,5100000,5338281.454545454,-238281.45454545412
CB,Ronald Darby,WAS,69.7,657,45.0,2020,Ronald Darby,2020,26,3000000,5224645.090909091,-2224645.090909091
S,Jalen Mills,PHI,68.9,596,48.0,2020,Jalen Mills,2020,25,4000000,6104190.545454546,-2104190.545454546
CB,Tre'Davious White,BUF,68.5,687,52.0,2020,Tre'Davious White,2020,25,17250000,7058736.0,10191264.0
CB,Levi Wallace,BUF,68.3,480,54.0,2020,Levi Wallace,2020,24,750000,7413281.454545454,-6663281.454545454
CB,Terrance Mitchell,CLV,68.2,796,55.0,2020,Terrance Mitchell,2020,27,3333333,8284848.454545454,-4951515.454545454
CB,Steven Nelson,PIT,68.1,605,57.0,2020,Steven Nelson,2020,27,8500000,8093939.363636363,406060.6363636367
CB,Marcus Peters,BLT,67.2,673,58.0,2020,Marcus Peters,2020,27,14000000,8861303.0,5138697.0
S,Tyrann Mathieu,KC,67.0,748,60.0,2020,Tyrann Mathieu,2020,27,14000000,9779484.818181818,4220515.181818182
CB,Kendall Fuller,WAS,66.7,576,63.0,2020,Kendall Fuller,2020,25,10000000,8597666.636363637,1402333.3636363633
CB,Joe Haden,PIT,66.6,523,65.0,2020,Joe Haden,2020,31,11200000,9574939.363636363,1625060.6363636367
S,Adrian Phillips,NE,66.2,420,67.0,2020,Adrian Phillips,2020,27,3000000,9491606.090909092,-6491606.090909092
S,Anthony Harris,MIN,66.2,620,67.0,2020,Anthony Harris,2020,28,11441000,9446151.545454545,1994848.454545455
S,Kevin Byard,TEN,65.8,735,69.0,2020,Kevin Byard,2020,26,14100000,9112818.181818182,4987181.818181818
S,Duron Harmon,DET,65.3,634,73.0,2020,Duron Harmon,2020,29,4250000,9067363.636363637,-4817363.636363637
S,Devin McCourty,NE,65.2,549,75.0,2020,Devin McCourty,2020,32,11500000,8266227.2727272725,3233772.7272727275
S,Jarrod Wilson,JAX,64.7,439,76.0,2020,Jarrod Wilson,2020,25,2416667,8748045.454545455,-6331378.454545455
S,Malcolm Jenkins,NO,64.4,737,80.0,2020,Malcolm Jenkins,2020,32,8000000,8771590.909090908,-771590.9090909082
S,Logan Ryan,NYG,64.1,657,82.0,2020,Logan Ryan,2020,29,10333333,8295136.363636363,2038196.6363636367
CB,Kyle Fuller,CHI,64.0,684,83.0,2020,Kyle Fuller,2020,27,13500000,8529984.818181818,4970015.181818182
S,Chris Banjo,ARZ,63.6,272,84.0,2020,Chris Banjo,2020,30,1187500,8416348.454545455,-7228848.454545455
CB,Byron Jones,MIA,63.6,498,84.0,2020,Byron Jones,2020,27,16500000,7961803.0,8538197.0
CB,Michael Davis,LAC,63.1,598,86.0,2020,Michael Davis,2020,25,3259000,8355742.363636363,-5096742.363636363
S,Quandre Diggs,SEA,63.1,765,86.0,2020,Quandre Diggs,2020,27,6200000,7992106.0,-1792106.0
CB,Darius Slay,PHI,62.9,518,88.0,2020,Darius Slay,2020,29,16683333,8379984.818181818,8303348.181818182
CB,Bashaud Breeland,KC,62.8,574,89.0,2020,Bashaud Breeland,2020,28,3000000,7642106.0,-4642106.0
S,Ricardo Allen,ATL,62.4,412,92.0,2020,Ricardo Allen,2020,28,6500000,8079606.0,-1579606.0
S,Bobby McCain,MIA,62.1,582,93.0,2020,Bobby McCain,2020,26,6750000,6806878.7272727275,-56878.72727272753
CB,Mackensie Alexander,CIN,60.4,417,99.0,2020,Mackensie Alexander,2020,26,4000000,6692424.181818182,-2692424.1818181816
S,Eddie Jackson,CHI,59.5,682,106.0,2020,Eddie Jackson,2020,27,14600000,6583333.2727272725,8016666.7272727275
S,Eric Rowe,MIA,58.9,579,112.0,2020,Eric Rowe,2020,28,5383333,5238825.7272727275,144507.27272727247
S,Kenny Vaccaro,TEN,58.7,583,114.0,2020,Kenny Vaccaro,2020,29,6000000,5329734.818181818,670265.1818181816
S,Erik Harris,LV,57.0,439,118.0,2020,Erik Harris,2020,29,2500000,6012462.090909091,-3512462.090909091
S,Jayron Kearse,DET,55.7,307,121.0,2020,Jayron Kearse,2020,26,2000000,5626098.454545454,-3626098.454545454
CB,Jason McCourty,NE,55.7,421,121.0,2020,Jason McCourty,2020,32,5000000,5732159.090909091,-732159.0909090908
CB,Nevin Lawson,LV,55.6,470,123.0,2020,Nevin Lawson,2020,28,1893750,4467584.7272727275,-2573834.7272727275
S,Juston Burris,CAR,55.3,509,124.0,2020,Juston Burris,2020,26,4000000,4160009.0,-160009.0
CB,Patrick Peterson,ARZ,55.2,695,126.0,2020,Patrick Peterson,2020,28,14010000,4160009.0,9849991.0
S,Karl Joseph,CLV,54.7,520,129.0,2020,Karl Joseph,2020,26,2500000,4478190.818181818,-1978190.8181818184
CB,Anthony Brown,DAL,54.6,304,130.0,2020,Anthony Brown,2020,26,5166667,4796372.636363637,370294.3636363633
CB,Tre Flowers,SEA,54.4,421,131.0,2020,Tre Flowers,2020,26,689682,4660009.0,-3970327.0
CB,Darryl Roberts,DET,54.3,315,132.0,2020,Darryl Roberts,2020,29,2000000,4610577.181818182,-2610577.1818181816
S,Eric Murray,HST,53.9,539,133.0,2020,Eric Murray,2020,26,6000000,4342395.363636363,1657604.6363636367
S,Tre Boston,CAR,53.8,664,134.0,2020,Tre Boston,2020,27,6000000,3432395.3636363638,2567604.6363636362
CB,Buster Skrine,CHI,52.3,384,138.0,2020,Buster Skrine,2020,30,5500000,3409668.090909091,2090331.9090909092
CB,Kevin Johnson,CLV,51.4,420,139.0,2020,Kevin Johnson,2020,27,3500000,3002698.3636363638,497301.63636363624
CB,Nickell Robey-Coleman,PHI,51.1,416,140.0,2020,Nickell Robey-Coleman,2020,28,1350000,3234000.0,-1884000.0
CB,Dre Kirkpatrick,ARZ,49.0,509,151.0,2020,Dre Kirkpatrick,2020,30,1050000,3371111.111111111,-2321111.111111111
S,Daniel Sorensen,KC,48.4,722,153.0,2020,Daniel Sorensen,2020,30,4000000,3042500.0,957500.0
S,Andrew Sendejo,CLV,45.5,630,155.0,2020,Andrew Sendejo,2020,32,2250000,2620000.0,-370000.0
S,Josh Jones,JAX,43.9,390,156.0,2020,Josh Jones,2020,25,690000,2140000.0,-1450000.0
S,Anthony Harris,MIN,91.1,653,1.0,2019,Anthony Harris,2019,27,3095000,7132500.0,-4037500.0
CB,Richard Sherman,SF,90.3,681,3.0,2019,Richard Sherman,2019,30,9050000,7970714.285714285,1079285.7142857146
S,Harrison Smith,MIN,88.4,681,4.0,2019,Harrison Smith,2019,30,10250000,8349375.0,1900625.0
CB,Quinton Dunbar,WAS,87.6,368,7.0,2019,Quinton Dunbar,2019,27,1900000,8477222.222222222,-6577222.222222222
S,Jimmie Ward,SF,85.0,628,8.0,2019,Jimmie Ward,2019,27,4500000,8479500.0,-3979500.0
CB,Marcus Peters,BLT,83.9,644,9.0,2019,Marcus Peters,2019,26,14000000,7976818.181818182,6023181.818181818
CB,Stephon Gilmore,NE,82.7,648,11.0,2019,Stephon Gilmore,2019,28,13000000,7968181.818181818,5031818.181818182
S,Kareem Jackson,DEN,82.3,517,12.0,2019,Kareem Jackson,2019,30,11000000,8427272.727272727,2572727.2727272734
S,Devin McCourty,NE,80.8,642,13.0,2019,Devin McCourty,2019,31,9500000,8050000.0,1450000.0
CB,Steven Nelson,PIT,80.5,585,14.0,2019,Steven Nelson,2019,26,8500000,8453030.272727273,46969.727272726595
CB,K'Waun Williams,SF,80.3,504,15.0,2019,K'Waun Williams,2019,27,2950000,8237121.181818182,-5287121.181818182
CB,Brian Poole,NYJ,79.0,526,18.0,2019,Brian Poole,2019,26,3000000,7111008.7272727275,-4111008.7272727275
S,Kevin Byard,TEN,78.3,867,19.0,2019,Kevin Byard,2019,25,14100000,6747372.363636363,7352627.636363637
S,Micah Hyde,BUF,77.7,658,21.0,2019,Micah Hyde,2019,28,6100000,7020099.636363637,-920099.6363636367
CB,D.J. Hayden,JAX,76.9,440,22.0,2019,D.J. Hayden,2019,28,6333333,6631463.2727272725,-298130.2727272725
S,Tre Boston,CAR,76.4,673,25.0,2019,Tre Boston,2019,27,2125000,6245099.636363637,-4120099.6363636367
CB,Troy Hill,LA,76.4,328,25.0,2019,Troy Hill,2019,27,1612763,6272372.363636363,-4659609.363636363
S,Adrian Amos,GB,75.7,697,28.0,2019,Adrian Amos,2019,25,9000000,6219342.090909091,2780657.909090909
S,Tyrann Mathieu,KC,75.4,817,30.0,2019,Tyrann Mathieu,2019,26,14000000,5573887.545454546,8426112.454545453
CB,Nickell Robey-Coleman,LA,74.5,525,32.0,2019,Nickell Robey-Coleman,2019,27,5225000,5582978.454545454,-357978.4545454541
S,Duron Harmon,NE,74.4,484,34.0,2019,Duron Harmon,2019,28,4250000,5416311.818181818,-1166311.8181818184
S,Jordan Poyer,BUF,74.0,660,36.0,2019,Jordan Poyer,2019,27,3250000,5541311.818181818,-2291311.8181818184
S,Jarrod Wilson,JAX,73.7,628,37.0,2019,Jarrod Wilson,2019,24,2416667,5849242.454545454,-3432575.454545454
CB,Jonathan Jones,NE,73.6,480,38.0,2019,Jonathan Jones,2019,25,7000000,5096515.181818182,1903484.8181818184
S,Quandre Diggs,SEA,73.4,464,40.0,2019,Quandre Diggs,2019,26,6200000,4841969.7272727275,1358030.2727272725
CB,Darqueze Dennard,CIN,72.2,307,42.0,2019,Darqueze Dennard,2019,27,4500000,5616969.7272727275,-1116969.7272727275
S,Tavon Wilson,DET,71.9,506,44.0,2019,Tavon Wilson,2019,28,3500000,5526060.636363637,-2026060.6363636367
CB,Tramon Williams,GB,71.7,549,46.0,2019,Tramon Williams,2019,36,5000000,6026060.636363637,-1026060.6363636367
CB,Maurice Canady,NYJ,71.5,264,47.0,2019,Maurice Canady,2019,25,720000,7079090.909090909,-6359090.909090909
CB,Joe Haden,PIT,70.3,613,56.0,2019,Joe Haden,2019,30,11200000,6920093.181818182,4279906.818181818
CB,Desmond Trufant,ATL,70.2,302,57.0,2019,Desmond Trufant,2019,28,13750000,7630093.181818182,6119906.818181818
S,Antoine Bethea,NYG,69.3,657,65.0,2019,Antoine Bethea,2019,34,3250000,7395343.181818182,-4145343.1818181816
S,Malcolm Jenkins,PHI,69.2,712,67.0,2019,Malcolm Jenkins,2019,31,8750000,7895343.181818182,854656.8181818184
S,Landon Collins,WAS,69.2,608,67.0,2019,Landon Collins,2019,25,14000000,8077161.363636363,5922838.636363637
S,Eric Weddle,LA,69.0,620,70.0,2019,Eric Weddle,2019,34,5251025,8070343.181818182,-2819318.1818181816
CB,Patrick Peterson,ARZ,68.6,449,72.0,2019,Patrick Peterson,2019,27,14010000,7121838.545454546,6888161.454545454
S,Jeff Heath,DAL,67.9,474,75.0,2019,Jeff Heath,2019,27,1917750,6099111.2727272725,-4181361.2727272725
CB,Prince Amukamara,CHI,67.5,567,76.0,2019,Prince Amukamara,2019,29,9000000,6337747.636363637,2662252.3636363633
S,Rodney McLeod,PHI,67.2,711,77.0,2019,Rodney McLeod,2019,28,7000000,6133202.181818182,866797.8181818184
CB,Mike Hilton,PIT,67.1,438,78.0,2019,Mike Hilton,2019,24,645000,4919111.2727272725,-4274111.2727272725
S,Eddie Jackson,CHI,67.0,660,79.0,2019,Eddie Jackson,2019,26,766449,5350836.2727272725,-4584387.2727272725
S,Erik Harris,LV,66.7,558,81.0,2019,Erik Harris,2019,28,2500000,4690836.2727272725,-2190836.2727272725
