position,player_name,team_name,grades_offense,snap_counts_block,rank,Year,player_name,year_signed,age,average/year,sim_sal,diff
G,Ben Grubbs,NO,81.6,1107,18.0,2016,Ben Grubbs,2016,32,5050000,6704128.363636363,-1654128.3636363633
T,Andre Smith,CIN,81.2,1095,19.0,2016,Andre Smith,2016,29,3500000,7669128.363636363,-4169128.3636363633
T,Ryan Clady,DEN,81.1,1206,20.0,2016,Ryan Clady,2016,29,6000000,7580090.909090909,-1580090.9090909092
T,Nate Solder,NE,81.0,1383,21.0,2016,Nate Solder,2016,28,10031000,7989181.818181818,2041818.1818181816
T,Eugene Monroe,JAX,80.5,1062,25.0,2016,Eugene Monroe,2016,28,7500000,8089181.818181818,-589181.8181818184
T,Trent Williams,WAS,80.4,1025,26.0,2016,Trent Williams,2016,28,13600000,8175545.454545454,5424454.545454546
T,Joe Thomas,CLV,80.1,1031,28.0,2016,Joe Thomas,2016,31,11500000,8680090.909090908,2819909.0909090918
T,Jared Veldheer,LV,79.7,1078,30.0,2016,Jared Veldheer,2016,28,7000000,8902818.181818182,-1902818.1818181816
C,Alex Mack,CLV,79.7,1031,30.0,2016,Alex Mack,2016,30,9000000,9211909.090909092,-211909.09090909176
G,Andy Levitre,BUF,78.6,1011,34.0,2016,Andy Levitre,2016,29,7800000,9295727.272727273,-1495727.2727272734
C,Mike Pouncey,MIA,78.5,1032,36.0,2016,Mike Pouncey,2016,26,8950000,8759818.181818182,190181.81818181835
T,Russell Okung,SEA,78.4,1050,37.0,2016,Russell Okung,2016,27,10600000,8159818.181818182,2440181.8181818184
T,Donald Penn,TB,78.1,1047,38.0,2016,Donald Penn,2016,32,5950000,7211181.818181818,-1261181.8181818184
T,Branden Albert,KC,78.0,705,39.0,2016,Branden Albert,2016,31,9400000,7347545.454545454,2052454.5454545459
T,Anthony Castonzo,IND,77.8,1259,42.0,2016,Anthony Castonzo,2016,28,10953000,6743000.0,4210000.0
G,John Greco,CLV,77.6,691,44.0,2016,John Greco,2016,31,1605000,6414590.909090909,-4809590.909090909
G,Josh Sitton,GB,77.4,1227,46.0,2016,Josh Sitton,2016,30,7000000,6264590.909090909,735409.0909090908
G,Jahri Evans,NO,77.4,1105,46.0,2016,Jahri Evans,2016,32,1065000,5388681.818181818,-4323681.818181818
T,Rodger Saffold,LA,77.3,600,48.0,2016,Rodger Saffold,2016,27,8500000,5470500.0,3029500.0
G,Chris Chester,WAS,76.7,1088,49.0,2016,Chris Chester,2016,33,2350000,5418438.636363637,-3068438.6363636367
T,Sebastian Vollmer,NE,76.3,1248,52.0,2016,Sebastian Vollmer,2016,31,4187500,4740893.181818182,-553393.1818181816
T,Orlando Franklin,DEN,76.2,1226,53.0,2016,Orlando Franklin,2016,28,7300000,4890438.636363637,2409561.3636363633
C,Fernando Velasco,TEN,75.8,995,54.0,2016,Fernando Velasco,2016,31,965000,4385893.181818182,-3420893.1818181816
T,Sam Baker,ATL,75.5,1189,56.0,2016,Sam Baker,2016,30,6850000,4766347.7272727275,2083652.2727272725
C,Maurkice Pouncey,PIT,75.1,930,58.0,2016,Maurkice Pouncey,2016,26,8827325,4334529.545454546,4492795.454545454
T,Gosder Cherilus,DET,74.7,1198,61.0,2016,Gosder Cherilus,2016,32,3500000,4219984.090909091,-719984.0909090908
G,Zane Beadles,DEN,74.2,1236,62.0,2016,Zane Beadles,2016,29,3250000,4384756.818181818,-1134756.8181818184
T,Chris Hairston,BUF,73.9,568,63.0,2016,Chris Hairston,2016,26,1450000,4255211.363636363,-2805211.3636363633
G,Richie Incognito,MIA,73.8,1027,64.0,2016,Richie Incognito,2016,32,5250000,4767484.090909091,482515.9090909092
G,Nate Livings,DAL,73.7,1094,65.0,2016,Nate Livings,2016,33,3750000,4258393.181818182,-508393.18181818165
T,Eric Winston,KC,73.0,1051,69.0,2016,Eric Winston,2016,32,1090000,4519545.454545454,-3429545.454545454
T,Austin Howard,NYJ,73.0,1073,69.0,2016,Austin Howard,2016,28,6000000,4837727.2727272725,1162272.7272727275
G,Louis Vasquez,LAC,72.9,1020,71.0,2016,Louis Vasquez,2016,28,5875000,4678636.363636363,1196363.6363636367
T,Mitchell Schwartz,CLV,72.9,1031,71.0,2016,Mitchell Schwartz,2016,26,6600000,4728636.363636363,1871363.6363636367
G,Kraig Urbik,BUF,72.7,783,74.0,2016,Kraig Urbik,2016,30,1250000,5342272.7272727275,-4092272.7272727275
T,Kelechi Osemele,BLT,72.5,1299,76.0,2016,Kelechi Osemele,2016,26,11700000,5292272.7272727275,6407727.2727272725
T,King Dunlap,PHI,72.2,818,77.0,2016,King Dunlap,2016,30,7000000,5454545.454545454,1545454.5454545459
T,Jermon Bushrod,NO,71.8,1103,78.0,2016,Jermon Bushrod,2016,31,1500000,5232954.545454546,-3732954.545454546
G,Matt Slauson,NYJ,71.7,820,79.0,2016,Matt Slauson,2016,30,2000000,4786590.909090909,-2786590.909090909
T,Cordy Glenn,BUF,71.1,803,82.0,2016,Cordy Glenn,2016,26,12000000,4584318.181818182,7415681.818181818
G,Ramon Foster,PIT,70.1,1010,86.0,2016,Ramon Foster,2016,30,3200000,4943409.090909091,-1743409.0909090908
T,J'Marcus Webb,CHI,69.6,1046,88.0,2016,J'Marcus Webb,2016,27,2875000,4250984.818181818,-1375984.8181818184
C,Evan Smith,GB,69.4,588,89.0,2016,Evan Smith,2016,29,3562500,4191893.909090909,-629393.9090909092
G,Manuel Ramirez,DEN,69.4,829,89.0,2016,Manuel Ramirez,2016,33,965000,4637348.454545454,-3672348.454545454
G,Ben Jones,HST,69.4,783,89.0,2016,Ben Jones,2016,26,4375000,4592803.0,-217803.0
G,Clint Boling,CIN,69.3,1104,92.0,2016,Clint Boling,2016,26,5200000,4001893.909090909,1198106.0909090908
G,Jeremy Zuttah,TB,69.3,1018,92.0,2016,Jeremy Zuttah,2016,29,4083333,3791439.3636363638,291893.63636363624
C,Eric Wood,BUF,68.5,872,96.0,2016,Eric Wood,2016,29,6350000,3666439.3636363638,2683560.6363636362
G,Justin Blalock,ATL,68.3,1189,99.0,2016,Justin Blalock,2016,32,6400000,3997121.1818181816,2402878.8181818184
C,Stefen Wisniewski,LV,68.1,1007,103.0,2016,Stefen Wisniewski,2016,27,1510000,3978484.8181818184,-2468484.8181818184
T,Demar Dotson,TB,67.7,986,104.0,2016,Demar Dotson,2016,30,5500000,3649848.4545454546,1850151.5454545454
T,Jake Long,MIA,67.7,730,104.0,2016,Jake Long,2016,31,885000,3495303.0,-2610303.0
T,Marshall Newhouse,GB,67.6,1229,107.0,2016,Marshall Newhouse,2016,27,1500000,3260454.5454545454,-1760454.5454545454
T,Michael Oher,BLT,66.7,1340,109.0,2016,Michael Oher,2016,30,7200000,2833181.8181818184,4366818.181818182
G,Garry Williams,CAR,66.4,606,114.0,2016,Garry Williams,2016,29,760000,2401363.6363636362,-1641363.6363636362
T,Mike Adams,PIT,66.3,487,115.0,2016,Mike Adams,2016,26,760000,2809545.4545454546,-2049545.4545454546
G,Kory Lichtensteiger,WAS,65.7,1019,117.0,2016,Kory Lichtensteiger,2016,30,3500000,2791363.6363636362,708636.3636363638
G,Mackenzy Bernadeau,DAL,65.0,1101,121.0,2016,Mackenzy Bernadeau,2016,30,1500000,3120000.0,-1620000.0
C,Ted Larsen,TB,64.5,843,123.0,2016,Ted Larsen,2016,28,1650000,3292727.272727273,-1642727.272727273
G,John Jerry,MIA,64.5,1034,123.0,2016,John Jerry,2016,29,1650000,3079090.909090909,-1429090.9090909092
T,Bobby Massie,ARZ,63.7,1052,128.0,2016,Bobby Massie,2016,26,6000000,3396363.6363636362,2603636.3636363638
T,Derek Newton,HST,63.4,864,130.0,2016,Derek Newton,2016,28,5300000,3963636.3636363638,1336363.6363636362
T,Breno Giacomini,SEA,63.3,1144,131.0,2016,Breno Giacomini,2016,30,4500000,4100000.0,400000.0
G,Jah Reid,BLT,63.3,568,131.0,2016,Jah Reid,2016,28,3400000,4327272.7272727275,-927272.7272727275
G,Brandon Fusco,MIN,63.2,943,133.0,2016,Brandon Fusco,2016,27,4850000,4246363.636363637,603636.3636363633
G,Shawn Lauvao,CLV,62.9,1031,136.0,2016,Shawn Lauvao,2016,28,4250000,4300909.090909091,-50909.090909090824
G,Jeff Allen,KC,62.8,814,137.0,2016,Jeff Allen,2016,26,7000000,3845000.0,3155000.0
T,Doug Free,DAL,62.8,1022,137.0,2016,Doug Free,2016,32,5000000,3726818.1818181816,1273181.8181818184
T,Zach Strief,NO,62.5,786,140.0,2016,Zach Strief,2016,32,4000000,3386818.1818181816,613181.8181818184
T,Cameron Bradfield,JAX,61.8,750,143.0,2016,Cameron Bradfield,2016,28,760000,3151363.6363636362,-2391363.6363636362
T,Byron Bell,CAR,61.2,943,145.0,2016,Byron Bell,2016,27,2250000,2790454.5454545454,-540454.5454545454
T,Khalif Barnes,LV,60.7,558,146.0,2016,Khalif Barnes,2016,34,985000,2722272.727272727,-1737272.727272727
G,Mike Brisiel,LV,60.3,961,147.0,2016,Mike Brisiel,2016,33,4000000,2294500.0,1705500.0
G,Amini Silatolu,CAR,59.5,882,148.0,2016,Amini Silatolu,2016,27,760000,1993888.888888889,-1233888.888888889
G,Jeff Linkenbach,IND,59.4,856,149.0,2016,Jeff Linkenbach,2016,28,810000,1743125.0,-933125.0
T,Dennis Kelly,PHI,57.4,685,152.0,2016,Dennis Kelly,2016,26,880000,1883571.4285714286,-1003571.4285714286
G,Adam Snyder,ARZ,55.2,866,155.0,2016,Adam Snyder,2016,34,3500000,1822500.0,1677500.0
G,Evan Mathis,PHI,92.8,1124,1.0,2015,Evan Mathis,2015,33,3250000,6329236.166666667,-3079236.166666667
T,Joe Staley,SF,92.2,1152,2.0,2015,Joe Staley,2015,27,7441667,6528631.0,913036.0
T,Duane Brown,HST,90.1,1265,3.0,2015,Duane Brown,2015,29,8900000,6408385.5,2491614.5
C,Max Unger,SEA,86.2,1115,4.0,2015,Max Unger,2015,28,6458750,6582944.0,-124194.0
G,Logan Mankins,NE,84.9,895,5.0,2015,Logan Mankins,2015,33,8500000,6549649.6,1950350.4000000004
C,Ryan Wendell,NE,84.9,1383,5.0,2015,Ryan Wendell,2015,28,3425000,6363317.818181818,-2938317.8181818184
C,Nick Mangold,NYJ,84.8,1066,7.0,2015,Nick Mangold,2015,30,7725000,6340590.545454546,1384409.4545454541
C,John Sullivan,MIN,84.7,1096,8.0,2015,John Sullivan,2015,29,5566667,6391348.090909091,-824681.0909090908
G,Marshal Yanda,BLT,84.2,1194,10.0,2015,Marshal Yanda,2015,31,7979412,6041348.090909091,1938063.9090909092
C,Chris Myers,HST,84.0,1284,11.0,2015,Chris Myers,2015,33,6250000,5999643.545454546,250356.45454545412
G,Jon Asamoah,KC,83.5,989,12.0,2015,Jon Asamoah,2015,26,4500000,6181461.7272727275,-1681461.7272727275
G,Alex Boone,SF,82.4,1195,14.0,2015,Alex Boone,2015,28,3000000,6782007.181818182,-3782007.1818181816
G,Mike Iupati,SF,81.8,1173,17.0,2015,Mike Iupati,2015,27,8000000,6199052.636363637,1800947.3636363633
G,Ben Grubbs,NO,81.6,1107,18.0,2015,Ben Grubbs,2015,31,5050000,6374810.181818182,-1324810.1818181816
T,Andre Smith,CIN,81.2,1095,19.0,2015,Andre Smith,2015,28,6000000,6885772.7272727275,-885772.7272727275
T,Ryan Clady,DEN,81.1,1206,20.0,2015,Ryan Clady,2015,28,10500000,7363045.454545454,3136954.545454546
T,Nate Solder,NE,81.0,1383,21.0,2015,Nate Solder,2015,27,10031000,7590318.181818182,2440681.8181818184
G,Kevin Boothe,NYG,80.7,1012,23.0,2015,Kevin Boothe,2015,31,1312500,8081227.2727272725,-6768727.2727272725
T,Eugene Monroe,JAX,80.5,1062,25.0,2015,Eugene Monroe,2015,27,7500000,8263045.454545454,-763045.4545454541
T,Trent Williams,WAS,80.4,1025,26.0,2015,Trent Williams,2015,27,13600000,8513045.454545455,5086954.545454545
T,Joe Thomas,CLV,80.1,1031,28.0,2015,Joe Thomas,2015,30,11500000,8781227.272727273,2718772.7272727266
T,Jared Veldheer,LV,79.7,1078,30.0,2015,Jared Veldheer,2015,27,7000000,8263045.454545454,-1263045.4545454541
C,Alex Mack,CLV,79.7,1031,30.0,2015,Alex Mack,2015,29,8400000,8205681.818181818,194318.18181818165
T,D'Brickashaw Ferguson,NYJ,79.0,1074,32.0,2015,D'Brickashaw Ferguson,2015,31,10000000,8290909.090909091,1709090.9090909092
G,Andy Levitre,BUF,78.6,1011,34.0,2015,Andy Levitre,2015,28,7800000,7718181.818181818,81818.18181818165
C,Mike Pouncey,MIA,78.5,1032,36.0,2015,Mike Pouncey,2015,25,8950000,7477545.454545454,1472454.5454545459
T,Donald Penn,TB,78.1,1047,38.0,2015,Donald Penn,2015,31,4800000,6518454.545454546,-1718454.5454545459
T,Branden Albert,KC,78.0,705,39.0,2015,Branden Albert,2015,30,9400000,6028000.0,3372000.0
T,Todd Herremans,PHI,77.9,529,40.0,2015,Todd Herremans,2015,32,2250000,5878000.0,-3628000.0
T,Tyson Clabo,ATL,77.9,1179,40.0,2015,Tyson Clabo,2015,33,1200000,5514454.545454546,-4314454.545454546
T,Anthony Castonzo,IND,77.8,1259,42.0,2015,Anthony Castonzo,2015,27,10953000,5578090.909090909,5374909.090909091
C,Will Montgomery,WAS,77.7,1082,43.0,2015,Will Montgomery,2015,32,950000,5019000.0,-4069000.0
G,John Greco,CLV,77.6,691,44.0,2015,John Greco,2015,30,1605000,4963318.181818182,-3358318.1818181816
G,Josh Sitton,GB,77.4,1227,46.0,2015,Josh Sitton,2015,29,6750000,4772409.090909091,1977590.9090909092
G,Jahri Evans,NO,77.4,1105,46.0,2015,Jahri Evans,2015,31,6001000,4676954.545454546,1324045.4545454541
T,Rodger Saffold,LA,77.3,600,48.0,2015,Rodger Saffold,2015,26,8500000,5386045.454545454,3113954.545454546
G,Chris Chester,WAS,76.7,1088,49.0,2015,Chris Chester,2015,32,2800000,5013045.454545454,-2213045.454545454
T,Sebastian Vollmer,NE,76.3,1248,52.0,2015,Sebastian Vollmer,2015,30,4187500,5729165.909090909,-1541665.9090909092
T,Orlando Franklin,DEN,76.2,1226,53.0,2015,Orlando Franklin,2015,27,7300000,5901438.636363637,1398561.3636363633
C,Fernando Velasco,TEN,75.8,995,54.0,2015,Fernando Velasco,2015,30,1200000,5833256.818181818,-4633256.818181818
T,Andrew Whitworth,CIN,75.7,1042,55.0,2015,Andrew Whitworth,2015,33,9000000,5349984.090909091,3650015.909090909
