player,player_id,position,team_name,grades_defense,grades_run_defense,snap_counts_run,rank,Year
Sen'Derrick Marks,4985,DI,TEN,53.6,52.1,315,146.0,2012
Stephen Bowen,3242,DI,WAS,53.6,55.3,265,146.0,2012
Ziggy Hood,4955,DI,PIT,53.3,61.4,306,149.0,2012
Cedric Thornton,6607,DI,PHI,53.1,54.0,215,150.0,2012
Erik Walden,4481,ED,GB,53.1,48.2,320,150.0,2012
Red Bryant,4435,ED,SEA,52.9,50.0,322,152.0,2012
Ron Edwards,838,DI,CAR,52.4,48.9,163,153.0,2012
Tyson Jackson,4926,DI,KC,51.9,56.3,306,154.0,2012
Kendall Langford,4380,DI,LA,51.6,51.6,316,155.0,2012
Letroy Guion,4466,DI,MIN,49.5,43.8,239,156.0,2012
Antonio Johnson,3768,DI,IND,47.4,47.9,233,157.0,2012
Isaac Sopoaga,1825,DI,SF,44.9,42.1,230,158.0,2012
Darnell Dockett,1785,DI,ARZ,42.9,34.6,358,159.0,2012
Kyle Vanden Bosch,804,ED,DET,41.8,37.0,256,160.0,2012
