player,player_id,position,team_name,grades_coverage_defense,grades_defense,snap_counts_pass_play,rank,Year
Kevin Byard,10698,S,TEN,90.9,90.4,776,1.0,2021
Antoine Winfield Jr.,42475,S,TB,87.6,89.1,707,2.0,2021
Amani Hooker,51378,S,TEN,86.9,85.9,533,3.0,2021
Jevon Holland,83873,S,MIA,87.7,84.7,592,4.0,2021
Jalen Ramsey,10639,CB,LA,85.8,84.4,808,5.0,2021
Micah Hyde,7941,S,BUF,89.8,83.8,720,6.0,2021
A.J. Terrell,55586,CB,ATL,85.6,82.7,575,7.0,2021
Kendall Fuller,10718,CB,WAS,78.7,81.5,658,8.0,2021
Darius Slay,7817,CB,PHI,84.5,81.0,615,9.0,2021
Marcus Williams,11797,S,NO,84.3,80.1,672,10.0,2021
Adrian Phillips,9177,S,NE,84.5,80.0,538,11.0,2021
Nate Hobbs,55948,CB,LV,77.1,79.4,613,12.0,2021
J.C. Jackson,42781,CB,NE,80.4,78.9,592,13.0,2021
D.J. Reed Jr.,26940,CB,SEA,75.4,78.6,606,14.0,2021
Derwin James,51368,S,LAC,76.6,78.1,552,15.0,2021
Harrison Smith,7641,S,MIN,81.8,77.9,658,16.0,2021
Jordan Poyer,8000,S,BUF,86.8,77.7,698,17.0,2021
Tavierre Thomas,66931,CB,HST,76.1,77.6,413,18.0,2021
Marshon Lattimore,11766,CB,NO,76.4,77.3,640,19.0,2021
Denzel Ward,49558,CB,CLV,75.9,76.9,534,20.0,2021
Casey Hayward Jr.,7064,CB,LV,75.5,76.6,712,21.0,2021
Jayron Kearse,10878,S,DAL,75.5,75.9,674,22.0,2021
Chidobe Awuzie,11815,CB,CIN,74.5,75.5,703,23.0,2021
Devin McCourty,5552,S,NE,74.7,75.5,626,23.0,2021
Xavier McKinney,55775,S,NYG,78.4,75.4,675,25.0,2021
Adoree' Jackson,11773,CB,NYG,80.9,74.9,498,26.0,2021
Jimmie Ward,8665,S,SF,69.1,74.8,761,27.0,2021
Justin Simmons,10732,S,DEN,73.4,74.8,663,27.0,2021
Rasul Douglas,11854,CB,GB,77.2,74.5,490,29.0,2021
Adrian Amos,9575,S,GB,73.6,74.3,727,30.0,2021
Jordan Fuller,45326,S,LA,69.4,74.3,647,30.0,2021
Vonn Bell,10695,S,CIN,75.6,72.1,851,32.0,2021
Shaquill Griffin,11845,CB,JAX,71.1,72.0,508,33.0,2021
Trevon Moehrig,77847,S,LV,75.5,71.8,753,34.0,2021
Jamel Dean,34918,CB,TB,74.7,71.8,581,34.0,2021
Jeremy Chinn,43179,S,CAR,74.3,71.4,579,36.0,2021
Eric Rowe,9480,S,MIA,70.7,71.2,451,37.0,2021
Charvarius Ward,43034,CB,KC,69.4,71.2,591,37.0,2021
Quandre Diggs,9633,S,SEA,72.3,71.2,743,37.0,2021
Avonte Maddox,50543,CB,PHI,73.5,71.0,533,40.0,2021
Bobby McCain,9578,S,WAS,72.6,70.9,667,41.0,2021
Xavien Howard,10672,CB,MIA,71.1,70.9,648,41.0,2021
Isaiah Rodgers,27069,CB,IND,71.8,70.7,366,43.0,2021
Jordan Whitehead,49196,S,TB,68.0,70.7,611,43.0,2021
Taron Johnson,49511,CB,BUF,75.3,70.3,665,45.0,2021
Mike Hilton,10898,CB,CIN,70.0,70.2,754,46.0,2021
Sidney Jones,11798,CB,SEA,69.2,70.2,447,46.0,2021
Juan Thornhill,50426,S,KC,69.9,70.1,702,48.0,2021
Rock Ya-Sin,49564,CB,IND,72.4,69.9,395,49.0,2021
Carlton Davis,49335,CB,TB,71.8,69.9,539,49.0,2021
Kyle Dugger,90621,S,NE,73.7,69.7,462,51.0,2021
Kamren Curl,55800,S,WAS,65.5,69.4,577,52.0,2021
Emmanuel Moseley,50430,CB,SF,68.0,69.1,498,53.0,2021
Andrew Wingard,49268,S,JAX,75.2,69.1,534,53.0,2021
John Johnson III,11847,S,CLV,66.5,68.7,557,55.0,2021
Jalen Thompson,49116,S,ARZ,71.8,68.5,642,56.0,2021
Greg Newsome II,83341,CB,CLV,70.6,68.1,413,57.0,2021
Jessie Bates III,49162,S,CIN,70.0,67.8,829,58.0,2021
Jalen Mills,10867,CB,NE,63.5,67.5,529,59.0,2021
Tyrann Mathieu,7850,S,KC,75.7,67.4,730,60.0,2021
Robert Alford,7841,CB,ARZ,68.5,66.9,409,61.0,2021
Kenny Moore II,51596,CB,IND,62.1,66.6,683,62.0,2021
Xavier Woods,11946,S,MIN,58.3,66.4,758,63.0,2021
Chuck Clark,11941,S,BLT,61.1,66.3,676,64.0,2021
Nasir Adderley,33880,S,LAC,61.3,66.2,585,65.0,2021
Patrick Surtain II,83119,CB,DEN,66.3,66.1,534,66.0,2021
Anthony Brown,10823,CB,DAL,67.1,66.0,706,67.0,2021
Marlon Humphrey,11771,CB,BLT,65.0,65.9,498,68.0,2021
Jackrabbit Jenkins,7043,CB,TEN,65.1,65.9,652,68.0,2021
Tre'Davious White,11782,CB,BUF,69.0,65.7,408,70.0,2021
Eric Stokes,55912,CB,GB,67.1,65.5,669,71.0,2021
Nik Needham,50356,CB,MIA,67.6,65.2,438,72.0,2021
Tracy Walker,51266,S,DET,64.2,65.1,495,73.0,2021
Byron Jones,9460,CB,MIA,63.5,65.0,626,74.0,2021
Rodney McLeod,7271,S,PHI,60.4,64.8,477,75.0,2021
Budda Baker,11791,S,ARZ,65.2,64.6,658,76.0,2021
Greedy Williams,43254,CB,CLV,68.8,64.6,395,76.0,2021
Malcolm Jenkins,4937,S,NO,60.8,64.5,679,78.0,2021
Taylor Rapp,51172,S,LA,57.5,64.5,726,78.0,2021
Jaylon Johnson,56259,CB,CHI,60.5,64.2,521,80.0,2021
Mike Edwards,51282,S,TB,66.4,63.9,481,81.0,2021
Grant Delpit,60685,S,CLV,64.5,63.8,395,82.0,2021
Kristian Fulton,42894,CB,TEN,66.2,63.7,529,83.0,2021
L'Jarius Sneed,40588,CB,KC,61.7,63.6,723,84.0,2021
K'Waun Williams,9332,CB,SF,60.7,63.5,572,85.0,2021
Bryce Hall,42313,CB,NYJ,64.5,63.2,679,86.0,2021
Patrick Peterson,6157,CB,MIN,61.0,63.0,548,87.0,2021
Andrew Sendejo,6118,S,IND,65.1,62.9,410,88.0,2021
Steven Nelson,9531,CB,PHI,60.6,62.9,629,88.0,2021
James Bradberry,10696,CB,NYG,65.0,62.8,690,90.0,2021
Tyson Campbell,83217,CB,JAX,59.9,62.7,507,91.0,2021
Chris Harris Jr.,6457,CB,LAC,60.4,62.4,469,92.0,2021
Chauncey Gardner-Johnson,49371,CB,NO,62.2,62.2,446,93.0,2021
Joe Haden,5532,CB,PIT,64.2,62.1,446,94.0,2021
Elijah Molden,56290,CB,TEN,61.8,62.0,504,95.0,2021
Anthony Harris,9895,S,PHI,58.4,62.0,539,95.0,2021
Xavier Rhodes,7806,CB,IND,61.8,61.8,402,97.0,2021
Darious Williams,55724,CB,LA,60.7,61.8,749,97.0,2021
Damontae Kazee,11904,S,DAL,66.0,61.8,606,97.0,2021
Levi Wallace,25445,CB,BUF,63.9,61.6,686,100.0,2021
Donte Jackson,49377,CB,CAR,56.1,61.3,417,101.0,2021
Jourdan Lewis,11846,CB,DAL,62.8,61.3,595,101.0,2021
Ronald Darby,9483,CB,DEN,58.7,61.1,412,103.0,2021
Dean Marlowe,9966,S,DET,63.0,61.0,417,104.0,2021
David Long Jr.,27377,CB,LA,62.2,60.8,513,105.0,2021
Sean Chandler,51315,S,CAR,62.6,60.7,322,106.0,2021
Ashtyn Davis,49560,S,NYJ,66.1,60.7,420,106.0,2021
Eli Apple,10644,CB,CIN,60.4,60.5,845,108.0,2021
Logan Ryan,7864,S,NYG,51.1,60.4,602,109.0,2021
Tavon Young,10738,CB,BLT,62.6,60.4,404,109.0,2021
Paulson Adebo,52280,CB,NO,61.4,60.3,577,111.0,2021
Jamal Adams,11761,S,SEA,47.4,60.1,519,112.0,2021
Erik Harris,10346,S,ATL,60.3,59.7,421,113.0,2021
Cameron Sutton,11850,CB,PIT,56.6,59.3,689,114.0,2021
William Jackson III,10658,CB,WAS,59.5,59.3,494,114.0,2021
Duron Harmon,7872,S,ATL,54.8,59.1,611,116.0,2021
Amani Oruwariye,50533,CB,DET,60.3,59.0,535,117.0,2021
Eddie Jackson,11867,S,CHI,56.9,59.0,438,117.0,2021
Jaylinn Hawkins,51423,S,ATL,60.9,58.8,265,119.0,2021
Byron Murphy Jr.,44027,CB,ARZ,62.1,58.5,622,120.0,2021
Trevon Diggs,41817,CB,DAL,65.0,58.5,679,120.0,2021
Darnell Savage,34247,S,GB,62.2,58.4,712,122.0,2021
Keith Taylor,56289,CB,CAR,58.1,58.0,267,123.0,2021
Terrell Edmunds,51334,S,PIT,67.7,58.0,730,123.0,2021
Rudy Ford,11963,CB,JAX,59.4,57.7,310,125.0,2021
Fabian Moreau,11836,CB,ATL,55.2,57.7,597,125.0,2021
Jaquiski Tartt,9479,S,SF,54.1,57.5,592,127.0,2021
Minkah Fitzpatrick,51206,S,PIT,45.1,57.2,683,128.0,2021
Tevaughn Campbell,91247,CB,LAC,52.4,56.9,412,129.0,2021
Rayshawn Jenkins,11868,S,JAX,61.2,56.9,485,129.0,2021
Johnathan Abram,34646,S,LV,54.2,56.9,585,129.0,2021
Anthony Averett,50365,CB,BLT,55.0,56.3,540,132.0,2021
Javelin Guidry,56262,CB,NYJ,56.8,55.9,280,133.0,2021
Julian Love,51081,S,NYG,57.4,55.4,383,134.0,2021
Chandon Sullivan,49349,CB,GB,57.5,55.0,615,135.0,2021
Landon Collins,9466,S,WAS,38.8,54.7,425,136.0,2021
Michael Davis,12040,CB,LAC,54.4,54.0,523,137.0,2021
Duke Shelley,49569,CB,CHI,58.2,53.7,275,138.0,2021
Michael Carter II,60644,CB,NYJ,56.0,53.7,504,138.0,2021
Brandon Stephens,45644,S,BLT,46.5,53.1,488,140.0,2021
Desmond King II,11906,CB,HST,47.7,53.0,533,141.0,2021
Terrance Mitchell,8888,CB,HST,51.7,52.4,430,142.0,2021
Kareem Jackson,5545,S,DEN,48.5,52.0,533,143.0,2021
Tashaun Gipson Sr.,7288,S,CHI,50.8,51.5,368,144.0,2021
Eric Murray,10740,S,HST,54.7,50.9,417,145.0,2021
Justin Reid,49048,S,HST,45.3,50.8,450,146.0,2021
Tre Norwood,55675,S,PIT,49.2,50.4,320,147.0,2021
Kindle Vildor,49346,CB,CHI,45.6,50.2,475,148.0,2021
Brandon Facyson,50564,CB,LV,42.5,49.1,376,149.0,2021
Marco Wilson,55592,CB,ARZ,47.8,48.6,516,150.0,2021
AJ Parker,55983,CB,DET,57.1,48.3,378,151.0,2021
Daniel Sorensen,9253,S,KC,53.5,47.7,586,152.0,2021
Josh Norman,7649,CB,SF,45.4,47.2,480,153.0,2021
Bashaud Breeland,8737,CB,MIN,45.3,47.2,435,153.0,2021
Kyle Fuller,8649,CB,DEN,40.8,47.2,483,153.0,2021
Myles Hartsfield,49159,S,CAR,53.5,47.1,266,156.0,2021
Brandin Echols,98900,CB,NYJ,48.0,45.0,463,157.0,2021
Ugo Amadi,49352,CB,SEA,41.2,43.7,497,158.0,2021
Will Harris,51336,S,DET,41.7,42.6,592,159.0,2021
Mackensie Alexander,10688,CB,MIN,40.3,40.2,512,160.0,2021
Jaire Alexander,49350,CB,GB,91.1,90.7,637,1.0,2020
Jessie Bates III,49162,S,CIN,90.0,90.1,616,2.0,2020
Adrian Amos,9575,S,GB,92.1,89.9,700,3.0,2020
Xavien Howard,10672,CB,MIA,89.6,87.3,584,4.0,2020
John Johnson III,11847,S,LA,86.6,85.3,733,5.0,2020
Bryce Callahan,10000,CB,DEN,86.7,84.1,394,6.0,2020
Marcus Maye,11794,S,NYJ,85.8,82.9,695,7.0,2020
Darious Williams,55724,CB,LA,81.5,81.0,629,8.0,2020
Jonathan Jones,11217,CB,NE,80.8,80.7,453,9.0,2020
Kareem Jackson,5545,S,DEN,81.3,80.4,672,10.0,2020
James Bradberry,10696,CB,NYG,79.9,79.8,639,11.0,2020
Marcus Williams,11797,S,NO,72.9,78.6,633,12.0,2020
Jason Verrett,8660,CB,SF,76.1,77.6,493,13.0,2020
Justin Simmons,10732,S,DEN,79.0,77.4,672,14.0,2020
Xavier Rhodes,7806,CB,IND,78.9,77.3,617,15.0,2020
Jalen Ramsey,10639,CB,LA,77.8,77.3,697,15.0,2020
Brian Poole,11052,CB,NYJ,79.5,77.1,308,17.0,2020
Marlon Humphrey,11771,CB,BLT,77.6,76.4,717,18.0,2020
Minkah Fitzpatrick,51206,S,PIT,77.8,76.4,672,18.0,2020
Jamel Dean,34918,CB,TB,78.6,76.4,683,18.0,2020
Budda Baker,11791,S,ARZ,68.9,75.3,643,21.0,2020
Malcolm Butler,9040,CB,TEN,75.8,74.5,726,22.0,2020
Harrison Smith,7641,S,MIN,76.7,74.3,592,23.0,2020
Kenny Moore II,51596,CB,IND,77.5,73.8,660,24.0,2020
Jimmie Ward,8665,S,SF,72.5,73.5,509,25.0,2020
Darnell Savage,34247,S,GB,73.6,72.1,606,26.0,2020
Darius Phillips,49507,CB,CIN,68.1,72.1,359,26.0,2020
Donovan Wilson,49408,S,DAL,70.5,72.0,365,28.0,2020
Tashaun Gipson Sr.,7288,S,CHI,69.9,72.0,678,28.0,2020
Vonn Bell,10695,S,CIN,64.6,71.5,619,30.0,2020
Bradley Roby,8666,CB,HST,72.2,71.5,338,30.0,2020
William Jackson III,10658,CB,CIN,72.4,71.4,535,32.0,2020
Jordan Poyer,8000,S,BUF,70.4,71.3,771,33.0,2020
Terrell Edmunds,51334,S,PIT,75.3,71.2,573,34.0,2020
Cameron Dantzler,42472,CB,MIN,69.8,70.9,338,35.0,2020
Rodney McLeod,7271,S,PHI,77.3,70.8,503,36.0,2020
Khari Willis,51304,S,IND,64.4,70.5,565,37.0,2020
Denzel Ward,49558,CB,CLV,73.2,70.5,515,37.0,2020
Jimmy Smith,6179,CB,BLT,73.3,70.5,393,37.0,2020
Donte Jackson,49377,CB,CAR,69.0,70.4,391,40.0,2020
Micah Hyde,7941,S,BUF,69.2,70.3,730,41.0,2020
Jordan Whitehead,49196,S,TB,72.0,70.0,736,42.0,2020
Troy Hill,9881,CB,LA,71.9,69.9,705,43.0,2020
Chuck Clark,11941,S,BLT,70.8,69.8,777,44.0,2020
Ronald Darby,9483,CB,WAS,68.2,69.7,657,45.0,2020
DeShon Elliott,28854,S,BLT,70.6,69.6,762,46.0,2020
J.C. Jackson,42781,CB,NE,70.1,69.5,500,47.0,2020
Jalen Mills,10867,S,PHI,66.9,68.9,596,48.0,2020
Cameron Sutton,11850,CB,PIT,73.8,68.9,442,48.0,2020
Rayshawn Jenkins,11868,S,LAC,70.0,68.9,513,48.0,2020
Andrew Wingard,49268,S,JAX,69.8,68.8,236,51.0,2020
Tre'Davious White,11782,CB,BUF,71.9,68.5,687,52.0,2020
Kamren Curl,55800,S,WAS,69.5,68.4,522,53.0,2020
Levi Wallace,25445,CB,BUF,64.7,68.3,480,54.0,2020
Terrance Mitchell,8888,CB,CLV,65.3,68.2,796,55.0,2020
Keanu Neal,10651,S,ATL,66.2,68.2,615,55.0,2020
Steven Nelson,9531,CB,PIT,68.6,68.1,605,57.0,2020
Antoine Winfield Jr.,42475,S,TB,57.2,67.2,854,58.0,2020
Marcus Peters,9451,CB,BLT,72.1,67.2,673,58.0,2020
Tyrann Mathieu,7850,S,KC,63.1,67.0,748,60.0,2020
Desmond King II,11906,CB,TEN,62.4,67.0,525,60.0,2020
Ugo Amadi,49352,CB,SEA,67.8,66.8,469,62.0,2020
Jackrabbit Jenkins,7043,CB,NO,65.5,66.7,599,63.0,2020
Kendall Fuller,10718,CB,WAS,65.4,66.7,576,63.0,2020
Joe Haden,5532,CB,PIT,69.6,66.6,523,65.0,2020
Amani Hooker,51378,S,TEN,70.8,66.6,371,65.0,2020
Adrian Phillips,9177,S,NE,62.2,66.2,420,67.0,2020
Anthony Harris,9895,S,MIN,63.6,66.2,620,67.0,2020
Kevin Byard,10698,S,TEN,61.5,65.8,735,69.0,2020
Carlton Davis,49335,CB,TB,64.8,65.7,813,70.0,2020
Jordan Fuller,45326,S,LA,62.6,65.6,540,71.0,2020
Lonnie Johnson Jr.,55615,S,HST,69.1,65.5,468,72.0,2020
Jaquiski Tartt,9479,S,SF,63.5,65.3,222,73.0,2020
Duron Harmon,7872,S,DET,64.4,65.3,634,73.0,2020
Devin McCourty,5552,S,NE,64.3,65.2,549,75.0,2020
Jarrod Wilson,10902,S,JAX,64.7,64.7,439,76.0,2020
Byron Murphy Jr.,44027,CB,ARZ,63.3,64.7,536,76.0,2020
Jabrill Peppers,11780,S,NYG,57.2,64.7,570,76.0,2020
Shaquill Griffin,11845,CB,SEA,64.8,64.6,588,79.0,2020
Malcolm Jenkins,4937,S,NO,53.9,64.4,737,80.0,2020
Charvarius Ward,43034,CB,KC,66.8,64.3,629,81.0,2020
Logan Ryan,7864,S,NYG,60.8,64.1,657,82.0,2020
Kyle Fuller,8649,CB,CHI,70.2,64.0,684,83.0,2020
Chris Banjo,8419,S,ARZ,63.6,63.6,272,84.0,2020
Byron Jones,9460,CB,MIA,61.5,63.6,498,84.0,2020
Michael Davis,12040,CB,LAC,62.9,63.1,598,86.0,2020
Quandre Diggs,9633,S,SEA,56.2,63.1,765,86.0,2020
Darius Slay,7817,CB,PHI,63.1,62.9,518,88.0,2020
Bashaud Breeland,8737,CB,KC,69.4,62.8,574,89.0,2020
Trevon Diggs,41817,CB,DAL,63.9,62.7,444,90.0,2020
Jamal Adams,11761,S,SEA,52.5,62.7,575,90.0,2020
Ricardo Allen,8782,S,ATL,60.1,62.4,412,92.0,2020
Bobby McCain,9578,S,MIA,63.1,62.1,582,93.0,2020
Xavier Woods,11946,S,DAL,62.5,61.9,546,94.0,2020
Chris Harris Jr.,6457,CB,LAC,57.4,61.9,347,94.0,2020
Taron Johnson,49511,CB,BUF,58.4,61.5,676,96.0,2020
A.J. Terrell,55586,CB,ATL,57.0,60.8,610,97.0,2020
Justin Reid,49048,S,HST,67.2,60.7,501,98.0,2020
Mackensie Alexander,10688,CB,CIN,67.2,60.4,417,99.0,2020
Chauncey Gardner-Johnson,49371,CB,NO,61.2,60.3,634,100.0,2020
Tarvarius Moore,49178,S,SF,56.1,60.2,344,101.0,2020
Chandon Sullivan,49349,CB,GB,62.0,60.2,564,101.0,2020
Rasul Douglas,11854,CB,CAR,60.2,60.2,544,101.0,2020
Bryce Hall,42313,CB,NYJ,62.8,59.9,348,104.0,2020
Sean Murphy-Bunting,25891,CB,TB,60.4,59.6,806,105.0,2020
Eddie Jackson,11867,S,CHI,55.8,59.5,682,106.0,2020
Casey Hayward Jr.,7064,CB,LAC,59.5,59.5,482,106.0,2020
Julian Blackmon,49434,S,IND,53.6,59.4,637,108.0,2020
Marshon Lattimore,11766,CB,NO,59.7,59.1,612,109.0,2020
Jeremy Chinn,43179,S,CAR,64.4,59.0,610,110.0,2020
Juan Thornhill,50426,S,KC,63.6,59.0,582,110.0,2020
Eric Rowe,9480,S,MIA,64.1,58.9,579,112.0,2020
Isaiah Oliver,50393,CB,ATL,53.3,58.8,575,113.0,2020
Kenny Vaccaro,7796,S,TEN,60.1,58.7,583,114.0,2020
Emmanuel Moseley,50430,CB,SF,54.6,58.3,300,115.0,2020
C.J. Henderson,55593,CB,JAX,58.3,57.9,271,116.0,2020
Jimmy Moreland,28704,CB,WAS,55.7,57.6,459,117.0,2020
Erik Harris,10346,S,LV,57.9,57.0,439,118.0,2020
Isaac Yiadom,49355,CB,NYG,52.1,56.8,394,119.0,2020
Kris Boyd,34222,CB,MIN,50.3,55.8,227,120.0,2020
Jayron Kearse,10878,S,DET,58.7,55.7,307,121.0,2020
Jason McCourty,5127,CB,NE,51.8,55.7,421,121.0,2020
Nevin Lawson,8768,CB,LV,54.7,55.6,470,123.0,2020
Juston Burris,10752,S,CAR,59.5,55.3,509,124.0,2020
Trayvon Mullen,41968,CB,LV,58.3,55.3,576,124.0,2020
Patrick Peterson,6157,CB,ARZ,53.1,55.2,695,126.0,2020
Julian Love,51081,S,NYG,54.9,55.2,481,126.0,2020
Jaylon Johnson,56259,CB,CHI,56.1,54.9,520,128.0,2020
Karl Joseph,10648,S,CLV,49.1,54.7,520,129.0,2020
Anthony Brown,10823,CB,DAL,48.3,54.6,304,130.0,2020
Tre Flowers,49059,CB,SEA,51.1,54.4,421,131.0,2020
Darryl Roberts,9680,CB,DET,55.0,54.3,315,132.0,2020
Eric Murray,10740,S,HST,50.4,53.9,539,133.0,2020
Troy Apke,49260,S,WAS,58.0,53.8,269,134.0,2020
Tre Boston,8763,S,CAR,49.9,53.8,664,134.0,2020
Lamarcus Joyner,8676,CB,LV,55.2,53.8,449,134.0,2020
Tre Herndon,50380,CB,JAX,50.7,52.6,564,137.0,2020
Buster Skrine,6289,CB,CHI,46.2,52.3,384,138.0,2020
Kevin Johnson,9449,CB,CLV,52.6,51.4,420,139.0,2020
Blessuan Austin,50434,CB,NYJ,47.4,51.1,413,140.0,2020
Nickell Robey-Coleman,8483,CB,PHI,53.3,51.1,416,140.0,2020
Tracy Walker,51266,S,DET,40.8,51.0,462,142.0,2020
Essang Bassey,45258,CB,DEN,48.4,50.8,263,143.0,2020
Nasir Adderley,33880,S,LAC,42.5,50.8,558,143.0,2020
Kevin King,11788,CB,GB,45.6,50.6,497,145.0,2020
Amani Oruwariye,50533,CB,DET,51.2,50.4,591,146.0,2020
Lamar Jackson,50532,CB,NYJ,45.8,50.4,279,146.0,2020
Jeff Gladney,50471,CB,MIN,48.5,50.1,554,148.0,2020
Rock Ya-Sin,49564,CB,IND,48.2,49.9,382,149.0,2020
Nik Needham,50356,CB,MIA,45.3,49.7,442,150.0,2020
Dre Kirkpatrick,7023,CB,ARZ,46.1,49.0,509,151.0,2020
Michael Ojemudia,50327,CB,DEN,49.9,48.7,550,152.0,2020
Daniel Sorensen,9253,S,KC,56.9,48.4,722,153.0,2020
Jourdan Lewis,11846,CB,DAL,45.8,48.1,514,154.0,2020
Andrew Sendejo,6118,S,CLV,43.2,45.5,630,155.0,2020
Josh Jones,11816,S,JAX,39.2,43.9,390,156.0,2020
Vernon Hargreaves III,10645,CB,HST,37.3,41.2,558,157.0,2020
Kendall Sheffield,34105,CB,ATL,36.9,40.3,359,158.0,2020
Avonte Maddox,50543,CB,PHI,37.1,37.8,291,159.0,2020
Johnathan Abram,34646,S,LV,30.3,36.8,548,160.0,2020
Anthony Harris,9895,S,MIN,92.7,91.1,653,1.0,2019
Justin Simmons,10732,S,DEN,91.1,90.7,642,2.0,2019
Richard Sherman,6306,CB,SF,90.5,90.3,681,3.0,2019
Harrison Smith,7641,S,MIN,91.0,88.4,681,4.0,2019
Marcus Williams,11797,S,NO,89.5,88.2,692,5.0,2019
Jamal Adams,11761,S,NYJ,87.5,87.9,616,6.0,2019
Quinton Dunbar,10073,CB,WAS,89.5,87.6,368,7.0,2019
Jimmie Ward,8665,S,SF,84.5,85.0,628,8.0,2019
Marcus Peters,9451,CB,BLT,86.6,83.9,644,9.0,2019
Casey Hayward Jr.,7064,CB,LAC,83.0,83.0,544,10.0,2019
Stephon Gilmore,7016,CB,NE,85.4,82.7,648,11.0,2019
Kareem Jackson,5545,S,DEN,79.8,82.3,517,12.0,2019
Devin McCourty,5552,S,NE,88.2,80.8,642,13.0,2019
Steven Nelson,9531,CB,PIT,80.3,80.5,585,14.0,2019
K'Waun Williams,9332,CB,SF,77.6,80.3,504,15.0,2019
Adoree' Jackson,11773,CB,TEN,82.5,79.9,553,16.0,2019
Minkah Fitzpatrick,51206,S,PIT,77.4,79.8,608,17.0,2019
Brian Poole,11052,CB,NYJ,80.0,79.0,526,18.0,2019
Kevin Byard,10698,S,TEN,73.0,78.3,867,19.0,2019
Shaquill Griffin,11845,CB,SEA,77.0,78.0,684,20.0,2019
Micah Hyde,7941,S,BUF,79.4,77.7,658,21.0,2019
D.J. Hayden,7793,CB,JAX,77.9,76.9,440,22.0,2019
Earl Thomas III,5539,S,BLT,86.1,76.9,623,22.0,2019
Justin Reid,49048,S,HST,79.6,76.7,711,24.0,2019
Tre Boston,8763,S,CAR,90.6,76.4,673,25.0,2019
Troy Hill,9881,CB,LA,72.7,76.4,328,25.0,2019
Byron Jones,9460,CB,DAL,74.8,76.1,581,27.0,2019
Adrian Amos,9575,S,GB,76.4,75.7,697,28.0,2019
Kenny Moore II,51596,CB,IND,71.2,75.5,402,29.0,2019
Tyrann Mathieu,7850,S,KC,82.0,75.4,817,30.0,2019
Tre'Davious White,11782,CB,BUF,74.7,75.0,647,31.0,2019
Marcus Maye,11794,S,NYJ,77.4,74.5,697,32.0,2019
Nickell Robey-Coleman,8483,CB,LA,74.1,74.5,525,32.0,2019
Duron Harmon,7872,S,NE,75.9,74.4,484,34.0,2019
Ha Ha Clinton-Dix,8656,S,CHI,75.5,74.2,663,35.0,2019
Jordan Poyer,8000,S,BUF,70.2,74.0,660,36.0,2019
Jarrod Wilson,10902,S,JAX,79.6,73.7,628,37.0,2019
Jonathan Jones,11217,CB,NE,70.7,73.6,480,38.0,2019
Tracy Walker,51266,S,DET,76.0,73.5,527,39.0,2019
Quandre Diggs,9633,S,SEA,77.2,73.4,464,40.0,2019
Xavier Woods,11946,S,DAL,77.6,73.0,621,41.0,2019
Darqueze Dennard,8659,CB,CIN,76.0,72.2,307,42.0,2019
Chidobe Awuzie,11815,CB,DAL,70.5,72.2,656,42.0,2019
Jaire Alexander,49350,CB,GB,76.6,71.9,696,44.0,2019
Tavon Wilson,7051,S,DET,74.0,71.9,506,44.0,2019
Tramon Williams,3558,CB,GB,78.0,71.7,549,46.0,2019
Juan Thornhill,50426,S,KC,78.0,71.5,632,47.0,2019
Maurice Canady,10843,CB,NYJ,70.6,71.5,264,47.0,2019
Jalen Ramsey,10639,CB,LA,68.7,71.5,484,47.0,2019
Budda Baker,11791,S,ARZ,64.8,71.4,699,50.0,2019
Desmond King II,11906,CB,LAC,69.6,70.9,412,51.0,2019
Tramaine Brock Sr.,5903,CB,TEN,73.9,70.6,636,52.0,2019
Julian Love,51081,S,NYG,65.2,70.5,265,53.0,2019
Carlton Davis,49335,CB,TB,72.1,70.4,657,54.0,2019
Emmanuel Moseley,50430,CB,SF,68.0,70.4,493,54.0,2019
Joe Haden,5532,CB,PIT,71.3,70.3,613,56.0,2019
Desmond Trufant,7803,CB,ATL,70.3,70.2,302,57.0,2019
Karl Joseph,10648,S,LV,64.7,69.9,355,58.0,2019
Chris Harris Jr.,6457,CB,DEN,66.8,69.9,639,58.0,2019
Denzel Ward,49558,CB,CLV,72.7,69.9,448,58.0,2019
Chuck Clark,11941,S,BLT,77.9,69.8,499,61.0,2019
Jackrabbit Jenkins,7043,CB,NO,68.6,69.6,624,62.0,2019
Malik Hooker,11770,S,IND,65.6,69.5,502,63.0,2019
Khari Willis,51304,S,IND,66.4,69.5,403,63.0,2019
Damarious Randall,9463,S,CLV,69.9,69.3,414,65.0,2019
Antoine Bethea,3152,S,NYG,62.4,69.3,657,65.0,2019
Malcolm Jenkins,4937,S,PHI,67.9,69.2,712,67.0,2019
Landon Collins,9466,S,WAS,60.6,69.2,608,67.0,2019
Marlon Humphrey,11771,CB,BLT,74.8,69.1,651,69.0,2019
Eric Weddle,3653,S,LA,70.5,69.0,620,70.0,2019
Jourdan Lewis,11846,CB,DAL,65.5,68.7,423,71.0,2019
Patrick Peterson,6157,CB,ARZ,64.3,68.6,449,72.0,2019
Levi Wallace,25445,CB,BUF,68.3,68.6,508,72.0,2019
J.C. Jackson,42781,CB,NE,70.4,68.2,493,74.0,2019
Jeff Heath,8396,S,DAL,68.9,67.9,474,75.0,2019
Prince Amukamara,6171,CB,CHI,69.6,67.5,567,76.0,2019
