position,player_name,team_name,grades_defense,snap_counts_pass_play,rank,Year,player_name,year_signed,age,average/year,sim_sal,diff
S,Kevin Byard,TEN,90.4,776,1.0,2021,Kevin Byard,2021,27,14100000,12915888.833333334,1184111.166666666
CB,Jalen Ramsey,LA,84.4,808,5.0,2021,Jalen Ramsey,2021,26,20000000,11677904.714285715,8322095.285714285
S,Micah Hyde,BUF,83.8,720,6.0,2021,Micah Hyde,2021,30,6100000,10641166.625,-4541166.625
CB,Kendall Fuller,WAS,81.5,658,8.0,2021,Kendall Fuller,2021,26,10000000,11236592.555555556,-1236592.555555556
CB,Darius Slay,PHI,81.0,615,9.0,2021,Darius Slay,2021,30,16683333,11087933.3,5595399.699999999
S,Marcus Williams,NO,80.1,672,10.0,2021,Marcus Williams,2021,24,10612000,10261757.545454545,350242.45454545505
S,Adrian Phillips,NE,80.0,538,11.0,2021,Adrian Phillips,2021,29,4250000,11033327.75,-6783327.75
CB,J.C. Jackson,NE,78.9,592,13.0,2021,J.C. Jackson,2021,25,3384000,9952286.083333334,-6568286.083333334
S,Harrison Smith,MIN,77.9,658,16.0,2021,Harrison Smith,2021,32,16000000,8889786.083333334,7110213.916666666
S,Jordan Poyer,BUF,77.7,698,17.0,2021,Jordan Poyer,2021,29,9750000,9339786.083333334,410213.91666666605
CB,Tavierre Thomas,HST,77.6,413,18.0,2021,Tavierre Thomas,2021,25,2000000,9589786.083333334,-7589786.083333334
CB,Marshon Lattimore,NO,77.3,640,19.0,2021,Marshon Lattimore,2021,25,19520600,8991175.0,10529425.0
S,Jayron Kearse,DAL,75.9,674,22.0,2021,Jayron Kearse,2021,27,1127500,9377675.0,-8250175.0
CB,Chidobe Awuzie,CIN,75.5,703,23.0,2021,Chidobe Awuzie,2021,25,7250000,9106008.333333334,-1856008.333333334
S,Devin McCourty,NE,75.5,626,23.0,2021,Devin McCourty,2021,33,11500000,9574008.333333334,1925991.666666666
CB,Adoree' Jackson,NYG,74.9,498,26.0,2021,Adoree' Jackson,2021,25,13000000,8740675.0,4259325.0
S,Jimmie Ward,SF,74.8,761,27.0,2021,Jimmie Ward,2021,29,9500000,9039286.083333334,460713.91666666605
S,Justin Simmons,DEN,74.8,663,27.0,2021,Justin Simmons,2021,27,15250000,9321230.5,5928769.5
CB,Rasul Douglas,GB,74.5,490,29.0,2021,Rasul Douglas,2021,25,990000,7976513.833333333,-6986513.833333333
S,Adrian Amos,GB,74.3,727,30.0,2021,Adrian Amos,2021,27,9000000,8507555.5,492444.5
S,Vonn Bell,CIN,72.1,851,32.0,2021,Vonn Bell,2021,26,6000000,8026305.5,-2026305.5
CB,Shaquill Griffin,JAX,72.0,508,33.0,2021,Shaquill Griffin,2021,25,13333333,8322138.833333333,5011194.166666667
S,Eric Rowe,MIA,71.2,451,37.0,2021,Eric Rowe,2021,29,5383333,7905472.166666667,-2522139.166666667
CB,Charvarius Ward,KC,71.2,591,37.0,2021,Charvarius Ward,2021,25,3384000,7613805.5,-4229805.5
CB,Avonte Maddox,PHI,71.0,533,40.0,2021,Avonte Maddox,2021,25,7500000,6488805.5,1011194.5
S,Bobby McCain,WAS,70.9,667,41.0,2021,Bobby McCain,2021,27,1475000,6579886.833333333,-5104886.833333333
CB,Xavien Howard,MIA,70.9,648,41.0,2021,Xavien Howard,2021,27,15050000,6220886.833333333,8829113.166666668
CB,Taron Johnson,BUF,70.3,665,45.0,2021,Taron Johnson,2021,25,8000000,6658386.833333333,1341613.166666667
CB,Mike Hilton,CIN,70.2,754,46.0,2021,Mike Hilton,2021,27,6000000,6047275.75,-47275.75
CB,Sidney Jones,SEA,70.2,447,46.0,2021,Sidney Jones,2021,24,1750000,6765331.333333333,-5015331.333333333
S,Kyle Dugger,NE,69.7,462,51.0,2021,Kyle Dugger,2021,25,2082976,6565831.333333333,-4482855.333333333
CB,Emmanuel Moseley,SF,69.1,498,53.0,2021,Emmanuel Moseley,2021,24,4692000,6086664.666666667,-1394664.666666667
S,John Johnson III,CLV,68.7,557,55.0,2021,John Johnson III,2021,25,11250000,6388748.0,4861252.0
CB,Jalen Mills,NE,67.5,529,59.0,2021,Jalen Mills,2021,26,6000000,5565136.916666667,434863.083333333
S,Tyrann Mathieu,KC,67.4,730,60.0,2021,Tyrann Mathieu,2021,28,14000000,6523470.25,7476529.75
CB,Robert Alford,ARZ,66.9,409,61.0,2021,Robert Alford,2021,32,990000,7460970.25,-6470970.25
S,Xavier Woods,MIN,66.4,758,63.0,2021,Xavier Woods,2021,25,1750000,7385970.25,-5635970.25
S,Chuck Clark,BLT,66.3,676,64.0,2021,Chuck Clark,2021,25,5100000,8587388.916666666,-3487388.916666666
CB,Anthony Brown,DAL,66.0,706,67.0,2021,Anthony Brown,2021,27,5166667,8556805.583333334,-3390138.583333334
CB,Marlon Humphrey,BLT,65.9,498,68.0,2021,Marlon Humphrey,2021,25,19500000,8848472.25,10651527.75
CB,Tre'Davious White,BUF,65.7,408,70.0,2021,Tre'Davious White,2021,26,17250000,9015138.916666666,8234861.083333334
CB,Nik Needham,MIA,65.2,438,72.0,2021,Nik Needham,2021,24,850000,8046597.25,-7196597.25
CB,Byron Jones,MIA,65.0,626,74.0,2021,Byron Jones,2021,28,16500000,8630763.916666666,7869236.083333334
S,Rodney McLeod,PHI,64.8,477,75.0,2021,Rodney McLeod,2021,30,4325000,8574513.916666666,-4249513.916666666
S,Budda Baker,ARZ,64.6,658,76.0,2021,Budda Baker,2021,25,14750000,8400347.25,6349652.75
S,Malcolm Jenkins,NO,64.5,679,78.0,2021,Malcolm Jenkins,2021,33,8000000,9178125.0,-1178125.0
CB,K'Waun Williams,SF,63.5,572,85.0,2021,K'Waun Williams,2021,29,2377500,8261458.333333333,-5883958.333333333
CB,Patrick Peterson,MIN,63.0,548,87.0,2021,Patrick Peterson,2021,30,8000000,7157291.666666667,842708.333333333
S,Andrew Sendejo,IND,62.9,410,88.0,2021,Andrew Sendejo,2021,33,1075000,7483958.333333333,-6408958.333333333
CB,Steven Nelson,PHI,62.9,629,88.0,2021,Steven Nelson,2021,28,3010000,6506125.0,-3496125.0
CB,James Bradberry,NYG,62.8,690,90.0,2021,James Bradberry,2021,27,14500000,6239666.666666667,8260333.333333333
CB,Chris Harris Jr.,LAC,62.4,469,92.0,2021,Chris Harris Jr.,2021,31,8500000,5156333.333333333,3343666.666666667
S,Anthony Harris,PHI,62.0,539,95.0,2021,Anthony Harris,2021,29,4000000,4864666.666666667,-864666.666666667
CB,Xavier Rhodes,IND,61.8,402,97.0,2021,Xavier Rhodes,2021,30,4770000,5499875.0,-729875.0
CB,Darious Williams,LA,61.8,749,97.0,2021,Darious Williams,2021,28,4766000,4915708.333333333,-149708.33333333302
S,Damontae Kazee,DAL,61.8,606,97.0,2021,Damontae Kazee,2021,27,1127500,4902791.666666667,-3775291.666666667
CB,Levi Wallace,BUF,61.6,686,100.0,2021,Levi Wallace,2021,25,1750000,4751958.333333333,-3001958.333333333
CB,Jourdan Lewis,DAL,61.3,595,101.0,2021,Jourdan Lewis,2021,25,4500000,4404736.083333333,95263.91666666698
CB,Ronald Darby,DEN,61.1,412,103.0,2021,Ronald Darby,2021,27,10000000,4413069.416666667,5586930.583333333
S,Dean Marlowe,DET,61.0,417,104.0,2021,Dean Marlowe,2021,28,990000,5550152.75,-4560152.75
S,Sean Chandler,CAR,60.7,322,106.0,2021,Sean Chandler,2021,24,920000,5265152.75,-4345152.75
CB,Eli Apple,CIN,60.5,845,108.0,2021,Eli Apple,2021,25,1200000,5242986.083333333,-4042986.083333333
S,Logan Ryan,NYG,60.4,602,109.0,2021,Logan Ryan,2021,30,10333333,6274027.75,4059305.25
CB,Tavon Young,BLT,60.4,404,109.0,2021,Tavon Young,2021,26,8600000,6229236.083333333,2370763.916666667
S,Jamal Adams,SEA,60.1,519,112.0,2021,Jamal Adams,2021,25,17645000,7070902.75,10574097.25
S,Erik Harris,ATL,59.7,421,113.0,2021,Erik Harris,2021,30,1350000,6331527.75,-4981527.75
CB,Cameron Sutton,PIT,59.3,689,114.0,2021,Cameron Sutton,2021,26,4500000,6342986.083333333,-1842986.083333333
CB,William Jackson III,WAS,59.3,494,114.0,2021,William Jackson III,2021,28,13500000,6315347.166666667,7184652.833333333
S,Duron Harmon,ATL,59.1,611,116.0,2021,Duron Harmon,2021,30,1212500,6944513.833333333,-5732013.833333333
S,Eddie Jackson,CHI,59.0,438,117.0,2021,Eddie Jackson,2021,28,14600000,6261152.75,8338847.25
CB,Fabian Moreau,ATL,57.7,597,125.0,2021,Fabian Moreau,2021,26,1127500,6711152.75,-5583652.75
S,Jaquiski Tartt,SF,57.5,592,127.0,2021,Jaquiski Tartt,2021,29,1127500,5940736.083333333,-4813236.083333333
CB,Tevaughn Campbell,LAC,56.9,412,129.0,2021,Tevaughn Campbell,2021,27,588333,6078236.083333333,-5489903.083333333
S,Rayshawn Jenkins,JAX,56.9,485,129.0,2021,Rayshawn Jenkins,2021,27,8750000,5974069.416666667,2775930.583333333
CB,Chandon Sullivan,GB,55.0,615,135.0,2021,Chandon Sullivan,2021,24,2133000,5265736.083333333,-3132736.083333333
S,Landon Collins,WAS,54.7,425,136.0,2021,Landon Collins,2021,27,14000000,5377194.416666667,8622805.583333332
CB,Michael Davis,LAC,54.0,523,137.0,2021,Michael Davis,2021,26,8400000,4660527.75,3739472.25
CB,Desmond King II,HST,53.0,533,141.0,2021,Desmond King II,2021,26,3000000,4645319.416666667,-1645319.416666667
CB,Terrance Mitchell,HST,52.4,430,142.0,2021,Terrance Mitchell,2021,28,3250000,4756527.75,-1506527.75
S,Kareem Jackson,DEN,52.0,533,143.0,2021,Kareem Jackson,2021,32,5000000,4832500.0,167500.0
S,Tashaun Gipson Sr.,CHI,51.5,368,144.0,2021,Tashaun Gipson Sr.,2021,30,2550000,4895000.0,-2345000.0
S,Eric Murray,HST,50.9,417,145.0,2021,Eric Murray,2021,27,6000000,4811208.333333333,1188791.666666667
CB,Brandon Facyson,LV,49.1,376,149.0,2021,Brandon Facyson,2021,26,945000,4394541.666666667,-3449541.666666667
S,Daniel Sorensen,KC,47.7,586,152.0,2021,Daniel Sorensen,2021,30,2462000,4948708.333333333,-2486708.333333333
CB,Josh Norman,SF,47.2,480,153.0,2021,Josh Norman,2021,33,1500000,5214625.0,-3714625.0
CB,Kyle Fuller,DEN,47.2,483,153.0,2021,Kyle Fuller,2021,29,9500000,4991291.666666667,4508708.333333333
CB,Mackensie Alexander,MIN,40.2,512,160.0,2021,Mackensie Alexander,2021,27,1127500,5157958.333333333,-4030458.333333333
S,Adrian Amos,GB,89.9,700,3.0,2020,Adrian Amos,2020,26,9000000,8135166.666666667,864833.333333333
CB,Xavien Howard,MIA,87.3,584,4.0,2020,Xavien Howard,2020,26,15050000,9044428.57142857,6005571.428571429
CB,Bryce Callahan,DEN,84.1,394,6.0,2020,Bryce Callahan,2020,28,6191000,8044812.5,-1853812.5
CB,Darious Williams,LA,81.0,629,8.0,2020,Darious Williams,2020,27,570000,8422166.666666666,-7852166.666666666
CB,Jonathan Jones,NE,80.7,453,9.0,2020,Jonathan Jones,2020,26,7000000,7879950.0,-879950.0
S,Kareem Jackson,DEN,80.4,672,10.0,2020,Kareem Jackson,2020,31,11000000,8981772.727272727,2018227.2727272734
CB,James Bradberry,NYG,79.8,639,11.0,2020,James Bradberry,2020,26,14500000,8649958.333333334,5850041.666666666
CB,Jason Verrett,SF,77.6,493,13.0,2020,Jason Verrett,2020,28,1047500,9524958.333333334,-8477458.333333334
S,Justin Simmons,DEN,77.4,672,14.0,2020,Justin Simmons,2020,26,11441000,9499958.333333334,1941041.666666666
CB,Xavier Rhodes,IND,77.3,617,15.0,2020,Xavier Rhodes,2020,29,3000000,10004875.0,-7004875.0
CB,Jalen Ramsey,LA,77.3,697,15.0,2020,Jalen Ramsey,2020,25,20000000,10811541.666666666,9188458.333333334
CB,Brian Poole,NYJ,77.1,308,17.0,2020,Brian Poole,2020,27,5000000,11019875.0,-6019875.0
CB,Marlon Humphrey,BLT,76.4,717,18.0,2020,Marlon Humphrey,2020,24,19500000,10190708.333333334,9309291.666666666
S,Budda Baker,ARZ,75.3,643,21.0,2020,Budda Baker,2020,24,14750000,9482375.0,5267625.0
CB,Malcolm Butler,TEN,74.5,726,22.0,2020,Malcolm Butler,2020,30,12250000,10270083.333333334,1979916.666666666
S,Harrison Smith,MIN,74.3,592,23.0,2020,Harrison Smith,2020,31,10250000,10129166.666666666,120833.33333333395
S,Jimmie Ward,SF,73.5,509,25.0,2020,Jimmie Ward,2020,28,9500000,10239583.333333334,-739583.333333334
S,Tashaun Gipson Sr.,CHI,72.0,678,28.0,2020,Tashaun Gipson Sr.,2020,29,1050000,8864583.333333334,-7814583.333333334
S,Vonn Bell,CIN,71.5,619,30.0,2020,Vonn Bell,2020,25,6000000,8956250.0,-2956250.0
CB,Bradley Roby,HST,71.5,338,30.0,2020,Bradley Roby,2020,27,10500000,7465646.916666667,3034353.083333333
S,Jordan Poyer,BUF,71.3,771,33.0,2020,Jordan Poyer,2020,28,9750000,6661480.25,3088519.75
S,Rodney McLeod,PHI,70.8,503,36.0,2020,Rodney McLeod,2020,29,4325000,5890646.916666667,-1565646.916666667
CB,Jimmy Smith,BLT,70.5,393,37.0,2020,Jimmy Smith,2020,31,3500000,5369813.583333333,-1869813.583333333
S,Micah Hyde,BUF,70.3,730,41.0,2020,Micah Hyde,2020,29,6100000,6015646.916666667,84353.08333333302
CB,Troy Hill,LA,69.9,705,43.0,2020,Troy Hill,2020,28,1612763,5990646.916666667,-4377883.916666667
S,Chuck Clark,BLT,69.8,777,44.0,2020,Chuck Clark,2020,24,5100000,5768424.666666667,-668424.666666667
CB,Ronald Darby,WAS,69.7,657,45.0,2020,Ronald Darby,2020,26,3000000,5601758.0,-2601758.0
S,Jalen Mills,PHI,68.9,596,48.0,2020,Jalen Mills,2020,25,4000000,5955924.666666667,-1955924.666666667
CB,Tre'Davious White,BUF,68.5,687,52.0,2020,Tre'Davious White,2020,25,17250000,6762174.666666667,10487825.333333332
CB,Levi Wallace,BUF,68.3,480,54.0,2020,Levi Wallace,2020,24,750000,7303841.333333333,-6553841.333333333
CB,Terrance Mitchell,CLV,68.2,796,55.0,2020,Terrance Mitchell,2020,27,3333333,7728841.333333333,-4395508.333333333
CB,Steven Nelson,PIT,68.1,605,57.0,2020,Steven Nelson,2020,27,8500000,7844444.416666667,655555.583333333
CB,Marcus Peters,BLT,67.2,673,58.0,2020,Marcus Peters,2020,27,14000000,8372861.083333333,5627138.916666667
S,Tyrann Mathieu,KC,67.0,748,60.0,2020,Tyrann Mathieu,2020,27,14000000,9297861.083333334,4702138.916666666
CB,Kendall Fuller,WAS,66.7,576,63.0,2020,Kendall Fuller,2020,25,10000000,9318694.416666666,681305.583333334
CB,Joe Haden,PIT,66.6,523,65.0,2020,Joe Haden,2020,31,11200000,8839527.75,2360472.25
S,Adrian Phillips,NE,66.2,420,67.0,2020,Adrian Phillips,2020,27,3000000,8978416.666666666,-5978416.666666666
S,Anthony Harris,MIN,66.2,620,67.0,2020,Anthony Harris,2020,28,11441000,9367305.583333334,2073694.416666666
S,Kevin Byard,TEN,65.8,735,69.0,2020,Kevin Byard,2020,26,14100000,9520083.333333334,4579916.666666666
S,Duron Harmon,DET,65.3,634,73.0,2020,Duron Harmon,2020,29,4250000,9478416.666666666,-5228416.666666666
S,Devin McCourty,NE,65.2,549,75.0,2020,Devin McCourty,2020,32,11500000,8410708.333333334,3089291.666666666
S,Jarrod Wilson,JAX,64.7,439,76.0,2020,Jarrod Wilson,2020,25,2416667,8952375.0,-6535708.0
S,Malcolm Jenkins,NO,64.4,737,80.0,2020,Malcolm Jenkins,2020,32,8000000,8290625.0,-290625.0
S,Logan Ryan,NYG,64.1,657,82.0,2020,Logan Ryan,2020,29,10333333,8557291.666666666,1776041.333333334
CB,Kyle Fuller,CHI,64.0,684,83.0,2020,Kyle Fuller,2020,27,13500000,8994152.75,4505847.25
S,Chris Banjo,ARZ,63.6,272,84.0,2020,Chris Banjo,2020,30,1187500,8069152.75,-6881652.75
CB,Byron Jones,MIA,63.6,498,84.0,2020,Byron Jones,2020,27,16500000,8256652.75,8243347.25
CB,Michael Davis,LAC,63.1,598,86.0,2020,Michael Davis,2020,25,3259000,7860819.416666667,-4601819.416666667
S,Quandre Diggs,SEA,63.1,765,86.0,2020,Quandre Diggs,2020,27,6200000,8367763.833333333,-2167763.833333333
CB,Darius Slay,PHI,62.9,518,88.0,2020,Darius Slay,2020,29,16683333,8034430.5,8648902.5
CB,Bashaud Breeland,KC,62.8,574,89.0,2020,Bashaud Breeland,2020,28,3000000,8389986.083333334,-5389986.083333334
S,Ricardo Allen,ATL,62.4,412,92.0,2020,Ricardo Allen,2020,28,6500000,7713597.166666667,-1213597.166666667
S,Bobby McCain,MIA,62.1,582,93.0,2020,Bobby McCain,2020,26,6750000,8114638.833333333,-1364638.833333333
CB,Chris Harris Jr.,LAC,61.9,347,94.0,2020,Chris Harris Jr.,2020,30,8500000,6947972.166666667,1552027.833333333
CB,Mackensie Alexander,CIN,60.4,417,99.0,2020,Mackensie Alexander,2020,26,4000000,6843055.5,-2843055.5
S,Eddie Jackson,CHI,59.5,682,106.0,2020,Eddie Jackson,2020,27,14600000,6743055.5,7856944.5
S,Eric Rowe,MIA,58.9,579,112.0,2020,Eric Rowe,2020,28,5383333,5510590.25,-127257.25
S,Kenny Vaccaro,TEN,58.7,583,114.0,2020,Kenny Vaccaro,2020,29,6000000,5593923.583333333,406076.416666667
S,Erik Harris,LV,57.0,439,118.0,2020,Erik Harris,2020,29,2500000,6219756.916666667,-3719756.916666667
S,Jayron Kearse,DET,55.7,307,121.0,2020,Jayron Kearse,2020,26,2000000,5865590.25,-3865590.25
CB,Jason McCourty,NE,55.7,421,121.0,2020,Jason McCourty,2020,32,5000000,5587812.5,-587812.5
CB,Nevin Lawson,LV,55.6,470,123.0,2020,Nevin Lawson,2020,28,1893750,5311952.666666667,-3418202.666666667
S,Juston Burris,CAR,55.3,509,124.0,2020,Juston Burris,2020,26,4000000,4261952.666666667,-261952.66666666698
CB,Patrick Peterson,ARZ,55.2,695,126.0,2020,Patrick Peterson,2020,28,14010000,4313341.583333333,9696658.416666668
S,Karl Joseph,CLV,54.7,520,129.0,2020,Karl Joseph,2020,26,2500000,4313341.583333333,-1813341.583333333
CB,Anthony Brown,DAL,54.6,304,130.0,2020,Anthony Brown,2020,26,5166667,4563341.583333333,603325.416666667
CB,Tre Flowers,SEA,54.4,421,131.0,2020,Tre Flowers,2020,26,689682,4688341.583333333,-3998659.583333333
CB,Darryl Roberts,DET,54.3,315,132.0,2020,Darryl Roberts,2020,29,2000000,4384174.916666667,-2384174.916666667
S,Eric Murray,HST,53.9,539,133.0,2020,Eric Murray,2020,26,6000000,4313862.416666667,1686137.583333333
S,Tre Boston,CAR,53.8,664,134.0,2020,Tre Boston,2020,27,6000000,4313862.416666667,1686137.583333333
CB,Buster Skrine,CHI,52.3,384,138.0,2020,Buster Skrine,2020,30,5500000,3333862.4166666665,2166137.5833333335
CB,Kevin Johnson,CLV,51.4,420,139.0,2020,Kevin Johnson,2020,27,3500000,3183029.0833333335,316970.9166666665
CB,Nickell Robey-Coleman,PHI,51.1,416,140.0,2020,Nickell Robey-Coleman,2020,28,1350000,2862890.1666666665,-1512890.1666666665
CB,Dre Kirkpatrick,ARZ,49.0,509,151.0,2020,Dre Kirkpatrick,2020,30,1050000,3063333.3333333335,-2013333.3333333335
S,Daniel Sorensen,KC,48.4,722,153.0,2020,Daniel Sorensen,2020,30,4000000,3650833.3333333335,349166.6666666665
S,Andrew Sendejo,CLV,45.5,630,155.0,2020,Andrew Sendejo,2020,32,2250000,4005000.0,-1755000.0
S,Josh Jones,JAX,43.9,390,156.0,2020,Josh Jones,2020,25,690000,3663333.3333333335,-2973333.3333333335
CB,Vernon Hargreaves III,HST,41.2,558,157.0,2020,Vernon Hargreaves III,2020,24,1325000,3580000.0,-2255000.0
S,Anthony Harris,MIN,91.1,653,1.0,2019,Anthony Harris,2019,27,3095000,7132500.0,-4037500.0
CB,Richard Sherman,SF,90.3,681,3.0,2019,Richard Sherman,2019,30,9050000,7970714.285714285,1079285.7142857146
S,Harrison Smith,MIN,88.4,681,4.0,2019,Harrison Smith,2019,30,10250000,8349375.0,1900625.0
CB,Quinton Dunbar,WAS,87.6,368,7.0,2019,Quinton Dunbar,2019,27,1900000,8477222.222222222,-6577222.222222222
S,Jimmie Ward,SF,85.0,628,8.0,2019,Jimmie Ward,2019,27,4500000,8479500.0,-3979500.0
CB,Marcus Peters,BLT,83.9,644,9.0,2019,Marcus Peters,2019,26,14000000,7976818.181818182,6023181.818181818
CB,Stephon Gilmore,NE,82.7,648,11.0,2019,Stephon Gilmore,2019,28,13000000,7562083.333333333,5437916.666666667
S,Kareem Jackson,DEN,82.3,517,12.0,2019,Kareem Jackson,2019,30,11000000,8479166.666666666,2520833.333333334
S,Devin McCourty,NE,80.8,642,13.0,2019,Devin McCourty,2019,31,9500000,8233333.333333333,1266666.666666667
CB,Steven Nelson,PIT,80.5,585,14.0,2019,Steven Nelson,2019,26,8500000,7906944.416666667,593055.583333333
CB,K'Waun Williams,SF,80.3,504,15.0,2019,K'Waun Williams,2019,27,2950000,8894444.416666666,-5944444.416666666
CB,Brian Poole,NYJ,79.0,526,18.0,2019,Brian Poole,2019,26,3000000,8696527.75,-5696527.75
S,Kevin Byard,TEN,78.3,867,19.0,2019,Kevin Byard,2019,25,14100000,7664258.0,6435742.0
S,Micah Hyde,BUF,77.7,658,21.0,2019,Micah Hyde,2019,28,6100000,7330924.666666667,-1230924.666666667
CB,D.J. Hayden,JAX,76.9,440,22.0,2019,D.J. Hayden,2019,28,6333333,7580924.666666667,-1247591.666666667
S,Earl Thomas III,BLT,76.9,623,22.0,2019,Earl Thomas III,2019,29,13750000,7224674.666666667,6525325.333333333
S,Tre Boston,CAR,76.4,673,25.0,2019,Tre Boston,2019,27,2125000,6870508.0,-4745508.0
CB,Troy Hill,LA,76.4,328,25.0,2019,Troy Hill,2019,27,1612763,6895508.0,-5282745.0
S,Adrian Amos,GB,75.7,697,28.0,2019,Adrian Amos,2019,25,9000000,6846896.916666667,2153103.083333333
S,Tyrann Mathieu,KC,75.4,817,30.0,2019,Tyrann Mathieu,2019,26,14000000,6255230.25,7744769.75
CB,Nickell Robey-Coleman,LA,74.5,525,32.0,2019,Nickell Robey-Coleman,2019,27,5225000,6263563.583333333,-1038563.583333333
S,Duron Harmon,NE,74.4,484,34.0,2019,Duron Harmon,2019,28,4250000,6110785.833333333,-1860785.833333333
S,Jordan Poyer,BUF,74.0,660,36.0,2019,Jordan Poyer,2019,27,3250000,5256619.166666667,-2006619.166666667
S,Jarrod Wilson,JAX,73.7,628,37.0,2019,Jarrod Wilson,2019,24,2416667,5496202.5,-3079535.5
CB,Jonathan Jones,NE,73.6,480,38.0,2019,Jonathan Jones,2019,25,7000000,5421805.583333333,1578194.416666667
S,Quandre Diggs,SEA,73.4,464,40.0,2019,Quandre Diggs,2019,26,6200000,4784305.583333333,1415694.416666667
CB,Darqueze Dennard,CIN,72.2,307,42.0,2019,Darqueze Dennard,2019,27,4500000,4550972.25,-50972.25
S,Tavon Wilson,DET,71.9,506,44.0,2019,Tavon Wilson,2019,28,3500000,5261388.916666667,-1761388.916666667
CB,Tramon Williams,GB,71.7,549,46.0,2019,Tramon Williams,2019,36,5000000,5911388.916666667,-911388.916666667
CB,Maurice Canady,NYJ,71.5,264,47.0,2019,Maurice Canady,2019,25,720000,5911388.916666667,-5191388.916666667
CB,Tramaine Brock Sr.,TEN,70.6,636,52.0,2019,Tramaine Brock Sr.,2019,30,1350000,6439166.666666667,-5089166.666666667
CB,Joe Haden,PIT,70.3,613,56.0,2019,Joe Haden,2019,30,11200000,7022500.0,4177500.0
CB,Desmond Trufant,ATL,70.2,302,57.0,2019,Desmond Trufant,2019,28,13750000,6943418.75,6806581.25
CB,Chris Harris Jr.,DEN,69.9,639,58.0,2019,Chris Harris Jr.,2019,29,12050000,7735918.75,4314081.25
S,Antoine Bethea,NYG,69.3,657,65.0,2019,Antoine Bethea,2019,34,3250000,7604064.583333333,-4354064.583333333
S,Malcolm Jenkins,PHI,69.2,712,67.0,2019,Malcolm Jenkins,2019,31,8750000,7937397.916666667,812602.083333333
S,Landon Collins,WAS,69.2,608,67.0,2019,Landon Collins,2019,25,14000000,8460731.25,5539268.75
S,Eric Weddle,LA,69.0,620,70.0,2019,Eric Weddle,2019,34,5251025,8401981.25,-3150956.25
CB,Patrick Peterson,ARZ,68.6,449,72.0,2019,Patrick Peterson,2019,27,14010000,7532518.666666667,6477481.333333333
S,Jeff Heath,DAL,67.9,474,75.0,2019,Jeff Heath,2019,27,1917750,6595018.666666667,-4677268.666666667
CB,Prince Amukamara,CHI,67.5,567,76.0,2019,Prince Amukamara,2019,29,9000000,6080435.333333333,2919564.666666667
S,Rodney McLeod,PHI,67.2,711,77.0,2019,Rodney McLeod,2019,28,7000000,6351268.666666667,648731.333333333
CB,Mike Hilton,PIT,67.1,438,78.0,2019,Mike Hilton,2019,24,645000,5675852.0,-5030852.0
S,Eddie Jackson,CHI,67.0,660,79.0,2019,Eddie Jackson,2019,26,766449,5342518.666666667,-4576069.666666667
S,Erik Harris,LV,66.7,558,81.0,2019,Erik Harris,2019,28,2500000,5467433.25,-2967433.25
CB,Brandon Carr,BLT,66.4,537,82.0,2019,Brandon Carr,2019,32,5875000,5133266.583333333,741733.416666667
S,Jaquiski Tartt,SF,65.1,543,89.0,2019,Jaquiski Tartt,2019,27,6500000,5348454.083333333,1151545.916666667
S,Adrian Colbert,MIA,64.9,227,90.0,2019,Adrian Colbert,2019,25,645000,4675120.75,-4030120.75
CB,Bradley Roby,HST,64.0,549,95.0,2019,Bradley Roby,2019,26,10000000,5258454.083333333,4741545.916666667
S,Bobby McCain,MIA,63.6,301,97.0,2019,Bobby McCain,2019,25,6750000,5462620.75,1287379.25
CB,Logan Ryan,TEN,63.0,867,101.0,2019,Logan Ryan,2019,28,10000000,5898750.0,4101250.0
S,Bradley McDougald,SEA,62.8,689,102.0,2019,Bradley McDougald,2019,28,4500000,6440416.666666667,-1940416.666666667
S,Andrew Adams,TB,62.7,428,103.0,2019,Andrew Adams,2019,26,920000,6409166.666666667,-5489166.666666667
CB,Kyle Fuller,CHI,62.5,668,106.0,2019,Kyle Fuller,2019,27,14000000,6492500.0,7507500.0
CB,Daryl Worley,LV,62.4,580,108.0,2019,Daryl Worley,2019,24,3095000,6772083.333333333,-3677083.333333333
S,Kenny Vaccaro,TEN,60.9,841,111.0,2019,Kenny Vaccaro,2019,28,6000000,6387361.083333333,-387361.083333333
CB,Justin Coleman,DET,60.5,628,115.0,2019,Justin Coleman,2019,25,9000000,6449861.083333333,2550138.916666667
CB,Buster Skrine,CHI,59.8,520,117.0,2019,Buster Skrine,2019,29,5500000,6158194.416666667,-658194.416666667
S,Tashaun Gipson Sr.,HST,59.5,561,118.0,2019,Tashaun Gipson Sr.,2019,28,7500000,6908194.416666667,591805.583333333
S,Daniel Sorensen,KC,59.4,554,119.0,2019,Daniel Sorensen,2019,29,4000000,7106527.75,-3106527.75
CB,Eric Rowe,MIA,58.9,604,120.0,2019,Eric Rowe,2019,27,5383333,6439861.083333333,-1056528.083333333
CB,Pierre Desir,IND,58.8,450,121.0,2019,Pierre Desir,2019,28,7500000,7185069.416666667,314930.583333333
S,Ricardo Allen,ATL,58.6,585,122.0,2019,Ricardo Allen,2019,27,6500000,7330902.75,-830902.75
CB,A.J. Bouye,JAX,58.4,562,123.0,2019,A.J. Bouye,2019,27,13500000,6872569.416666667,6627430.583333333
