team_name,Year,avg_diff_wr
NE,2014,-0.4507409128666395
NE,2015,-0.5881778567845347
NE,2016,-0.2595543895256
NE,2017,-0.07922890792771342
NE,2018,-1.953068879268525
NE,2019,0.3775988796980045
NE,2020,0.05693433284117807
NE,2021,-1.1841693185810733
NO,2012,-0.029416106841819403
NO,2013,-0.40810644544789
NO,2014,1.5891928725116546
NO,2015,1.149440798275191
NO,2017,-0.696553656768562
NO,2018,-0.13401174991117232
NO,2019,0.28560658126903166
NO,2020,2.153067981336442
NO,2021,-1.9175386643057994
NYG,2012,-2.050342070978686
NYG,2013,1.0901546501204744
NYG,2014,0.3155219543202983
NYG,2015,-0.5695720112808462
NYG,2016,1.2880852803695075
NYG,2017,0.051378830961416905
NYG,2018,0.1054377887327293
NYG,2019,-0.8529518194762126
NYG,2020,-0.49786706327052166
NYG,2021,2.3294280394771736
NYJ,2012,-0.4843126325153975
NYJ,2013,0.15607995458920715
NYJ,2014,-0.18893441657183271
NYJ,2015,-0.2629864167145623
NYJ,2016,1.7502357712569068
NYJ,2017,-1.0151769746688997
NYJ,2018,-0.1742339673802629
NYJ,2019,-0.3810069610137803
NYJ,2020,0.2743499960928309
NYJ,2021,1.144222975069534
PHI,2012,0.2587992123884536
PHI,2013,0.3087184583010825
PHI,2014,0.0455647781485644
PHI,2015,0.4346235126697738
PHI,2017,1.1044049881092617
PHI,2018,-0.1431098580347805
PHI,2019,0.4948873942338034
PHI,2020,-2.020993976389444
PHI,2021,-0.08864075546577646
PIT,2012,0.246263990127559
PIT,2013,-0.5365940528279236
PIT,2014,-0.1891186784275835
PIT,2015,-1.2962647113470047
PIT,2016,-1.0517785560497117
PIT,2017,1.5200022338778916
PIT,2018,1.5565410041910814
PIT,2021,-0.044392411829281074
SEA,2012,0.1827530707620874
SEA,2013,1.3464460081135667
SEA,2014,-1.030051638848929
SEA,2015,-1.5084082809874415
SEA,2016,0.2520367410773449
SEA,2017,0.060669912075136265
SEA,2018,-0.47087446826589496
SEA,2019,-1.03813944208139
SEA,2020,-1.2823303993010902
SEA,2021,0.27618787991977645
SF,2012,-0.715333850064128
SF,2013,0.04283365853066433
SF,2014,-0.10176660649405476
SF,2015,0.7871559603991065
SF,2016,-0.16090022703591378
SF,2017,-0.5965507658596697
SF,2018,0.5079830700158372
SF,2020,-0.7978326268528316
SF,2021,-1.0808251629584804
TB,2012,0.2332311779983524
TB,2013,0.7692466110833707
TB,2014,0.04514161449155724
TB,2015,1.2980523616769675
TB,2016,0.28722114171308477
TB,2017,1.5508017139286254
TB,2018,-0.37262107184802956
TB,2019,-0.49242903275058214
TB,2020,-1.2463818939893998
TB,2021,-0.7871419516860403
TEN,2012,0.5856846062503284
TEN,2013,-0.7451719719444213
TEN,2014,0.04698171555818095
TEN,2015,-0.01040074178883077
TEN,2016,-0.5245087627739002
TEN,2017,-0.4092065312238163
TEN,2019,0.24977847669111317
TEN,2020,0.05806438022306733
TEN,2021,1.073991250021905
WAS,2012,0.4115372782455632
WAS,2013,0.455739689221539
WAS,2014,0.3097701343440364
WAS,2015,0.7112934512557701
WAS,2016,-0.24788313433709638
WAS,2018,-0.10508165696781104
WAS,2019,1.2509430166795517
WAS,2021,-0.5009937754009938
