team_name,Year,avg_diff_lb
NO,2019,0.07111888223371432
NO,2020,1.6356900394729663
NO,2021,-0.2923879591023382
NYG,2012,-0.04765352060187074
NYG,2013,-0.4241568239806003
NYG,2014,-0.20929637948400517
NYG,2015,-0.3900479990741181
NYG,2016,-0.28001196464675115
NYG,2017,-0.6709647646302038
NYG,2018,1.6467283984775767
NYG,2019,-0.3211170631980396
NYG,2020,0.7089006994394509
NYG,2021,-1.617753637688714
NYJ,2012,1.508141884843704
NYJ,2013,1.6401782630224608
NYJ,2014,1.6433161094374478
NYJ,2015,-0.13655568023219863
NYJ,2016,-0.125864787213269
NYJ,2017,-1.0417108748235508
NYJ,2018,-0.45792468474532483
NYJ,2019,-1.7813115136887938
NYJ,2020,-1.0064258091241494
NYJ,2021,1.3315302988581135
PHI,2012,-0.1425320882910554
PHI,2013,1.1740272874195408
PHI,2014,1.0831784633079522
PHI,2015,0.4813607639475388
PHI,2016,0.41499783578581123
PHI,2017,-0.14553227901789634
PHI,2018,0.3645153683747369
PHI,2019,0.5632750409659918
PHI,2020,-1.3909720244377206
PHI,2021,-1.7562336465685273
PIT,2012,0.005360984089041273
PIT,2013,0.7579625252806158
PIT,2014,1.939237572531503
PIT,2015,1.320562646544309
PIT,2016,-0.5673460846290364
PIT,2017,-1.0996521913924648
PIT,2018,-0.6972174866784601
PIT,2019,-0.11775001025275539
PIT,2020,-0.009097517190298365
PIT,2021,0.7038989622071798
SEA,2012,-0.3801783654754959
SEA,2015,1.1954160234665987
SEA,2016,0.44498467550782306
SEA,2017,0.34323908733762937
SEA,2018,-0.27451460389852256
SEA,2019,1.7722426687680752
SEA,2020,0.7175438780347022
SEA,2021,3.5851845465527217
SF,2012,-0.1520361362371576
SF,2013,0.2122363782353139
SF,2014,0.631751247668787
SF,2015,0.37049156958808177
SF,2016,-0.6186428200821171
SF,2017,-0.5358709822560245
SF,2018,-0.5838713035247229
SF,2019,2.7716577147535224
SF,2021,3.7654075635724564
TB,2012,0.7517630136526618
TB,2014,-1.3352592614136365
TB,2015,0.36711309978914275
TB,2016,1.1490580762466567
TB,2017,0.22104668701917346
TB,2018,-0.8198167245393524
TB,2019,-0.5849209617592313
TB,2020,-1.449476581335442
TB,2021,0.2787228414315775
TEN,2012,-0.16813403988473336
TEN,2013,-1.1008694979143396
TEN,2014,0.2734741365680118
TEN,2015,-0.8344980177405514
TEN,2016,-0.27943425892181395
TEN,2017,0.03046512058931455
TEN,2018,-0.47220591942099643
TEN,2019,-0.9830020166137607
TEN,2021,3.089866161214459
WAS,2012,0.5708559289758315
WAS,2013,-0.28155442541842673
WAS,2014,0.48108497682656964
WAS,2015,-0.6433610242263533
WAS,2016,-1.0070715325482382
WAS,2017,-0.6667672693424855
WAS,2018,-0.6744316264112129
WAS,2019,-1.691723702555737
WAS,2020,-0.884968930761333
WAS,2021,-0.8146987322495843
