team_name,Year,avg_diff_te
NYG,2019,1.1833362306612787
NYG,2021,0.4662990458998549
NYJ,2012,-0.9617773251756678
NYJ,2013,-1.5572870734513973
NYJ,2014,0.25675574484435915
NYJ,2015,-0.3070031822368801
NYJ,2016,-0.1763483278961288
NYJ,2018,-1.750922319745399
NYJ,2019,0.5222381170514552
NYJ,2020,-0.16139209794530637
NYJ,2021,-0.47504426933098254
PHI,2012,0.7558783269933343
PHI,2013,0.4170100741159272
PHI,2014,0.06924899541821551
PHI,2016,1.005765472936838
PHI,2017,0.42892087150220803
PHI,2018,1.4005675942410465
PHI,2019,1.221358604096495
PHI,2020,2.210776582966723
PHI,2021,-0.0292311525707036
PIT,2012,0.004508322162342121
PIT,2013,0.5775871679162169
PIT,2014,-0.6294026205031721
PIT,2015,0.025175774804816607
PIT,2016,-1.3820373959974324
PIT,2017,0.2718110221575281
PIT,2018,1.1653418441369876
PIT,2020,1.0639082696641904
SEA,2012,0.24003919447268218
SEA,2013,-1.3538722692637595
SEA,2014,-1.3914257715753233
SEA,2015,2.6569200140744176
SEA,2016,0.4805693767782492
SEA,2017,0.5590092547315282
SEA,2018,0.07420410181176308
SEA,2019,-0.6121905986103718
SEA,2020,0.7936007418288371
SEA,2021,0.283616904446726
SF,2012,1.0367732824408016
SF,2013,2.024925864756056
SF,2014,2.1958464839945924
SF,2015,-0.9462602962569926
SF,2016,1.0243206193107501
SF,2017,-0.42520545168404295
SF,2018,-0.06114513590909149
SF,2020,1.0634388352380033
SF,2021,0.9228088083748038
TB,2012,-0.5226359010468906
TB,2013,-0.2303966584428052
TB,2014,-0.4465900588659736
TB,2015,-0.4360933464328813
TB,2017,-1.3286410098981773
TB,2020,-0.04200325517979265
TB,2021,-1.451472257042251
TEN,2012,0.43576077252948053
TEN,2013,0.1438181243571933
TEN,2014,-0.37024433632180637
TEN,2015,-0.8393371429926448
TEN,2016,0.03742631403232249
TEN,2017,-0.1667966728196457
TEN,2018,-2.0069182860862784
TEN,2019,-1.1152510566590301
TEN,2020,-0.6907405552673018
TEN,2021,-0.8816266504827074
WAS,2012,1.2631634758155807
WAS,2013,-0.6531344780525017
WAS,2014,-0.5874158490072648
WAS,2015,-0.9969835771198324
WAS,2016,-0.08740309238057918
WAS,2017,-0.16650614171374162
WAS,2018,0.4888572000290219
WAS,2020,-0.5900887977707536
WAS,2021,-1.484527162722742
