player,player_id,position,team_name,grades_defense,snap_counts_run,rank,Year,index,player_name,year_signed,age,contract_length,value,average/year
Pat Sims,4391,DI,LV,71.0,322,55.0,2013,2765,Pat Sims,2013,27,1,"$1,750,000",1750000
Jarret Johnson,1421,ED,LAC,70.9,230,56.0,2013,2953,Jarret Johnson,2013,31,4,"$19,000,000",4750000
Osi Umenyiora,1371,ED,ATL,70.8,261,57.0,2013,2761,Osi Umenyiora,2013,31,2,"$8,500,000",4250000
Brian Robison,3718,ED,MIN,70.6,317,59.0,2013,3153,Brian Robison,2013,29,3,"$13,500,000",4500000
Haloti Ngata,2957,DI,BLT,70.5,316,60.0,2013,3193,Haloti Ngata,2013,29,4,"$48,524,000",12131000
Tyson Jackson,4926,DI,KC,70.3,244,61.0,2013,3110,Tyson Jackson,2013,26,2,"$21,970,000",10985000
Derrick Morgan,5541,ED,TEN,70.3,312,61.0,2013,3379,Derrick Morgan,2013,27,5,"$15,395,010",3079002
Arthur Jones,5680,DI,BLT,69.6,268,64.0,2013,2572,Arthur Jones,2013,26,1,"$2,023,000",2023000
Connor Barwin,4969,ED,PHI,68.3,435,66.0,2013,2607,Connor Barwin,2013,26,6,"$36,000,000",6000000
Paul Soliai,3724,DI,MIA,68.3,284,66.0,2013,3059,Paul Soliai,2013,29,2,"$12,000,000",6000000
Sammie Lee Hill,5038,DI,TEN,68.1,211,68.0,2013,2795,Sammie Lee Hill,2013,26,3,"$11,400,000",3800000
George Selvie,5749,ED,DAL,67.9,267,69.0,2013,2647,George Selvie,2013,26,2,"$1,360,000",680000
Red Bryant,4435,ED,SEA,67.7,294,71.0,2013,3067,Red Bryant,2013,28,5,"$35,100,000",7020000
Cory Redding,1381,DI,IND,67.5,301,72.0,2013,2899,Cory Redding,2013,32,3,"$10,500,000",3500000
Ropati Pitoitua,4707,ED,TEN,67.4,313,74.0,2013,2791,Ropati Pitoitua,2013,27,1,"$1,000,000",1000000
Erik Walden,4481,ED,IND,67.3,432,77.0,2013,2635,Erik Walden,2013,27,4,"$16,000,000",4000000
Clinton McDonald,5173,DI,SEA,67.1,226,78.0,2013,2604,Clinton McDonald,2013,26,1,"$1,323,000",1323000
Willie Young,5736,ED,DET,67.0,262,79.0,2013,2832,Willie Young,2013,27,1,"$1,500,000",1500000
Clay Matthews,4949,ED,GB,66.7,221,81.0,2013,2602,Clay Matthews,2013,26,5,"$66,000,000",13200000
Kevin Williams,1325,DI,MIN,66.5,236,82.0,2013,2710,Kevin Williams,2013,32,1,"$5,000,000",5000000
Ahtyba Rubin,4504,DI,CLV,66.4,287,83.0,2013,3124,Ahtyba Rubin,2013,26,4,"$26,500,000",6625000
Ahmad Brooks,2945,ED,SF,66.2,449,85.0,2013,2840,Ahmad Brooks,2013,28,6,"$40,400,000",6733333
Alan Branch,3649,DI,BUF,66.1,329,87.0,2013,2559,Alan Branch,2013,28,1,"$3,775,000",3775000
Paul Kruger,4980,ED,CLV,66.0,328,88.0,2013,2767,Paul Kruger,2013,27,5,"$40,500,000",8100000
Jared Allen,1847,ED,MIN,65.8,362,89.0,2013,3662,Jared Allen,2013,30,6,"$73,260,069",12210012
Chris Long,4316,ED,LA,65.6,316,90.0,2013,2890,Chris Long,2013,28,4,"$48,200,000",12050000
Julius Peppers,1010,ED,CHI,65.6,372,90.0,2013,3419,Julius Peppers,2013,33,6,"$84,000,000",14000000
Antonio Johnson,3768,DI,TEN,64.4,198,95.0,2013,2569,Antonio Johnson,2013,28,1,"$800,000",800000
Chris Canty,2349,DI,BLT,64.4,227,95.0,2013,2600,Chris Canty,2013,30,3,"$8,000,000",2666667
Sen'Derrick Marks,4985,DI,JAX,64.3,376,97.0,2013,2798,Sen'Derrick Marks,2013,26,1,"$1,500,000",1500000
Antonio Smith,1856,DI,HST,63.9,293,100.0,2013,3508,Antonio Smith,2013,31,5,"$35,500,000",7100000
Jonathan Babineaux,2276,DI,ATL,63.7,370,101.0,2013,3553,Jonathan Babineaux,2013,31,5,"$25,000,000",5000000
Matt Shaughnessy,4994,ED,ARZ,63.5,304,103.0,2013,2740,Matt Shaughnessy,2013,26,1,"$1,000,000",1000000
Justin Smith,776,DI,SF,62.9,351,106.0,2013,3669,Justin Smith,2013,33,6,"$45,000,000",7500000
Mike Patterson,2248,DI,NYG,62.7,210,107.0,2013,2747,Mike Patterson,2013,29,1,"$880,000",880000
Cullen Jenkins,1637,DI,NYG,62.0,229,111.0,2013,2611,Cullen Jenkins,2013,32,3,"$8,000,000",2666667
Jason Babin,1748,ED,JAX,61.8,266,113.0,2013,3203,Jason Babin,2013,32,5,"$28,900,000",5780000
Barry Cofield,3069,DI,WAS,61.8,280,113.0,2013,3141,Barry Cofield,2013,29,6,"$36,000,000",6000000
Ryan Pickett,799,DI,GB,61.6,304,115.0,2013,3474,Ryan Pickett,2013,33,4,"$24,750,000",6187500
Jonathan Massaquoi,7156,ED,ATL,61.0,181,117.0,2013,2982,Jonathan Massaquoi,2013,25,4,"$2,268,860",567215
Kendall Langford,4380,DI,LA,60.9,328,118.0,2013,2997,Kendall Langford,2013,27,4,"$22,000,000",5500000
Ray McDonald,3713,DI,SF,60.6,302,119.0,2013,3276,Ray McDonald,2013,28,5,"$20,100,000",4020000
Ricky Jean Francois,5168,DI,IND,60.4,212,120.0,2013,2781,Ricky Jean Francois,2013,26,4,"$22,000,000",5500000
Vance Walker,5134,DI,LV,60.3,292,121.0,2013,2822,Vance Walker,2013,25,1,"$2,000,000",2000000
Brooks Reed,6194,ED,HST,59.7,430,124.0,2013,3154,Brooks Reed,2013,26,4,"$4,701,764",1175441
Mitch Unrein,6031,DI,DEN,59.7,188,124.0,2013,2748,Mitch Unrein,2013,25,1,"$555,000",555000
Eugene Sims,5712,ED,LA,58.4,147,128.0,2013,3384,Eugene Sims,2013,27,4,"$1,893,865",473466
Joe Vellano,8264,DI,NE,57.1,331,132.0,2013,2682,Joe Vellano,2013,24,3,"$1,485,000",495000
Aubrayo Franklin,1455,DI,IND,56.9,231,133.0,2013,2574,Aubrayo Franklin,2013,32,1,"$1,105,000",1105000
Darnell Dockett,1785,DI,ARZ,56.8,287,135.0,2013,3371,Darnell Dockett,2013,32,4,"$35,300,000",8825000
Kedric Golston,3141,DI,WAS,55.4,251,138.0,2013,2702,Kedric Golston,2013,29,3,"$3,300,000",1100000
Roy Miller,5004,DI,JAX,54.8,302,140.0,2013,2792,Roy Miller,2013,25,2,"$4,400,000",2200000
Isaac Sopoaga,1825,DI,NE,54.5,177,141.0,2013,2652,Isaac Sopoaga,2013,31,3,"$11,000,000",3666667
Colin Cole,1589,DI,CAR,53.1,155,144.0,2013,2606,Colin Cole,2013,32,1,"$840,000",840000
Peria Jerry,4947,DI,ATL,51.2,325,146.0,2013,3588,Peria Jerry,2013,28,5,"$8,460,000",1692000
Chris Baker,5188,DI,WAS,49.4,212,149.0,2013,2599,Chris Baker,2013,25,1,"$1,323,000",1323000
Jason Hunter,3360,ED,LV,48.1,237,151.0,2013,2666,Jason Hunter,2013,29,1,"$1,000,000",1000000
Mathias Kiwanuka,2977,ED,NYG,47.9,326,152.0,2013,3033,Mathias Kiwanuka,2013,30,3,"$17,750,000",5916667
Landon Cohen,4530,DI,CHI,45.1,206,155.0,2013,2721,Landon Cohen,2013,26,1,"$630,000",630000
Nick Hayden,4495,DI,DAL,44.9,296,156.0,2013,2754,Nick Hayden,2013,26,2,"$1,360,000",680000
Daniel Te'o-Nesheim,5610,ED,TB,42.0,271,159.0,2013,2618,Daniel Te'o-Nesheim,2013,25,1,"$1,323,000",1323000
Cameron Wake,4907,ED,MIA,90.9,318,4.0,2012,2884,Cameron Wake,2012,30,5,"$33,200,000",6640000
Anthony Spencer,3642,ED,DAL,80.6,359,12.0,2012,2848,Anthony Spencer,2012,27,1,"$8,856,000",8856000
Fred Evans,3157,DI,MIN,80.1,171,13.0,2012,2933,Fred Evans,2012,28,2,"$3,000,000",1500000
John Abraham,591,ED,ATL,79.1,291,15.0,2012,2975,John Abraham,2012,33,3,"$17,718,000",5906000
Chris Clemons,1585,ED,SEA,78.9,310,17.0,2012,2889,Chris Clemons,2012,30,3,"$22,000,000",7333333
Kyle Williams,3079,DI,BUF,78.7,319,18.0,2012,3235,Kyle Williams,2012,28,4,"$29,150,000",7287500
Ahmad Brooks,2945,ED,SF,78.5,438,19.0,2012,2840,Ahmad Brooks,2012,27,6,"$40,400,000",6733333
Charles Johnson,3699,ED,CAR,77.8,301,20.0,2012,3157,Charles Johnson,2012,26,6,"$76,000,000",12666667
Rob Ninkovich,3080,ED,NE,77.3,389,22.0,2012,3071,Rob Ninkovich,2012,27,2,"$5,400,000",2700000
Brian Robison,3718,ED,MIN,76.9,311,23.0,2012,3153,Brian Robison,2012,28,3,"$13,500,000",4500000
Derrick Morgan,5541,ED,TEN,76.9,376,23.0,2012,3379,Derrick Morgan,2012,26,5,"$15,395,010",3079002
Israel Idonije,1632,ED,CHI,76.6,237,25.0,2012,2947,Israel Idonije,2012,31,1,"$2,500,000",2500000
Rob Jackson,4556,ED,WAS,76.1,299,26.0,2012,3471,Rob Jackson,2012,27,3,"$1,610,000",536667
Calais Campbell,4364,DI,ARZ,76.0,330,28.0,2012,2882,Calais Campbell,2012,25,5,"$55,000,000",11000000
Michael Bennett,5273,ED,TB,75.7,316,29.0,2012,3036,Michael Bennett,2012,26,1,"$2,742,000",2742000
Mario Williams,2946,ED,BUF,74.9,388,33.0,2012,3026,Mario Williams,2012,27,6,"$96,000,000",16000000
Julius Peppers,1010,ED,CHI,74.5,264,35.0,2012,3419,Julius Peppers,2012,32,6,"$84,000,000",14000000
Desmond Bryant,5204,DI,LV,74.2,263,36.0,2012,2922,Desmond Bryant,2012,26,1,"$1,927,000",1927000
Trent Cole,2363,ED,PHI,74.1,301,37.0,2012,3104,Trent Cole,2012,29,4,"$48,525,000",12131250
Justin Bannan,1134,DI,DEN,74.0,302,38.0,2012,2987,Justin Bannan,2012,32,1,"$1,000,000",1000000
C.J. Mosley,2408,DI,JAX,73.4,321,40.0,2012,2881,C.J. Mosley,2012,28,3,"$7,425,000",2475000
Antonio Smith,1856,DI,HST,73.2,280,42.0,2012,3508,Antonio Smith,2012,30,5,"$35,500,000",7100000
Jason Babin,1748,ED,JAX,72.6,243,44.0,2012,3203,Jason Babin,2012,31,5,"$28,900,000",5780000
Jeremy Mincey,3136,ED,JAX,71.5,404,49.0,2012,2966,Jeremy Mincey,2012,28,4,"$20,000,000",5000000
Brooks Reed,6194,ED,HST,71.2,234,50.0,2012,3154,Brooks Reed,2012,25,4,"$4,701,764",1175441
DeMarcus Ware,2228,ED,DAL,71.1,352,51.0,2012,3528,DeMarcus Ware,2012,30,6,"$78,000,000",13000000
Jason Hatcher,3037,DI,DAL,70.7,301,53.0,2012,3204,Jason Hatcher,2012,30,3,"$6,000,000",2000000
Jared Allen,1847,ED,MIN,70.3,386,55.0,2012,3662,Jared Allen,2012,29,6,"$73,260,069",12210012
Dwight Freeney,1019,ED,IND,70.3,255,55.0,2012,3752,Dwight Freeney,2012,32,6,"$72,000,000",12000000
Bryan Thomas,1029,ED,NYJ,70.1,216,57.0,2012,2879,Bryan Thomas,2012,32,1,"$990,000",990000
Tamba Hali,2965,ED,KC,69.9,433,58.0,2012,3306,Tamba Hali,2012,28,5,"$57,500,000",11500000
Brodrick Bunkley,2959,DI,NO,69.4,210,59.0,2012,2875,Brodrick Bunkley,2012,28,5,"$25,000,000",5000000
Justin Tuck,2291,ED,NYG,69.3,241,60.0,2012,3560,Justin Tuck,2012,27,5,"$31,000,000",6200000
Osi Umenyiora,1371,ED,NYG,68.9,208,62.0,2012,3054,Osi Umenyiora,2012,30,1,"$6,000,000",6000000
James Harrison,1251,ED,PIT,68.7,312,64.0,2012,3545,James Harrison,2012,33,6,"$51,750,000",8625000
Vance Walker,5134,DI,ATL,68.5,258,66.0,2012,3111,Vance Walker,2012,24,1,"$1,260,000",1260000
Kevin Williams,1325,DI,MIN,68.5,292,66.0,2012,3675,Kevin Williams,2012,31,8,"$45,774,000",5721750
Haloti Ngata,2957,DI,BLT,67.7,439,70.0,2012,3193,Haloti Ngata,2012,28,4,"$48,524,000",12131000
Quentin Groves,4366,ED,ARZ,67.4,242,71.0,2012,3064,Quentin Groves,2012,27,1,"$700,000",700000
Ahtyba Rubin,4504,DI,CLV,67.4,243,71.0,2012,3124,Ahtyba Rubin,2012,25,4,"$26,500,000",6625000
Ryan Pickett,799,DI,GB,67.3,373,73.0,2012,3474,Ryan Pickett,2012,32,4,"$24,750,000",6187500
Elvis Dumervil,3071,ED,DEN,67.0,384,75.0,2012,3383,Elvis Dumervil,2012,27,6,"$61,500,000",10250000
Tom Johnson,3378,DI,NO,66.8,188,77.0,2012,3313,Tom Johnson,2012,27,3,"$1,395,000",465000
Kyle Love,5806,DI,NE,66.6,273,78.0,2012,3005,Kyle Love,2012,25,1,"$3,090,000",3090000
Sammie Lee Hill,5038,DI,DET,66.5,171,79.0,2012,3079,Sammie Lee Hill,2012,25,1,"$1,260,000",1260000
Vince Wilfork,1742,DI,NE,66.3,380,80.0,2012,3498,Vince Wilfork,2012,30,5,"$40,000,000",8000000
Arthur Jones,5680,DI,BLT,66.2,356,81.0,2012,3343,Arthur Jones,2012,26,3,"$1,348,580",449527
Kevin Vickerson,2433,DI,DEN,66.1,256,82.0,2012,3230,Kevin Vickerson,2012,29,2,"$4,750,000",2375000
Kamerion Wimbley,2958,ED,TEN,65.3,356,84.0,2012,2992,Kamerion Wimbley,2012,28,5,"$35,000,000",7000000
Rocky Bernard,1139,DI,NYG,65.2,217,85.0,2012,3073,Rocky Bernard,2012,33,1,"$925,000",925000
Justin Smith,776,DI,SF,65.2,355,85.0,2012,3669,Justin Smith,2012,32,6,"$45,000,000",7500000
Paul Soliai,3724,DI,MIA,65.1,314,87.0,2012,3059,Paul Soliai,2012,28,2,"$12,000,000",6000000
Ray McDonald,3713,DI,SF,64.9,404,91.0,2012,3276,Ray McDonald,2012,27,5,"$20,100,000",4020000
Kroy Biermann,4468,ED,ATL,64.9,255,91.0,2012,3004,Kroy Biermann,2012,26,3,"$9,150,000",3050000
Brandon Mebane,3701,DI,SEA,64.5,323,94.0,2012,3148,Brandon Mebane,2012,27,5,"$25,000,000",5000000
Jarret Johnson,1421,ED,LAC,64.0,247,95.0,2012,2953,Jarret Johnson,2012,30,4,"$19,000,000",4750000
Gary Gibson,4232,DI,TB,63.8,134,96.0,2012,2935,Gary Gibson,2012,29,2,"$2,000,000",1000000
Daniel Te'o-Nesheim,5610,ED,TB,63.6,274,97.0,2012,2906,Daniel Te'o-Nesheim,2012,24,1,"$415,000",415000
Chris Long,4316,ED,LA,63.1,307,99.0,2012,2890,Chris Long,2012,27,4,"$48,200,000",12050000
Alan Branch,3649,DI,SEA,63.0,282,100.0,2012,3126,Alan Branch,2012,27,2,"$7,000,000",3500000
Calvin Pace,1334,ED,NYJ,62.9,470,101.0,2012,3637,Calvin Pace,2012,31,6,"$42,000,000",7000000
Shaun Phillips,1819,ED,LAC,62.9,321,101.0,2012,3801,Shaun Phillips,2012,30,6,"$31,600,000",5266667
Barry Cofield,3069,DI,WAS,62.3,267,105.0,2012,3141,Barry Cofield,2012,28,6,"$36,000,000",6000000
Jonathan Babineaux,2276,DI,ATL,61.9,364,107.0,2012,3553,Jonathan Babineaux,2012,30,5,"$25,000,000",5000000
Cliff Avril,4406,ED,DET,61.4,272,110.0,2012,2893,Cliff Avril,2012,25,1,"$10,605,000",10605000
Randy Starks,1792,DI,MIA,60.4,310,113.0,2012,3697,Randy Starks,2012,28,5,"$20,050,000",4010000
Frostee Rucker,3036,ED,CLV,60.4,294,113.0,2012,2934,Frostee Rucker,2012,28,5,"$20,500,000",4100000
Robert Mathis,1447,ED,IND,59.5,280,118.0,2012,3072,Robert Mathis,2012,31,4,"$36,000,000",9000000
Cullen Jenkins,1637,DI,PHI,59.1,237,123.0,2012,3165,Cullen Jenkins,2012,31,5,"$30,375,000",6075000
Derek Landri,3782,DI,PHI,59.1,251,123.0,2012,2919,Derek Landri,2012,28,1,"$1,100,000",1100000
Garrett McIntyre,3598,ED,NYJ,58.4,206,126.0,2012,3190,Garrett McIntyre,2012,27,3,"$1,410,000",470000
Marcus Spears,2237,DI,DAL,57.6,202,129.0,2012,3248,Marcus Spears,2012,29,5,"$15,250,000",3050000
Clinton McDonald,5173,DI,SEA,57.6,134,129.0,2012,2895,Clinton McDonald,2012,24,1,"$540,000",540000
Dwan Edwards,1772,DI,CAR,57.5,283,133.0,2012,3380,Dwan Edwards,2012,30,4,"$18,000,000",4500000
Tommy Kelly,2093,DI,LV,56.8,336,136.0,2012,3713,Tommy Kelly,2012,31,7,"$50,125,000",7160714
Peria Jerry,4947,DI,ATL,56.2,233,137.0,2012,3588,Peria Jerry,2012,27,5,"$8,460,000",1692000
Will Smith,1739,ED,NO,56.0,387,138.0,2012,3718,Will Smith,2012,30,6,"$61,400,000",10233333
John Hughes,7088,DI,CLV,55.6,223,139.0,2012,2978,John Hughes,2012,24,4,"$2,644,140",661035
Brett Keisel,1204,DI,PIT,55.4,336,141.0,2012,3513,Brett Keisel,2012,33,4,"$15,600,000",3900000
Jermelle Cudjo,5814,DI,LA,55.0,172,142.0,2012,2968,Jermelle Cudjo,2012,25,1,"$540,000",540000
Casey Hampton,789,DI,PIT,55.0,260,142.0,2012,3357,Casey Hampton,2012,34,3,"$21,300,000",7100000
Kyle Moore,5040,ED,BUF,54.6,177,144.0,2012,3234,Kyle Moore,2012,25,2,"$1,065,000",532500
Ropati Pitoitua,4707,DI,KC,53.6,268,146.0,2012,3076,Ropati Pitoitua,2012,26,1,"$1,150,000",1150000
Stephen Bowen,3242,DI,WAS,53.6,265,146.0,2012,3299,Stephen Bowen,2012,28,5,"$27,500,000",5500000
Erik Walden,4481,ED,GB,53.1,320,150.0,2012,2927,Erik Walden,2012,26,1,"$725,000",725000
Red Bryant,4435,ED,SEA,52.9,322,152.0,2012,3067,Red Bryant,2012,27,5,"$35,100,000",7020000
Ron Edwards,838,DI,CAR,52.4,163,153.0,2012,3285,Ron Edwards,2012,33,3,"$8,250,000",2750000
Tyson Jackson,4926,DI,KC,51.9,306,154.0,2012,3110,Tyson Jackson,2012,25,2,"$21,970,000",10985000
Kendall Langford,4380,DI,LA,51.6,316,155.0,2012,2997,Kendall Langford,2012,26,4,"$22,000,000",5500000
Letroy Guion,4466,DI,MIN,49.5,239,156.0,2012,3015,Letroy Guion,2012,24,3,"$9,000,000",3000000
Antonio Johnson,3768,DI,IND,47.4,233,157.0,2012,3134,Antonio Johnson,2012,27,2,"$4,000,000",2000000
Isaac Sopoaga,1825,DI,SF,44.9,230,158.0,2012,3657,Isaac Sopoaga,2012,30,5,"$20,000,000",4000000
Darnell Dockett,1785,DI,ARZ,42.9,358,159.0,2012,3371,Darnell Dockett,2012,31,4,"$35,300,000",8825000
Kyle Vanden Bosch,804,ED,DET,41.8,256,160.0,2012,3432,Kyle Vanden Bosch,2012,33,4,"$26,000,000",6500000
