player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Adam Jones,2223,CB,CIN,16,0,1,7,54.0,0,1,2,0.3,0.0,0,8,25.0,0,674,2,1,0,54.0,0,1,2,0.6,0.0,0,25.0,0,336,2,1
DeMarcus Ware,2228,ED,DEN,10,0,2,10,68.4,3,18,192,95.5,15.6,30,4,8.1,5,220,210,26,0,71.3,2,12,113,97.6,20.4,23,10.6,5,127,124,19
Thomas Davis Sr.,2231,LB,CAR,16,1,0,5,89.9,2,15,99,15.0,20.2,20,2,11.6,3,681,102,20,0,90.5,0,2,36,12.2,16.7,6,8.3,2,295,36,4
Derrick Johnson,2232,LB,KC,13,0,0,16,50.5,1,2,36,7.1,0.0,0,0,6.9,1,524,37,4,0,54.9,1,1,23,11.5,0.0,0,8.7,1,208,24,3
Jonathan Babineaux,2276,DI,ATL,19,1,0,2,53.9,3,17,328,96.1,7.6,25,1,3.4,1,361,347,21,0,57.7,1,11,140,100.0,11.4,16,5.0,1,148,148,13
Trent Cole,2363,ED,IND,7,1,0,14,61.3,4,11,136,97.3,13.2,18,0,7.0,2,147,143,17,0,68.2,3,8,64,97.1,21.9,14,11.7,2,69,67,13
Lorenzo Alexander,2476,ED,BUF,16,5,0,4,77.5,13,23,361,82.0,14.1,51,4,8.9,14,466,382,50,2,85.1,8,10,161,91.5,19.9,32,12.4,11,188,172,29
Ahmad Brooks,2945,ED,SF,16,2,3,28,56.1,3,32,364,78.7,9.6,35,8,5.9,4,493,388,39,1,59.6,3,14,149,84.1,13.4,20,8.4,4,189,159,21
Mario Williams,2946,ED,MIA,14,1,0,17,55.4,3,17,236,95.9,7.6,18,0,5.1,2,266,255,22,0,62.5,0,9,84,94.9,11.9,10,7.7,2,98,93,11
Donte Whitner,2953,S,WAS,11,0,0,32,50.1,0,2,8,2.5,12.5,1,1,12.5,0,356,9,2,0,50.8,0,2,5,4.1,20.0,1,20.0,0,145,6,2
Haloti Ngata,2957,DI,DET,14,3,0,11,52.8,3,12,338,97.1,4.7,16,2,2.8,2,373,362,17,2,57.3,1,9,157,98.3,7.0,11,4.5,2,174,171,12
Chad Greenway,2962,LB,MIN,15,0,0,18,56.4,0,1,17,10.2,11.8,2,0,2.9,0,176,18,1,0,56.2,0,1,8,12.5,12.5,1,6.3,0,64,8,1
Tamba Hali,2965,ED,KC,17,0,2,16,72.7,5,36,368,93.1,16.6,61,3,6.7,4,419,390,45,0,73.0,4,21,180,97.5,18.9,34,8.6,3,200,195,28
Johnathan Joseph,2969,CB,HST,15,0,0,13,59.1,0,0,1,0.2,0.0,0,5,0.0,0,480,1,0,0,,0,0,0,0.0,,0,,0,203,0,0
D'Qwell Jackson,2979,LB,IND,12,1,1,14,46.9,1,1,54,13.2,1.9,1,2,3.7,1,433,57,3,0,48.8,1,1,28,17.3,3.6,1,7.1,1,168,29,3
Roman Harper,2988,S,NO,11,0,0,20,43.6,1,4,23,13.9,8.7,2,3,10.9,0,202,28,5,0,39.1,0,4,10,18.3,20.0,2,20.0,0,71,13,4
Darryl Tapp,3008,ED,NO,15,0,0,20,67.1,9,10,143,98.7,15.4,22,0,7.3,1,156,154,20,0,71.3,6,4,43,100.0,25.6,11,14.0,1,45,45,11
Frostee Rucker,3036,DI,ARZ,13,1,0,1,57.3,1,5,156,99.4,5.8,9,0,1.9,0,168,167,6,0,55.2,0,2,44,100.0,6.8,3,2.3,0,51,51,2
Will Blackmon,3060,S,WAS,14,0,0,32,58.9,0,2,9,2.5,22.2,2,0,22.2,1,366,9,3,0,56.8,0,0,1,0.6,0.0,0,0.0,0,167,1,0
Stephen Tulloch,3061,LB,PHI,8,0,0,24,57.8,0,0,2,5.6,0.0,0,0,0.0,0,36,2,0,0,,0,0,0,0.0,,0,,0,14,0,0
Domata Peko Sr.,3068,DI,CIN,16,4,0,7,55.1,2,5,279,99.3,2.9,8,2,1.3,0,306,304,7,2,60.0,1,4,92,100.0,5.4,5,2.7,0,104,104,5
Elvis Dumervil,3071,ED,BLT,8,0,0,3,72.2,5,17,196,100.0,14.3,28,0,7.1,3,211,211,25,0,77.7,3,13,96,100.0,21.9,21,11.5,3,106,106,19
Kyle Williams,3079,DI,BUF,15,0,0,4,60.3,8,25,432,98.5,10.2,44,2,5.2,6,466,459,39,0,67.2,5,14,165,99.4,16.4,27,9.4,6,176,175,25
Rob Ninkovich,3080,ED,NE,15,1,0,19,55.9,3,18,232,67.1,10.8,25,0,6.7,5,365,245,26,0,60.0,1,10,126,79.0,12.7,16,6.7,3,167,132,14
Kedric Golston,3141,DI,WAS,2,0,0,32,56.2,1,0,8,88.9,12.5,1,0,6.3,0,9,8,1,0,58.2,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Antoine Bethea,3152,S,SF,16,0,0,28,50.5,1,2,16,2.8,0.0,0,1,9.4,0,609,17,3,0,48.5,0,1,7,3.5,0.0,0,7.1,0,227,8,1
Tom Johnson,3378,DI,MIN,14,0,0,18,66.0,13,20,340,100.0,9.4,32,2,5.4,2,361,361,35,0,68.1,10,15,196,100.0,12.2,24,6.9,1,210,210,26
Tony McDaniel,3423,DI,SEA,17,3,1,29,53.6,1,8,251,99.6,3.6,9,2,1.8,0,267,266,9,2,56.2,1,4,99,100.0,5.1,5,2.5,0,105,105,5
Tramon Williams,3558,CB,CLV,12,0,1,8,48.2,1,0,7,1.8,14.3,1,3,7.1,0,381,7,1,0,50.1,1,0,4,2.0,25.0,1,12.5,0,202,4,1
Brent Grimes,3589,CB,TB,16,0,2,30,60.0,0,1,1,0.2,100.0,1,4,50.0,0,609,1,1,0,60.0,0,1,1,0.3,100.0,1,50.0,0,291,1,1
Lawrence Timmons,3631,LB,PIT,19,0,0,25,61.6,8,12,144,20.7,13.2,19,4,10.4,5,757,157,25,0,67.4,6,9,84,29.6,20.2,17,13.7,4,307,91,19
Leon Hall,3634,CB,NYG,13,0,0,21,63.1,1,1,18,5.6,5.6,1,0,16.7,2,342,19,4,0,68.0,1,1,11,7.2,9.1,1,27.3,2,166,12,4
Michael Griffin,3635,S,CAR,10,0,0,5,54.9,0,1,4,2.7,0.0,0,0,12.5,0,149,4,1,0,58.5,0,0,1,2.1,0.0,0,0.0,0,47,1,0
Reggie Nelson,3637,S,OAK,17,0,0,23,64.6,1,2,13,2.1,7.7,1,0,11.5,0,671,14,3,0,62.4,0,1,6,1.8,16.7,1,8.3,0,328,6,1
Alan Branch,3649,DI,NE,19,2,0,19,60.5,1,22,407,100.0,7.9,32,2,3.3,2,432,432,25,1,61.1,1,8,160,100.0,8.1,13,3.4,1,173,173,10
Paul Posluszny,3650,LB,JAX,16,0,0,15,69.9,1,14,79,13.4,12.7,10,0,12.0,2,644,86,17,0,60.5,1,6,42,15.2,11.9,5,8.3,0,302,46,7
Eric Weddle,3653,S,BLT,16,0,0,3,72.8,0,6,22,3.4,13.6,3,2,18.2,1,656,22,7,0,67.7,0,3,12,4.0,8.3,1,20.8,1,297,12,4
David Harris,3663,LB,NYJ,15,0,0,22,45.2,1,11,110,21.6,6.4,7,0,6.4,1,532,115,13,0,50.8,1,6,61,32.0,8.2,5,7.4,1,200,64,8
Justin Durant,3664,LB,DAL,14,1,0,9,77.1,1,3,15,7.1,26.7,4,4,20.0,1,224,16,5,0,63.6,1,0,9,14.9,22.2,2,16.7,1,67,10,2
Charles Johnson,3699,ED,CAR,13,2,0,5,70.3,9,31,316,91.4,14.9,47,3,7.6,4,361,330,44,0,74.6,6,18,144,98.1,20.1,29,10.4,3,154,151,27
Brandon Mebane,3701,DI,SD,10,0,0,27,74.7,2,12,162,100.0,11.1,18,0,5.6,2,171,171,16,0,77.2,2,5,50,100.0,14.0,7,7.0,0,54,54,7
Brian Robison,3718,ED,MIN,16,1,0,18,66.5,6,35,480,95.7,11.0,53,1,5.9,8,531,508,49,0,73.7,4,20,235,97.7,15.3,36,8.1,7,258,252,31
Paul Soliai,3724,DI,CAR,10,0,0,5,65.7,1,5,83,100.0,7.2,6,1,3.6,0,86,86,6,0,72.4,1,3,27,100.0,14.8,4,7.4,0,27,27,4
Corey Graham,3784,S,BUF,16,0,0,4,59.4,0,3,26,5.0,11.5,3,0,9.6,1,599,30,4,0,61.8,0,3,10,5.7,20.0,2,25.0,1,228,13,4
William Gay,3786,CB,PIT,19,0,1,25,74.8,0,5,38,5.8,5.3,2,3,9.2,1,691,40,6,0,58.4,0,1,12,4.8,8.3,1,4.2,0,293,14,1
James Ihedigbo,4147,S,BUF,4,0,0,4,51.3,0,0,8,16.4,0.0,0,0,0.0,0,55,9,0,0,55.0,0,0,2,17.6,0.0,0,0.0,0,17,3,0
Chris Long,4316,ED,NE,19,2,0,19,63.0,7,53,463,90.6,15.8,73,2,7.6,5,532,482,65,1,65.0,4,36,230,94.5,20.9,48,10.0,3,255,241,43
Glenn Dorsey,4319,DI,SF,12,0,1,28,49.4,1,5,163,99.4,3.1,5,2,2.5,1,171,170,7,0,52.6,1,1,40,100.0,7.5,3,5.0,1,42,42,3
Dominique Rodgers-Cromartie,4330,CB,NYG,16,0,1,21,56.1,0,6,25,4.7,8.0,2,2,16.0,1,534,25,7,0,66.4,0,3,11,4.1,9.1,1,22.7,1,267,11,4
Aqib Talib,4334,CB,DEN,13,0,2,10,60.0,0,1,1,0.2,0.0,0,6,50.0,0,515,1,1,0,,0,1,0,0.0,,0,,0,263,0,1
Brandon Flowers,4349,CB,SD,6,0,1,27,91.2,0,5,6,2.4,66.7,4,1,41.7,0,246,6,5,0,90.5,0,4,5,4.4,60.0,3,40.0,0,113,5,4
Tracy Porter,4354,CB,CHI,16,0,0,6,57.3,0,0,2,0.3,0.0,0,5,0.0,0,576,2,0,0,60.0,0,0,1,0.4,0.0,0,0.0,0,283,1,0
Calais Campbell,4364,DI,ARZ,16,5,0,1,89.2,15,32,481,99.8,13.3,64,2,6.8,9,519,518,56,3,90.5,10,20,199,100.0,19.1,38,12.1,9,220,220,39
Jason Jones,4368,ED,MIA,14,1,1,17,56.6,9,10,273,91.2,7.7,21,4,4.9,4,329,300,23,0,65.8,8,8,115,95.6,13.0,15,9.6,3,137,131,19
Kendall Langford,4380,DI,IND,7,2,0,14,51.6,1,7,186,98.5,6.5,12,0,2.2,0,202,199,8,1,49.6,0,5,80,100.0,6.3,5,3.1,0,86,86,5
Pat Sims,4391,DI,CIN,16,0,0,7,64.6,3,8,186,100.0,7.0,13,3,3.5,1,205,205,12,0,71.2,1,5,70,100.0,10.0,7,5.7,1,81,81,7
Cliff Avril,4406,ED,SEA,18,2,0,29,75.3,16,48,524,96.2,14.5,76,6,9.0,15,576,554,79,1,82.7,10,29,246,97.7,19.1,47,12.8,12,264,258,51
Philip Wheeler,4407,LB,ATL,18,0,0,2,50.4,2,2,67,36.5,7.5,5,2,3.0,0,197,72,4,0,49.7,1,2,25,32.9,12.0,3,6.0,0,85,28,3
Tyvon Branch,4414,CB,ARZ,6,0,1,1,54.6,1,3,11,6.1,9.1,1,1,18.2,0,180,11,4,0,46.2,0,1,5,5.6,0.0,0,10.0,0,89,5,1
William Hayes,4417,ED,LA,14,1,0,26,67.7,7,27,303,99.4,14.5,44,1,7.3,5,326,324,39,1,69.7,4,13,112,100.0,20.5,23,11.2,4,121,121,21
Dwight Lowery,4427,S,SD,16,0,0,27,50.5,0,0,13,2.2,0.0,0,2,0.0,0,640,14,0,0,54.7,0,0,2,1.0,0.0,0,0.0,0,295,3,0
Quintin Demps,4431,S,HST,14,0,0,13,64.2,1,1,7,1.6,0.0,0,1,14.3,0,444,7,2,0,59.2,0,0,1,0.5,0.0,0,0.0,0,198,1,0
Brandon Carr,4454,CB,DAL,17,0,1,9,55.7,1,0,1,0.3,100.0,1,3,50.0,0,751,2,1,0,55.7,0,0,1,0.7,0.0,0,0.0,0,302,2,0
Orlando Scandrick,4457,CB,DAL,13,1,1,9,55.5,0,2,36,7.8,8.3,3,5,11.1,3,497,39,5,0,57.1,0,1,18,8.7,16.7,3,19.4,3,207,18,4
Letroy Guion,4466,DI,GB,18,1,1,12,50.2,0,4,273,99.0,2.6,7,6,0.7,0,286,283,4,1,51.0,0,2,93,98.0,2.2,2,1.1,0,98,96,2
Erik Walden,4481,ED,IND,16,0,0,14,59.6,7,14,328,76.5,10.1,33,3,6.6,11,468,358,32,0,63.6,2,9,166,87.3,12.7,21,8.7,9,212,185,20
Ahtyba Rubin,4504,DI,SEA,18,0,0,29,55.7,2,13,315,99.1,5.7,18,0,3.0,2,339,336,17,0,58.1,1,8,115,100.0,8.7,10,4.8,1,121,121,10
Wesley Woodyard,4583,LB,TEN,16,1,0,31,71.6,3,13,66,18.9,15.2,10,3,15.2,2,359,68,18,0,72.6,0,4,31,23.4,19.4,6,12.9,2,141,33,6
Leger Douzable,4654,DI,BUF,16,1,0,4,54.9,5,7,227,96.8,6.2,14,1,3.5,2,249,241,14,0,54.7,3,2,90,100.0,6.7,6,5.0,2,98,98,7
Erin Henderson,4656,LB,NYJ,5,0,0,22,50.2,1,2,24,27.7,8.3,2,0,6.3,0,94,26,3,0,57.6,1,1,8,30.0,12.5,1,12.5,0,30,9,2
Wallace Gilberry,4763,ED,CIN,9,0,0,7,56.7,3,13,190,99.5,6.8,13,0,5.8,3,203,202,19,0,63.1,2,10,103,99.1,9.7,10,8.7,3,110,109,15
Jerrell Freeman,4888,LB,CHI,12,0,1,6,61.5,2,5,31,7.2,16.1,5,3,11.3,0,489,35,7,0,63.2,2,2,14,7.2,21.4,3,14.3,0,223,16,4
Cameron Wake,4907,ED,MIA,17,1,0,17,90.1,11,43,389,95.5,18.0,70,4,10.3,13,444,424,67,0,92.0,7,30,175,95.6,28.0,49,16.9,11,205,196,48
Tyson Jackson,4926,DI,ATL,19,1,0,2,56.8,4,8,192,100.0,6.8,13,2,3.6,1,202,202,13,1,57.9,3,5,70,100.0,10.0,7,7.1,1,72,72,9
Brian Orakpo,4936,ED,TEN,16,3,0,31,72.8,7,45,419,75.9,15.8,66,1,8.8,11,594,451,63,1,72.6,5,22,198,84.3,19.2,38,10.4,7,261,220,34
Malcolm Jenkins,4937,S,PHI,16,0,1,24,55.4,2,6,41,6.7,4.9,2,5,12.2,1,643,43,9,0,46.8,1,2,16,5.1,0.0,0,9.4,0,334,17,3
Brian Cushing,4938,LB,HST,15,0,0,13,47.7,2,7,78,18.8,6.4,5,1,7.1,1,453,85,10,0,47.8,1,6,44,24.5,9.1,4,8.0,0,200,49,7
Robert Ayers,4941,ED,TB,12,1,1,30,75.4,18,28,352,98.1,15.6,55,1,8.5,7,378,371,53,1,79.6,15,17,175,99.5,21.1,37,11.4,4,185,184,36
Vontae Davis,4948,CB,IND,14,0,1,14,75.5,0,1,3,0.6,33.3,1,9,16.7,0,526,3,1,0,75.5,0,1,3,1.3,33.3,1,16.7,0,233,3,1
Clay Matthews,4949,ED,GB,15,2,1,12,66.3,8,26,378,92.5,9.5,36,3,6.1,6,425,393,40,0,55.3,7,14,220,93.1,10.5,23,6.6,4,248,231,25
Ziggy Hood,4955,DI,WAS,16,3,0,32,52.2,4,12,362,99.2,5.0,18,2,2.5,1,390,387,17,2,56.6,3,6,143,100.0,7.0,10,3.8,1,154,154,10
Patrick Chung,4957,S,NE,19,0,3,19,52.2,1,10,31,4.0,6.5,2,3,21.0,1,773,31,12,0,57.3,0,3,14,4.0,7.1,1,17.9,1,354,14,4
James Laurinaitis,4958,LB,NO,3,1,0,20,57.0,0,2,20,17.7,5.0,1,0,5.0,0,130,23,2,0,51.1,0,0,4,18.2,0.0,0,0.0,0,33,6,0
Rey Maualuga,4961,LB,CIN,14,0,0,7,60.7,0,1,6,4.8,16.7,1,0,8.3,0,147,7,1,0,56.3,0,0,2,4.8,0.0,0,0.0,0,42,2,0
Darius Butler,4964,CB,IND,12,0,0,14,63.1,1,1,6,2.1,0.0,0,2,16.7,0,338,7,2,0,74.5,1,0,2,1.2,0.0,0,25.0,0,165,2,1
Jairus Byrd,4965,S,NO,16,0,0,20,53.4,0,1,18,3.1,5.6,1,0,2.8,0,583,18,1,0,56.5,0,1,12,5.4,8.3,1,4.2,0,224,12,1
Connor Barwin,4969,ED,PHI,16,2,0,24,55.3,7,18,422,98.0,9.7,41,0,4.1,5,456,447,30,2,58.8,4,17,229,98.8,13.5,31,5.9,3,246,243,24
Mike Mitchell,4970,S,PIT,19,0,0,25,51.2,0,4,22,2.8,0.0,0,5,13.6,1,797,22,5,0,47.4,0,1,11,3.4,0.0,0,4.5,0,324,11,1
Paul Kruger,4980,ED,NO,15,1,1,20,58.7,6,19,310,96.2,10.0,31,2,4.7,2,339,326,27,0,60.1,3,13,108,96.6,15.7,17,7.4,0,117,113,16
Sen'Derrick Marks,4985,DI,JAX,16,1,0,15,54.6,5,13,332,98.9,7.2,24,4,3.9,4,361,357,22,1,57.4,4,10,178,100.0,10.7,19,5.6,3,194,194,17
Michael Johnson,4993,ED,CIN,16,1,0,7,49.8,4,33,469,92.3,9.2,43,4,5.0,5,535,494,42,1,55.9,3,24,238,93.6,15.1,36,7.4,4,267,250,31
DeAndre Levy,4999,LB,DET,6,1,1,11,57.1,1,1,18,13.5,11.1,2,2,5.6,0,141,19,2,1,61.7,0,1,6,12.8,0.0,0,8.3,0,47,6,1
Roy Miller,5004,DI,JAX,6,0,0,15,53.3,1,1,67,98.7,3.0,2,0,1.5,0,75,74,2,0,56.3,1,0,19,100.0,5.3,1,2.6,0,21,21,1
Lardarius Webb,5011,S,BLT,16,0,0,3,62.4,0,3,9,1.8,0.0,0,1,27.8,1,649,12,4,0,60.7,0,1,6,2.4,0.0,0,25.0,1,295,7,2
Jerraud Powers,5015,CB,BLT,13,0,0,3,63.4,0,1,17,4.8,5.9,1,1,8.8,1,355,17,2,0,69.8,0,1,10,6.3,10.0,1,15.0,1,158,10,2
Rashad Johnson,5018,S,TEN,14,0,1,31,50.0,0,1,10,3.2,10.0,1,1,5.0,0,375,12,1,0,56.1,0,0,2,1.3,0.0,0,0.0,0,157,2,0
Glover Quin,5035,S,DET,17,0,0,11,71.6,0,4,11,1.6,9.1,1,2,18.2,0,676,11,4,0,65.7,0,2,3,1.0,33.3,1,33.3,0,289,3,2
David Bruton,5037,S,WAS,4,0,0,32,56.7,0,1,3,2.2,0.0,0,0,16.7,0,137,3,1,0,,0,0,0,0.0,,0,,0,48,0,0
Don Carey,5101,CB,DET,7,0,1,11,56.7,0,0,2,5.3,0.0,0,2,0.0,0,57,3,0,0,,0,0,0,0.0,,0,,0,24,0,0
Brice McCain,5112,CB,TEN,16,0,3,31,49.9,0,2,21,3.3,0.0,0,8,4.8,0,636,21,2,0,53.9,0,2,11,3.7,0.0,0,9.1,0,300,11,2
Captain Munnerlyn,5140,CB,MIN,15,0,2,18,58.0,0,4,17,3.9,11.8,2,4,11.8,0,461,18,4,0,61.7,0,2,5,2.6,20.0,1,20.0,0,233,6,2
Ricky Jean Francois,5168,DI,WAS,16,1,0,32,55.0,0,8,213,99.1,4.7,10,0,2.3,1,230,228,9,0,58.6,0,5,68,100.0,7.4,5,3.7,0,74,74,5
Clinton McDonald,5173,DI,TB,12,0,0,30,61.2,3,12,253,98.5,8.7,22,1,4.5,4,273,269,19,0,61.1,1,7,93,100.0,10.8,10,5.4,1,101,101,9
Chris Baker,5188,DI,WAS,16,1,0,32,66.1,6,30,456,98.2,9.6,44,0,5.3,6,490,481,42,0,75.2,6,21,205,100.0,17.1,35,9.5,6,220,220,33
Steve McLendon,5232,DI,NYJ,11,0,0,22,54.5,1,4,202,100.0,5.4,11,1,2.7,3,211,211,8,0,55.0,1,2,59,100.0,8.5,5,4.2,1,66,66,4
Michael Bennett,5273,ED,SEA,13,1,3,29,66.5,12,29,386,99.3,14.0,54,10,7.1,7,408,405,48,0,67.7,3,24,187,100.0,18.2,34,9.4,4,193,193,31
Ramon Humber,5310,LB,BUF,8,0,0,4,66.3,0,2,3,10.0,66.7,2,0,33.3,0,30,3,2,0,68.7,0,1,2,14.3,50.0,1,25.0,0,14,2,1
Dan Skuta,5349,ED,JAX,13,1,0,15,56.6,2,2,46,48.2,8.7,4,0,4.3,0,110,53,4,0,54.2,1,1,23,63.4,8.7,2,4.3,0,41,26,2
Jonathan Casillas,5422,LB,NYG,17,1,1,21,51.5,1,7,75,15.4,4.0,3,1,6.7,1,512,79,9,0,54.5,0,4,31,15.0,9.7,3,9.7,1,214,32,5
Dannell Ellerbe,5442,LB,NO,9,0,0,20,64.7,4,5,93,32.1,12.9,12,2,10.2,5,305,98,14,0,70.4,4,2,47,37.3,19.1,9,17.0,5,134,50,11
Ndamukong Suh,5527,DI,MIA,17,6,1,17,73.2,10,41,579,99.5,10.4,60,9,5.6,7,633,630,58,2,79.6,4,30,231,100.0,18.2,42,10.0,6,258,258,40
Gerald McCoy,5528,DI,TB,15,4,1,30,81.4,7,34,490,99.6,12.9,63,5,5.8,8,519,517,49,2,75.9,5,25,245,99.6,15.9,39,8.6,6,259,258,36
Eric Berry,5530,S,KC,17,0,0,16,51.4,0,1,11,1.7,0.0,0,3,4.5,0,710,12,1,0,56.0,0,1,1,0.7,0.0,0,50.0,0,301,2,1
Joe Haden,5532,CB,CLV,13,0,0,8,56.9,0,2,3,0.8,0.0,0,5,33.3,0,482,4,2,0,56.9,0,2,3,1.8,0.0,0,33.3,0,223,4,2
Tyson Alualu,5535,DI,JAX,14,0,0,15,53.9,2,8,212,99.6,6.6,14,3,3.8,3,226,225,13,0,52.4,1,3,67,100.0,9.0,6,4.5,1,72,72,5
Brandon Graham,5538,ED,PHI,16,0,0,24,91.4,17,60,455,98.2,25.3,115,4,9.8,6,491,482,83,0,92.5,12,42,234,99.2,35.0,82,13.2,4,250,248,58
Jason Pierre-Paul,5540,ED,NYG,12,7,0,21,73.0,10,35,467,95.9,13.9,65,2,6.7,9,517,496,54,0,78.8,7,29,210,95.0,24.3,51,12.4,8,242,230,44
Derrick Morgan,5541,ED,TEN,15,0,0,31,69.9,11,45,442,88.3,16.5,73,1,8.8,11,523,462,67,0,71.2,6,21,191,91.1,19.9,38,10.7,7,225,205,34
Sean Weatherspoon,5544,LB,ATL,4,0,0,2,51.2,0,0,10,8.9,0.0,0,0,0.0,0,123,11,0,0,53.7,0,0,3,7.5,0.0,0,0.0,0,40,3,0
Kareem Jackson,5545,CB,HST,16,0,0,13,53.4,0,0,3,0.6,0.0,0,6,0.0,0,541,3,0,0,57.2,0,0,1,0.4,0.0,0,0.0,0,237,1,0
Dan Williams,5551,DI,OAK,17,2,0,23,72.8,3,16,188,99.0,9.6,18,1,5.6,1,205,203,20,0,76.7,1,10,65,100.0,18.5,12,10.0,1,72,72,12
Devin McCourty,5552,S,NE,19,0,0,19,55.8,0,0,3,0.4,0.0,0,0,0.0,0,804,3,0,0,55.8,0,0,2,0.5,0.0,0,0.0,0,365,2,0
Jared Odrick,5553,DI,JAX,6,1,0,15,51.8,0,7,134,99.3,4.5,6,5,3.4,1,143,142,8,0,55.1,0,3,53,100.0,9.4,5,4.7,1,56,56,4
Jerry Hughes,5556,ED,BUF,16,3,1,4,67.4,5,39,425,86.4,12.0,51,9,6.6,6,514,444,50,0,62.7,1,20,177,91.6,13.6,24,8.2,4,203,186,25
Patrick Robinson,5557,CB,IND,7,0,0,14,56.2,0,0,2,1.2,0.0,0,3,0.0,0,259,3,0,0,60.0,0,0,0,1.0,,0,,0,100,1,0
Nate Allen,5562,S,OAK,7,0,0,23,59.7,0,0,1,0.7,0.0,0,0,0.0,0,138,1,0,0,59.7,0,0,1,1.5,0.0,0,0.0,0,66,1,0
T.J. Ward,5563,S,DEN,14,0,0,10,62.2,5,11,47,9.6,6.4,3,6,19.1,1,582,56,17,0,56.2,0,6,21,8.1,9.5,2,19.0,1,309,25,7
Koa Misi,5565,LB,MIA,3,0,0,17,58.2,0,0,10,16.9,0.0,0,0,0.0,0,65,11,0,0,63.7,0,0,3,20.0,0.0,0,0.0,0,20,4,0
Lamarr Houston,5569,ED,CHI,2,0,0,6,60.2,1,1,14,73.7,7.1,1,0,7.1,0,19,14,2,0,58.6,1,0,7,87.5,0.0,0,7.1,0,8,7,1
