player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Quentin Jammer,1013,CB,DEN,11,0,0,10,59.0,0,0,1,0.6,0.0,0,3,0.0,0,176,1,0,0,,0,0,0,0.0,,0,,0,100,0,0
Dwight Freeney,1019,ED,SD,4,0,0,27,77.0,3,15,112,92.7,14.3,16,0,8.9,1,123,114,19,0,73.9,2,6,56,96.7,14.3,8,7.1,0,60,58,8
Edward Reed,1031,S,NYJ,14,0,1,22,40.3,0,0,14,3.6,0.0,0,2,0.0,0,392,14,0,0,50.7,0,0,4,2.4,0.0,0,0.0,0,169,4,0
Will Witherspoon,1079,LB,SL,7,0,0,26,63.0,0,1,6,10.4,16.7,1,0,8.3,0,67,7,1,0,65.9,0,1,1,5.6,100.0,1,50.0,0,18,1,1
Larry Foote,1126,LB,PIT,1,0,0,25,54.6,0,1,8,43.5,12.5,1,0,6.3,0,23,10,1,0,60.6,0,1,5,60.0,20.0,1,10.0,0,10,6,1
Justin Bannan,1134,DI,DET,3,0,0,11,76.3,0,3,11,100.0,27.3,3,0,13.6,0,12,12,3,0,89.5,0,3,3,100.0,100.0,3,50.0,0,4,4,3
Brett Keisel,1204,DI,PIT,12,1,0,25,61.4,4,19,294,98.7,8.5,25,0,5.3,4,312,308,27,1,65.3,1,13,128,99.3,11.7,15,7.0,2,136,135,16
Ryan Clark,1229,S,PIT,16,0,0,25,50.2,0,4,12,2.2,8.3,1,2,16.7,0,644,14,4,0,65.6,0,3,5,2.3,20.0,1,30.0,0,264,6,3
James Harrison,1251,LB,CIN,16,0,0,7,57.3,3,14,146,63.0,8.9,13,2,7.2,2,238,150,19,0,57.8,0,9,92,73.6,10.9,10,6.0,1,129,95,10
Kevin Williams,1325,DI,MIN,15,4,1,18,61.8,8,14,456,98.8,5.7,26,2,3.3,4,486,480,26,0,61.3,7,9,224,100.0,7.6,17,4.0,1,240,240,17
Terrell Suggs,1326,ED,BLT,16,0,1,3,66.5,14,37,480,89.9,10.6,51,4,7.4,10,557,501,61,0,68.9,8,24,233,92.7,15.5,36,9.9,7,262,243,39
Troy Polamalu,1332,S,PIT,16,1,0,25,67.9,0,3,50,7.8,6.0,3,5,7.0,2,650,51,5,1,78.9,0,2,28,10.9,7.1,2,10.7,2,265,29,4
Calvin Pace,1334,ED,NYJ,16,1,0,22,61.2,3,21,280,55.2,10.4,29,2,8.2,11,534,295,35,0,66.9,1,15,118,62.1,19.5,23,13.6,8,203,126,24
Nick Barnett,1345,LB,WAS,9,0,0,32,63.8,0,1,6,14.6,16.7,1,0,8.3,0,41,6,1,0,70.3,0,1,2,20.0,50.0,1,25.0,0,10,2,1
Nnamdi Asomugha,1347,CB,SF,3,0,0,28,59.4,0,0,1,1.1,0.0,0,1,0.0,0,87,1,0,0,59.4,0,0,1,2.6,0.0,0,0.0,0,39,1,0
Charles Tillman,1351,CB,CHI,8,0,0,6,60.0,0,0,1,0.4,0.0,0,5,0.0,0,241,1,0,0,60.0,0,0,1,1.1,0.0,0,0.0,0,90,1,0
Drayton Florence,1362,CB,CAR,15,0,0,5,58.8,0,0,3,0.6,0.0,0,6,0.0,0,467,3,0,0,60.0,0,0,1,0.4,0.0,0,0.0,0,255,1,0
Osi Umenyiora,1371,ED,ATL,16,1,1,2,63.8,4,29,417,94.4,8.9,37,2,5.6,7,467,441,40,0,66.3,2,18,201,94.8,12.4,25,8.0,6,229,217,26
Cory Redding,1381,DI,IND,17,2,0,14,55.7,8,24,412,99.8,8.0,33,1,5.1,5,430,429,37,2,59.0,4,15,180,100.0,11.7,21,6.4,2,187,187,21
Lance Briggs,1383,LB,CHI,9,0,0,6,71.6,3,1,46,15.1,10.9,5,1,10.9,3,311,47,7,0,84.6,2,1,18,14.5,27.8,5,25.0,3,131,19,6
Chris Crocker,1399,CB,CIN,13,0,1,7,63.3,1,5,23,6.7,4.3,1,4,21.7,2,387,26,8,0,78.1,1,2,12,6.0,8.3,1,29.2,2,218,13,5
Jarret Johnson,1421,ED,SD,13,2,0,27,61.0,1,11,175,64.6,7.4,13,2,6.3,5,285,184,17,1,54.6,0,4,77,80.6,5.2,4,5.2,2,103,83,6
Asante Samuel,1432,CB,ATL,11,0,0,2,54.9,0,1,2,0.7,50.0,1,1,25.0,0,280,2,1,0,54.9,0,1,2,1.5,50.0,1,25.0,0,131,2,1
Ike Taylor,1437,CB,PIT,16,0,1,25,60.0,0,0,1,0.2,0.0,0,5,0.0,0,641,1,0,0,,0,0,0,0.0,,0,,0,265,0,0
Robert Mathis,1447,ED,IND,18,2,0,14,91.0,7,47,522,92.7,13.4,70,2,9.2,21,592,549,75,0,90.2,3,27,223,94.0,17.9,40,12.1,12,250,235,42
Aubrayo Franklin,1455,DI,IND,18,2,0,14,54.9,0,4,141,97.4,2.1,3,0,1.4,0,151,147,4,0,53.5,0,1,29,96.8,3.4,1,1.7,0,31,30,1
Yeremiah Bell,1513,S,ARZ,16,0,0,1,47.0,2,5,58,8.2,3.4,2,3,7.8,1,717,59,8,0,60.0,2,3,35,10.8,5.7,2,10.0,1,332,36,6
Chris Clemons,1585,ED,SEA,17,4,1,29,67.6,9,36,432,95.7,10.9,47,6,6.6,6,491,470,51,2,74.6,5,27,226,98.4,15.0,34,8.8,4,256,252,36
Colin Cole,1589,DI,CAR,16,0,1,5,51.5,1,4,164,99.4,3.0,5,1,2.1,1,174,173,6,0,58.2,1,2,49,100.0,6.1,3,5.1,1,53,53,4
Israel Idonije,1632,ED,DET,15,0,0,11,59.8,2,23,197,99.1,11.7,23,1,6.9,1,214,212,26,0,61.4,1,14,92,100.0,15.2,14,8.2,0,99,99,15
Cullen Jenkins,1637,DI,NYG,16,0,1,21,60.1,6,27,449,99.4,8.0,36,1,4.8,5,469,466,38,0,60.9,5,18,235,100.0,10.2,24,5.7,2,244,244,25
Quintin Mikell,1662,S,CAR,15,1,0,5,91.8,0,3,27,6.0,14.8,4,1,16.7,3,452,27,6,0,63.3,0,1,6,3.0,16.7,1,8.3,0,197,6,1
DeAngelo Hall,1729,CB,WAS,16,0,0,32,60.0,0,0,1,0.2,0.0,0,4,0.0,0,581,1,0,0,,0,0,0,0.0,,0,,0,263,0,0
Dunta Robinson,1731,CB,KC,9,0,0,16,57.3,0,2,9,4.9,11.1,1,1,11.1,0,205,10,2,0,59.2,0,2,7,6.8,14.3,1,14.3,0,118,8,2
Jonathan Vilma,1733,LB,NO,1,0,0,20,59.2,0,0,1,20.0,0.0,0,0,0.0,0,5,1,0,0,,0,0,0,,,0,,0,0,0,0
D.J. Williams,1738,LB,CHI,6,0,0,6,71.6,0,1,16,14.3,6.3,1,1,15.6,2,112,16,3,0,74.7,0,1,5,16.7,20.0,1,30.0,1,30,5,2
Vince Wilfork,1742,DI,NE,4,0,0,19,48.0,0,3,96,99.0,3.1,3,0,1.6,0,101,100,3,0,49.3,0,3,66,100.0,4.5,3,2.3,0,68,68,3
Jason Babin,1748,ED,JAX,16,0,1,15,71.2,17,34,453,95.2,11.9,54,10,7.4,8,498,474,59,0,76.6,5,26,217,97.4,17.1,37,10.4,7,232,226,38
Karlos Dansby,1754,LB,ARZ,16,4,0,1,65.4,4,11,152,21.8,6.6,10,2,10.2,8,726,158,23,1,63.5,3,6,89,27.5,7.9,7,11.8,6,335,92,15
Daryl Smith,1760,LB,BLT,16,0,0,3,74.9,2,10,84,13.7,15.5,13,2,14.3,6,643,88,18,0,81.1,2,8,55,19.1,20.0,11,20.0,6,293,56,16
Dwan Edwards,1772,DI,CAR,12,0,0,5,66.2,7,16,241,98.4,9.5,23,1,6.0,3,256,252,26,0,74.9,7,13,115,100.0,17.4,20,10.4,2,122,122,22
Darnell Dockett,1785,DI,ARZ,16,2,0,1,51.1,13,22,550,99.8,6.4,35,5,4.1,5,579,578,40,1,56.1,9,14,253,100.0,9.1,23,6.1,4,262,262,27
Randy Starks,1792,DI,MIA,16,1,0,17,70.9,6,30,392,97.8,10.2,40,2,5.6,4,416,407,40,0,78.7,4,17,170,98.3,14.7,25,8.5,4,181,178,25
Shaun Phillips,1819,ED,DEN,19,4,0,10,61.1,4,36,521,91.7,9.0,47,2,6.3,13,612,561,53,1,62.4,2,24,258,91.6,12.8,33,8.9,10,310,284,36
Isaac Sopoaga,1825,DI,NE,14,1,0,19,58.9,1,7,169,99.4,5.9,10,0,3.6,2,179,178,10,1,58.2,1,0,67,98.6,4.5,3,3.7,2,69,68,3
Will Allen,1832,S,PIT,13,0,0,25,47.5,0,2,12,3.0,0.0,0,0,8.3,0,401,12,2,0,61.8,0,1,6,3.4,0.0,0,8.3,0,174,6,1
Robert Geathers,1838,ED,CIN,2,0,0,7,53.3,0,0,11,100.0,0.0,0,0,0.0,0,11,11,0,0,53.8,0,0,5,100.0,0.0,0,0.0,0,5,5,0
Jared Allen,1847,ED,MIN,16,5,0,18,66.1,18,34,657,98.0,9.1,60,2,5.9,13,700,686,65,1,65.6,10,20,323,98.6,11.1,36,7.4,9,349,344,39
Antonio Smith,1856,DI,HST,15,0,1,13,75.7,9,29,412,99.8,10.2,42,5,6.6,8,446,445,46,0,81.9,7,21,181,99.5,16.6,30,9.4,3,204,203,31
Mike Adams,1972,S,DEN,18,1,0,10,46.6,2,4,23,4.0,0.0,0,1,13.0,0,572,23,6,0,45.5,1,2,14,4.7,0.0,0,10.7,0,297,14,3
Jabari Greer,2057,CB,NO,10,0,0,20,54.0,0,1,3,0.9,0.0,0,0,16.7,0,342,3,1,0,54.0,0,1,3,1.9,0.0,0,16.7,0,156,3,1
Tommy Kelly,2093,DI,NE,5,0,0,19,63.6,5,6,127,100.0,11.0,14,0,6.7,3,130,130,14,0,63.8,5,6,80,100.0,15.0,12,8.1,1,82,82,12
George Wilson,2210,S,TEN,16,0,0,31,59.8,1,1,18,7.3,5.6,1,1,5.6,0,259,19,2,0,68.1,1,1,13,9.5,7.7,1,7.7,0,137,13,2
Antrel Rolle,2225,S,NYG,16,0,1,21,85.6,0,1,21,3.1,4.8,1,5,11.9,2,686,21,3,0,66.6,0,0,7,2.0,0.0,0,14.3,1,343,7,1
Carlos Rogers,2226,CB,SF,17,0,0,28,57.0,1,4,19,2.9,5.3,1,4,13.2,0,684,20,5,0,61.6,1,1,6,1.9,0.0,0,16.7,0,317,6,2
DeMarcus Ware,2228,ED,DAL,13,0,0,9,68.0,8,34,358,95.9,12.0,43,2,7.5,6,390,374,48,0,68.8,3,19,158,99.4,15.2,24,9.5,4,164,163,26
Thomas Davis Sr.,2231,LB,CAR,17,0,0,5,61.7,4,14,105,16.0,8.6,9,1,12.4,4,687,110,22,0,62.6,2,6,40,12.6,15.0,6,15.0,2,333,42,10
Derrick Johnson,2232,LB,KC,16,0,0,16,75.7,7,12,71,11.3,9.9,7,2,19.0,4,699,79,23,0,76.7,4,8,43,14.3,14.0,6,23.3,4,328,47,16
Marcus Spears,2237,DI,BLT,5,0,0,3,47.7,0,1,63,100.0,1.6,1,0,0.8,0,69,69,1,0,48.3,0,0,23,100.0,0.0,0,0.0,0,24,24,0
Mike Patterson,2248,DI,NYG,16,0,0,21,54.1,1,5,180,99.0,3.3,6,2,1.7,0,192,190,6,0,59.6,1,4,86,100.0,5.8,5,2.9,0,91,91,5
Kevin Burnett,2259,LB,OAK,16,0,1,23,58.5,4,13,127,22.4,13.4,17,3,9.1,3,598,134,20,0,65.4,2,8,69,28.5,18.8,13,11.6,3,260,74,13
Jonathan Babineaux,2276,DI,ATL,16,0,0,2,51.7,5,28,505,99.6,6.5,33,1,3.5,1,533,531,34,0,55.3,3,15,220,99.6,8.6,19,4.5,1,238,237,19
Justin Tuck,2291,ED,NYG,16,2,1,21,67.8,12,44,520,97.3,12.1,63,3,7.7,12,560,545,68,0,66.1,8,26,261,99.3,14.9,39,9.6,8,275,273,42
Chris Canty,2349,DI,BLT,15,3,0,3,54.9,5,15,317,99.4,6.9,22,0,3.8,2,338,336,22,1,56.6,3,12,134,99.3,11.2,15,5.6,0,141,140,15
Trent Cole,2363,ED,PHI,17,2,0,24,72.4,14,29,445,78.2,10.8,48,1,7.1,10,596,466,53,1,74.3,5,15,212,87.0,12.3,26,8.0,7,254,221,27
Michael Boley,2377,LB,CIN,5,0,0,7,53.5,0,1,4,8.3,0.0,0,0,12.5,0,48,4,1,0,53.5,0,1,4,12.5,0.0,0,12.5,0,32,4,1
C.J. Mosley,2408,DI,DET,16,0,0,11,61.8,5,9,181,100.0,6.6,12,3,3.9,0,194,194,14,0,64.2,3,6,76,100.0,10.5,8,5.9,0,83,83,9
Kevin Vickerson,2433,DI,DEN,11,2,2,10,56.0,1,15,219,98.3,7.3,16,8,4.1,1,239,235,17,0,50.3,0,6,93,99.0,5.4,5,3.2,0,102,101,6
Jay Ratliff,2441,DI,CHI,5,0,0,6,49.1,2,3,116,100.0,4.3,5,0,3.0,1,119,119,6,0,48.2,1,0,57,100.0,1.8,1,2.6,1,59,59,2
Lorenzo Alexander,2476,ED,ARZ,3,1,0,1,63.2,0,5,36,72.7,13.9,5,0,6.9,0,55,40,5,0,64.7,0,4,15,80.0,26.7,4,13.3,0,20,16,4
Chase Blackburn,2498,LB,CAR,11,0,0,5,65.5,0,1,4,3.8,25.0,1,0,12.5,0,105,4,1,0,,0,0,0,0.0,,0,,0,29,0,0
Chris Carr,2526,CB,NO,10,0,0,20,48.4,0,0,3,3.9,0.0,0,0,0.0,0,129,5,0,0,60.0,0,0,1,1.3,0.0,0,0.0,0,75,1,0
Heath Farwell,2588,LB,SEA,7,0,0,29,64.4,0,0,5,18.8,0.0,0,0,0.0,0,32,6,0,0,59.2,0,0,1,7.7,0.0,0,0.0,0,13,1,0
Jim Leonhard,2694,S,BUF,15,0,0,4,51.9,0,1,15,4.1,6.7,1,1,3.3,0,369,15,1,0,62.0,0,1,8,4.7,12.5,1,6.3,0,170,8,1
Dimitri Patterson,2868,CB,MIA,6,0,0,17,85.9,0,0,2,1.5,0.0,0,2,50.0,1,132,2,1,0,,0,0,0,0.0,,0,,0,56,0,0
Ahmad Brooks,2945,ED,SF,19,4,0,28,63.5,12,34,514,78.0,10.5,54,10,7.2,14,690,538,60,1,60.5,5,25,276,88.1,13.4,37,8.7,9,328,289,39
Mario Williams,2946,ED,BUF,16,4,0,4,68.4,7,48,547,97.4,11.2,61,3,7.6,14,604,588,69,3,65.0,2,26,241,97.8,13.7,33,9.1,8,269,263,36
A.J. Hawk,2950,LB,GB,17,0,0,12,56.1,1,11,103,18.0,9.7,10,1,9.7,4,617,111,16,0,61.3,1,5,60,22.6,10.0,6,11.7,4,279,63,10
Michael Huff,2952,S,DEN,8,0,0,10,52.1,0,2,13,9.8,7.7,1,0,7.7,0,132,13,2,0,63.4,0,2,7,9.5,14.3,1,14.3,0,74,7,2
Donte Whitner,2953,S,SF,19,0,0,28,43.0,0,2,5,0.8,20.0,1,6,20.0,0,734,6,2,0,,0,0,0,0.0,,0,,0,335,0,0
Ernie Sims,2954,LB,DAL,12,0,0,9,50.3,0,0,13,7.1,0.0,0,2,0.0,0,182,13,0,0,53.6,0,0,4,6.2,0.0,0,0.0,0,65,4,0
Haloti Ngata,2957,DI,BLT,15,3,0,3,58.0,3,15,362,99.7,5.2,19,3,3.0,2,384,383,20,2,60.9,1,10,158,100.0,8.2,13,4.7,2,166,166,13
Kamerion Wimbley,2958,ED,TEN,16,1,0,31,57.8,3,26,261,99.6,11.1,29,1,6.7,3,269,268,32,1,59.5,1,15,138,99.3,12.3,17,7.2,2,143,142,18
Brodrick Bunkley,2959,DI,NO,14,0,0,20,46.1,1,3,137,98.6,2.9,4,0,1.5,0,143,141,4,0,47.5,0,2,44,100.0,4.5,2,2.3,0,46,46,2
Chad Greenway,2962,LB,MIN,16,0,0,18,63.4,4,6,94,13.4,7.4,7,1,8.5,3,744,100,13,0,66.6,2,4,54,15.9,11.1,6,9.3,2,364,58,8
Tamba Hali,2965,ED,KC,16,0,0,16,74.5,10,62,539,86.9,14.7,79,2,8.9,12,658,572,84,0,84.7,7,41,248,90.5,22.6,56,13.7,10,295,267,58
Manny Lawson,2967,ED,BUF,15,0,0,4,56.1,2,5,99,32.1,7.1,7,0,7.6,4,336,108,11,0,57.0,2,4,37,30.8,13.5,5,13.5,2,130,40,8
Mathias Kiwanuka,2977,ED,NYG,16,1,0,21,51.0,14,22,507,96.1,7.5,38,6,4.9,7,545,524,43,0,53.1,9,14,267,98.2,10.1,27,5.8,4,280,275,27
DeMeco Ryans,2978,LB,PHI,17,0,0,24,44.1,1,3,141,18.8,0.7,1,2,4.3,4,791,149,8,0,43.9,0,2,62,19.1,1.6,1,4.8,2,341,65,4
D'Qwell Jackson,2979,LB,CLV,16,1,0,8,57.1,1,12,104,15.6,12.5,13,1,8.2,2,698,109,15,0,64.1,1,9,55,18.1,18.2,10,12.7,2,326,59,12
Rocky McIntosh,2980,LB,DET,7,0,0,11,59.5,0,0,2,18.2,0.0,0,0,0.0,0,11,2,0,0,,0,0,0,0.0,,0,,0,1,0,0
Danieal Manning,2987,S,HST,6,0,0,13,70.9,0,1,8,4.7,12.5,1,0,18.8,1,170,8,2,0,53.9,0,0,2,2.6,0.0,0,0.0,0,78,2,0
Roman Harper,2988,S,NO,11,0,0,20,43.0,2,6,37,12.1,0.0,0,0,10.8,0,323,39,8,0,52.0,1,4,15,10.5,0.0,0,16.7,0,152,16,5
Bernard Pollard,2999,S,TEN,16,0,0,31,58.7,2,1,27,4.6,7.4,2,3,9.3,1,632,29,4,0,67.0,1,0,11,4.2,18.2,2,13.6,1,283,12,2
Richard Marshall,3003,CB,SD,17,0,1,27,67.4,0,2,5,1.0,0.0,0,5,20.0,0,503,5,2,0,72.6,0,1,3,1.4,0.0,0,16.7,0,216,3,1
Tim Jennings,3007,CB,CHI,16,0,0,6,59.0,0,0,1,0.2,0.0,0,1,0.0,0,568,1,0,0,,0,0,0,0.0,,0,,0,245,0,0
Darryl Tapp,3008,ED,WAS,11,0,0,32,59.4,0,2,30,76.9,10.0,3,0,6.7,1,39,30,3,0,58.1,0,1,10,83.3,10.0,1,5.0,0,12,10,1
James Anderson,3033,LB,CHI,16,0,0,6,55.7,3,11,91,17.1,9.9,9,0,11.0,3,543,93,17,0,52.2,0,3,42,18.4,4.8,2,8.3,2,234,43,5
Frostee Rucker,3036,DI,ARZ,16,0,0,1,59.0,10,14,220,100.0,8.2,18,1,5.9,1,229,229,25,0,65.9,5,8,92,100.0,12.0,11,8.2,1,98,98,14
Jason Hatcher,3037,DI,DAL,15,1,0,9,79.1,7,33,456,98.7,10.5,48,2,6.8,11,479,473,51,0,85.1,5,25,222,100.0,17.6,39,11.3,10,231,231,40
Will Blackmon,3060,CB,JAX,15,0,0,15,97.6,0,1,5,1.5,0.0,0,2,30.0,1,388,6,2,0,98.7,0,0,2,1.8,0.0,0,50.0,1,164,3,1
Stephen Tulloch,3061,LB,DET,16,0,0,11,62.2,4,1,56,9.7,3.6,2,0,11.6,4,662,64,9,0,64.8,3,0,24,9.6,0.0,0,18.8,3,303,29,6
Domata Peko Sr.,3068,DI,CIN,17,0,0,7,52.0,1,10,336,99.2,4.5,15,2,2.8,4,356,353,15,0,59.5,1,7,146,99.4,8.2,12,5.5,4,156,155,12
Barry Cofield,3069,DI,WAS,16,0,0,32,67.1,9,29,426,98.4,9.6,41,1,5.2,3,449,442,41,0,73.8,6,21,194,99.5,15.5,30,8.5,3,203,202,30
Elvis Dumervil,3071,ED,BLT,15,1,2,3,90.0,11,40,319,83.6,18.8,60,7,11.1,10,397,332,61,1,91.2,8,29,183,91.3,24.6,45,15.0,9,207,189,46
Kyle Williams,3079,DI,BUF,16,1,1,4,75.8,17,39,533,98.8,11.6,62,7,7.7,13,578,571,69,0,78.9,10,18,248,99.6,14.5,36,10.5,12,270,269,40
Rob Ninkovich,3080,ED,NE,18,1,0,19,57.4,16,50,607,86.7,9.6,58,1,6.9,9,731,634,75,0,57.8,12,26,356,93.4,10.7,38,7.3,7,394,368,45
Parys Haralson,3085,ED,NO,17,0,0,20,62.9,7,4,111,65.0,8.1,9,0,8.6,4,177,115,15,0,60.5,0,1,43,88.0,9.3,4,10.5,4,50,44,5
Dawan Landry,3091,S,NYJ,16,0,0,22,44.3,3,6,54,8.6,1.9,1,1,8.3,0,673,58,9,0,40.3,0,3,24,9.2,4.2,1,6.3,0,261,24,3
Tim Dobbins,3096,LB,HST,1,0,0,13,59.4,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,59.4,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Omar Gaither,3113,LB,ATL,3,0,0,2,59.6,0,0,1,10.0,0.0,0,0,0.0,0,10,1,0,0,,0,0,0,0.0,,0,,0,2,0,0
Reed Doughty,3118,S,WAS,13,0,0,32,40.2,0,1,13,7.5,0.0,0,0,3.8,0,174,13,1,0,57.9,0,0,1,1.8,0.0,0,0.0,0,55,1,0
Johnny Jolly,3128,DI,GB,13,1,0,12,50.2,1,3,131,98.6,3.1,4,0,1.5,0,139,137,4,0,48.3,0,1,42,97.8,2.4,1,1.2,0,45,44,1
Jeremy Mincey,3136,ED,DEN,13,0,0,10,64.9,2,24,202,97.6,13.4,27,2,7.9,3,212,207,29,0,64.1,1,12,99,99.0,14.1,14,8.6,2,105,104,15
Kedric Golston,3141,DI,WAS,16,0,0,32,58.1,4,15,205,99.5,8.8,18,0,4.6,0,216,215,19,0,61.3,2,7,67,100.0,13.4,9,6.7,0,71,71,9
Antoine Bethea,3152,S,IND,18,0,0,14,63.2,5,4,32,4.7,6.3,2,0,17.2,1,695,33,10,0,80.4,2,1,11,3.9,0.0,0,22.7,1,281,11,4
Fred Evans,3157,DI,MIN,14,3,0,18,58.7,2,7,158,99.4,5.7,9,5,2.8,0,164,163,9,2,59.2,1,3,51,100.0,7.8,4,3.9,0,54,54,4
Cortland Finnegan,3160,CB,SL,7,0,3,26,49.8,1,1,18,7.9,5.6,1,6,5.6,0,229,18,2,0,62.0,1,0,6,5.9,0.0,0,8.3,0,101,6,1
Stephen Bowen,3242,DI,WAS,10,1,0,32,49.7,3,9,258,100.0,4.7,12,0,2.3,0,266,266,12,1,53.7,3,6,107,100.0,8.4,9,4.2,0,113,113,9
Jarrett Bush,3261,CB,GB,8,0,0,12,66.8,0,1,5,4.6,20.0,1,1,10.0,0,109,5,1,0,69.4,0,1,4,6.1,25.0,1,12.5,0,66,4,1
Steve Gregory,3326,S,NE,16,0,1,19,59.3,1,0,11,2.0,9.1,1,3,13.6,1,607,12,2,0,61.9,1,0,8,2.3,0.0,0,6.3,0,349,8,1
Jason Hunter,3360,ED,OAK,13,2,1,23,54.7,6,12,348,97.1,5.7,20,5,3.7,4,378,367,22,2,55.7,3,9,148,98.1,8.8,13,5.4,2,159,156,14
Tom Johnson,3378,DI,NO,14,0,0,20,50.4,2,9,176,98.9,6.8,12,1,4.3,2,183,181,13,0,51.2,1,6,101,100.0,7.9,8,4.5,1,103,103,8
Tony McDaniel,3423,DI,SEA,19,2,0,29,55.8,2,15,294,100.0,5.8,17,1,3.6,2,313,313,19,1,57.0,1,8,113,100.0,8.0,9,4.0,0,122,122,9
Tramon Williams,3558,CB,GB,17,1,3,12,75.9,3,3,34,5.2,2.9,1,11,14.7,2,669,35,8,0,82.1,2,2,16,5.2,0.0,0,18.8,1,308,16,5
Brent Grimes,3589,CB,MIA,16,0,0,17,69.9,1,2,5,0.9,20.0,1,2,30.0,0,650,6,3,0,74.5,1,1,3,1.4,33.3,1,33.3,0,288,4,2
Garrett McIntyre,3598,ED,NYJ,13,0,0,22,62.9,0,8,86,64.5,9.3,8,1,7.0,2,138,89,10,0,50.9,0,1,31,62.3,6.5,2,4.8,1,53,33,2
LaRon Landry,3622,S,IND,14,0,0,14,35.5,1,1,21,4.4,0.0,0,3,4.8,0,542,24,2,0,45.0,0,1,12,6.0,0.0,0,4.2,0,218,13,1
Ted Ginn Jr.,3625,WR,CAR,1,0,0,5,,0,0,1,100.0,0.0,0,3,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Patrick Willis,3627,LB,SF,17,0,0,28,79.3,3,7,61,10.1,18.0,11,0,13.1,3,642,65,13,0,87.2,2,5,30,10.9,26.7,8,18.3,2,284,31,9
Darrelle Revis,3630,CB,TB,16,0,0,30,78.8,0,0,1,0.2,0.0,0,1,100.0,1,587,1,1,0,78.8,0,0,1,0.4,0.0,0,100.0,1,271,1,1
Lawrence Timmons,3631,LB,PIT,16,0,0,25,57.1,4,8,130,20.9,7.7,10,1,6.9,3,650,136,15,0,62.2,3,4,78,31.3,10.3,8,8.3,3,265,83,10
Leon Hall,3634,CB,CIN,5,0,0,7,53.7,0,0,2,1.8,0.0,0,0,0.0,0,171,3,0,0,57.7,0,0,2,2.4,0.0,0,0.0,0,84,2,0
