player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
C.J. Mosley,2408,DI,JAX,16,0,0,15,67.5,5,4,274,99.0,4.0,11,0,2.7,3,294,291,12,0,,0,0,0,,,0,,0,0,0,0
Kevin Vickerson,2433,DI,DEN,17,1,0,10,61.6,4,9,248,97.7,5.6,14,4,3.4,2,262,256,15,0,,0,0,0,,,0,,0,0,0,0
Jay Ratliff,2441,DI,DAL,6,0,0,9,67.4,6,8,157,99.4,8.9,14,2,4.5,0,169,168,14,0,,0,0,0,,,0,,0,0,0,0
Lorenzo Alexander,2476,ED,WAS,15,0,1,32,65.7,9,12,168,68.9,10.7,18,3,8.0,3,257,177,24,0,,0,0,0,,,0,,0,0,0,0
Atari Bigby,2496,S,SD,11,0,0,27,58.0,1,2,21,6.2,4.8,1,1,7.1,0,388,24,3,0,,0,0,0,,,0,,0,0,0,0
Chase Blackburn,2498,LB,NYG,15,1,0,21,74.9,3,2,42,10.5,7.1,3,0,13.1,3,400,42,8,0,,0,0,0,,,0,,0,0,0,0
Brandon Browner,2512,CB,SEA,14,0,2,29,53.4,0,0,1,0.2,0.0,0,7,0.0,0,539,1,0,0,,0,0,0,,,0,,0,0,0,0
Jim Leonhard,2694,S,DEN,17,0,0,10,47.4,1,0,11,5.8,0.0,0,1,4.5,0,223,13,1,0,,0,0,0,,,0,,0,0,0,0
Dimitri Patterson,2868,CB,MIA,9,0,1,17,86.8,1,2,8,2.8,12.5,1,3,18.8,0,322,9,3,0,,0,0,0,,,0,,0,0,0,0
Ahmad Brooks,2945,ED,SF,19,7,1,28,73.3,13,43,555,81.7,9.5,53,6,6.5,8,725,592,64,0,,0,0,0,,,0,,0,0,0,0
Mario Williams,2946,ED,BUF,16,3,0,4,69.6,7,38,501,98.9,10.2,51,2,6.7,11,541,535,56,0,,0,0,0,,,0,,0,0,0,0
A.J. Hawk,2950,LB,GB,18,0,0,12,55.7,2,2,71,19.6,2.8,2,1,5.6,2,404,79,6,0,,0,0,0,,,0,,0,0,0,0
Michael Huff,2952,CB,OAK,16,0,0,23,42.2,0,1,6,1.1,16.7,1,0,8.3,0,560,6,1,0,,0,0,0,,,0,,0,0,0,0
Donte Whitner,2953,S,SF,19,0,0,28,50.6,0,0,3,0.5,0.0,0,1,0.0,0,782,4,0,0,,0,0,0,,,0,,0,0,0,0
Ernie Sims,2954,LB,DAL,10,0,0,9,78.0,2,4,19,11.9,0.0,0,1,15.8,0,194,23,6,0,,0,0,0,,,0,,0,0,0,0
Haloti Ngata,2957,DI,BLT,18,2,0,3,63.4,14,28,572,99.0,7.3,42,5,4.7,6,614,608,48,0,,0,0,0,,,0,,0,0,0,0
Kamerion Wimbley,2958,ED,TEN,16,0,1,31,70.6,4,47,525,98.4,10.7,56,2,6.2,7,555,546,58,0,,0,0,0,,,0,,0,0,0,0
Brodrick Bunkley,2959,DI,NO,15,1,0,20,61.6,1,3,150,99.4,4.7,7,1,3.3,3,155,154,7,0,,0,0,0,,,0,,0,0,0,0
Chad Greenway,2962,LB,MIN,17,0,0,18,64.3,1,7,81,11.4,6.2,5,2,8.6,3,772,88,11,0,,0,0,0,,,0,,0,0,0,0
Tamba Hali,2965,ED,KC,15,2,0,16,71.0,8,28,393,83.3,11.7,46,1,7.1,10,486,405,46,0,,0,0,0,,,0,,0,0,0,0
Manny Lawson,2967,LB,CIN,17,0,0,7,90.4,1,3,30,19.3,13.3,4,2,13.3,2,171,33,6,0,,0,0,0,,,0,,0,0,0,0
Mathias Kiwanuka,2977,LB,NYG,16,1,0,21,63.2,5,14,238,80.1,7.6,18,2,5.3,3,306,245,22,0,,0,0,0,,,0,,0,0,0,0
DeMeco Ryans,2978,LB,PHI,16,0,0,24,62.5,2,5,62,11.6,3.2,2,2,7.3,1,578,67,8,0,,0,0,0,,,0,,0,0,0,0
D'Qwell Jackson,2979,LB,CLV,16,0,0,8,54.1,2,1,93,15.1,5.4,5,3,5.9,4,684,103,7,0,,0,0,0,,,0,,0,0,0,0
Rocky McIntosh,2980,LB,SL,16,0,0,26,58.6,1,3,52,27.8,3.8,2,1,5.8,1,187,52,5,0,,0,0,0,,,0,,0,0,0,0
Thomas Howard,2983,LB,CIN,1,0,0,7,68.1,0,0,4,10.5,25.0,1,0,25.0,1,38,4,1,0,,0,0,0,,,0,,0,0,0,0
Danieal Manning,2987,S,HST,18,0,0,13,55.2,0,1,34,4.8,0.0,0,4,4.4,1,765,37,2,0,,0,0,0,,,0,,0,0,0,0
