player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Chris Crocker,1399,CB,CIN,12,7,1.9,1,0,7,72.8,72.9,9.6,63.3,74.2,61.1,10.5,2,4,161,162,3.7,6,10
Jarret Johnson,1421,ED,SD,13,4,2.4,0,0,27,62.7,70.9,56.3,61.0,76.9,60.9,3.2,1,2,225,230,8.9,20,26
Asante Samuel,1432,CB,ATL,10,0,3.0,0,0,2,63.2,63.6,86.0,54.9,61.2,65.9,50.0,2,1,215,219,0.5,1,2
Ike Taylor,1437,CB,PIT,16,1,11.8,1,0,25,49.6,53.6,90.4,60.0,71.4,41.9,36.4,4,5,396,407,0.8,3,6
Robert Mathis,1447,ED,IND,18,4,1.1,0,0,14,83.0,90.8,80.9,91.0,69.1,76.5,5.7,2,2,368,374,6.5,24,29
Aubrayo Franklin,1455,DI,IND,18,3,2.5,0,0,14,62.0,56.9,83.8,54.9,55.9,79.4,0.0,0,0,230,231,7.4,17,24
Yeremiah Bell,1513,S,ARZ,16,10,5.8,0,0,1,65.3,65.5,17.4,47.0,75.9,75.6,7.0,3,3,344,353,3.5,12,30
Chris Clemons,1585,ED,SEA,17,3,2.6,1,1,29,77.0,65.3,18.6,67.6,61.9,67.7,11.5,3,6,213,216,5.6,12,20
Colin Cole,1589,DI,CAR,16,2,1.8,1,0,5,63.1,53.1,64.3,51.5,55.1,75.5,17.6,3,1,148,155,7.4,11,12
Israel Idonije,1632,ED,DET,14,1,0.4,0,0,11,60.3,62.0,63.9,59.8,63.1,74.0,9.1,1,1,113,119,7.1,8,9
Cullen Jenkins,1637,DI,NYG,16,5,1.9,1,2,21,62.5,62.0,76.3,60.1,60.0,67.1,17.4,4,1,223,229,5.4,12,14
Quintin Mikell,1662,S,CAR,15,5,6.5,0,0,5,60.5,65.1,50.7,91.8,61.4,71.7,12.9,4,1,248,254,4.0,10,22
DeAngelo Hall,1729,CB,WAS,16,6,8.6,0,0,32,71.0,68.4,7.4,60.0,63.9,41.4,20.7,6,4,408,417,1.5,6,17
Dunta Robinson,1731,CB,KC,8,1,4.7,0,0,16,46.7,45.7,22.6,57.3,53.0,28.0,20.0,1,1,76,77,2.6,2,3
Jonathan Vilma,1733,LB,NO,1,0,6.0,0,0,20,43.0,33.7,67.8,59.2,49.0,74.9,0.0,0,0,6,7,0.0,0,1
D.J. Williams,1738,LB,CHI,6,6,3.0,0,0,6,60.0,59.9,75.7,71.6,55.8,65.2,18.2,4,1,100,101,8.0,8,12
Vince Wilfork,1742,DI,NE,4,2,2.2,0,0,19,60.0,53.4,81.1,48.0,60.2,72.5,12.5,1,0,70,71,5.7,4,5
Jason Babin,1748,ED,JAX,16,4,2.0,1,0,15,67.3,61.8,0.0,71.2,57.8,63.9,7.7,2,10,265,266,5.3,14,20
Karlos Dansby,1754,LB,ARZ,16,7,4.6,0,0,1,87.5,81.1,69.9,65.4,66.6,71.8,7.1,5,2,343,352,10.8,37,58
Daryl Smith,1760,LB,BLT,16,25,4.9,0,0,3,81.2,72.2,46.7,74.9,54.1,82.7,9.1,6,2,416,428,4.3,18,35
Dwan Edwards,1772,DI,CAR,12,6,2.6,0,0,5,62.2,63.5,67.2,66.2,54.9,76.1,0.0,0,1,111,112,6.3,7,9
Darnell Dockett,1785,DI,ARZ,16,2,1.4,0,0,1,73.3,56.8,42.3,51.1,59.0,67.1,15.6,5,5,281,287,6.4,18,25
Randy Starks,1792,DI,MIA,16,8,1.6,0,0,17,54.3,78.7,67.3,70.9,78.6,63.7,8.3,4,2,304,313,10.2,31,36
Shaun Phillips,1819,ED,DEN,19,3,2.0,0,0,10,87.3,73.1,68.1,61.1,74.3,76.8,16.1,5,2,292,300,6.2,18,23
Isaac Sopoaga,1825,DI,NE,14,3,2.3,0,0,19,60.3,54.5,83.2,58.9,50.9,76.4,0.0,0,0,170,177,2.9,5,8
Will Allen,1832,S,PIT,13,2,2.9,0,1,25,53.2,57.2,84.1,47.5,72.4,52.7,23.5,4,0,127,133,5.5,7,11
Robert Geathers,1838,ED,CIN,2,0,,0,0,7,,54.3,74.4,53.3,57.9,,,0,0,11,11,0.0,0,0
Jared Allen,1847,ED,MIN,16,4,2.1,0,0,18,51.3,65.8,61.3,66.1,66.4,44.2,7.9,3,2,357,362,5.9,21,31
Antonio Smith,1856,DI,HST,15,4,0.8,1,0,13,59.1,63.9,32.2,75.7,52.2,46.4,15.4,4,5,285,293,5.6,16,18
Mike Adams,1972,S,DEN,17,6,8.9,0,0,10,52.6,59.8,58.4,46.6,81.6,90.5,2.9,1,1,279,289,3.6,10,28
Jabari Greer,2057,CB,NO,10,1,8.0,0,0,20,59.0,62.6,87.5,54.0,77.3,81.0,0.0,0,0,195,199,1.5,3,6
Tommy Kelly,2093,DI,NE,5,2,3.5,0,0,19,,64.5,83.1,63.6,60.1,76.1,0.0,0,0,86,88,9.3,8,13
George Wilson,2210,S,TEN,14,1,5.1,0,0,31,70.9,77.9,85.9,59.8,85.3,69.9,0.0,0,1,145,147,4.1,6,13
Adam Jones,2223,CB,CIN,17,0,4.9,0,0,7,78.3,78.8,90.5,,69.5,44.9,21.1,4,2,353,354,2.5,9,15
Antrel Rolle,2225,S,NYG,16,5,6.6,1,0,21,81.5,81.7,21.7,85.6,79.0,60.1,7.3,3,5,425,440,3.5,15,33
Carlos Rogers,2226,CB,SF,17,4,4.3,0,0,28,60.5,63.2,67.3,57.0,73.7,59.9,25.0,4,4,366,384,1.4,5,8
DeMarcus Ware,2228,ED,DAL,13,5,1.2,0,0,9,90.1,77.2,43.1,68.0,72.6,81.4,0.0,0,2,231,240,9.5,22,25
Thomas Davis Sr.,2231,LB,CAR,17,23,6.8,0,1,5,90.2,83.1,68.7,61.7,72.2,67.2,15.0,9,1,358,369,3.6,13,28
Derrick Johnson,2232,LB,KC,16,12,3.5,0,0,16,90.3,85.9,66.4,75.7,67.3,54.9,16.9,14,2,372,377,9.9,37,57
Marcus Spears,2237,DI,BLT,5,1,1.8,0,0,3,61.3,60.7,80.5,47.7,65.7,73.5,0.0,0,0,70,73,7.1,5,6
Mike Patterson,2248,DI,NYG,16,6,1.6,0,0,21,53.9,62.7,52.0,54.1,70.9,60.5,7.7,2,2,203,210,6.9,14,18
Kevin Burnett,2259,LB,OAK,16,15,2.1,1,2,23,39.1,54.9,34.0,58.5,75.2,55.3,8.1,5,3,370,380,8.4,31,42
Corey Webster,2260,CB,NYG,4,1,8.0,0,0,21,62.6,57.4,0.0,,42.4,52.5,33.3,1,1,53,53,1.9,1,1
Jonathan Babineaux,2276,DI,ATL,16,8,1.1,0,1,2,66.9,63.7,79.1,51.7,70.5,32.2,20.4,10,1,360,370,8.1,29,31
Vincent Jackson,2278,WR,TB,1,0,,0,0,30,,60.0,62.9,,60.0,,,0,5,1,1,0.0,0,0
Justin Tuck,2291,ED,NYG,16,7,1.7,1,0,21,71.3,78.6,54.6,67.8,76.4,72.5,5.1,2,3,303,313,7.6,23,30
Chris Canty,2349,DI,BLT,15,2,2.3,0,1,3,62.3,64.4,85.6,54.9,69.0,69.9,15.4,4,0,219,227,7.3,16,20
Matt Giordano,2352,S,SL,5,0,3.5,0,0,26,46.8,48.4,77.2,,66.5,54.5,0.0,0,0,42,43,4.8,2,2
Trent Cole,2363,ED,PHI,17,4,2.4,0,2,24,55.7,76.7,79.0,72.4,76.8,65.5,7.8,4,1,326,342,11.0,36,43
Michael Boley,2377,LB,CIN,4,0,2.0,0,0,7,58.3,55.1,70.5,53.5,54.2,56.1,0.0,0,0,19,19,10.5,2,3
C.J. Mosley,2408,DI,DET,16,7,2.8,0,1,11,65.6,75.1,30.1,61.8,81.2,75.4,0.0,0,3,124,126,5.6,7,11
Kevin Vickerson,2433,DI,DEN,11,3,0.6,2,0,10,62.8,52.2,0.0,56.0,67.0,76.5,0.0,0,8,152,153,9.9,15,16
Jay Ratliff,2441,DI,CHI,5,2,2.7,0,0,6,60.0,55.9,82.7,49.1,61.9,44.4,18.2,2,0,86,88,5.8,5,7
Lorenzo Alexander,2476,ED,ARZ,3,0,4.0,0,0,1,37.5,51.0,76.2,63.2,55.6,37.7,50.0,1,0,21,22,4.8,1,1
Chase Blackburn,2498,LB,CAR,11,7,1.2,0,0,5,56.7,53.7,75.7,65.5,52.4,48.3,17.9,5,0,133,137,9.8,13,16
Brandon Browner,2512,CB,SEA,8,2,7.3,0,0,29,66.9,67.2,87.8,,61.6,87.7,0.0,0,5,175,177,0.6,1,3
Chris Carr,2526,CB,NO,6,0,3.0,0,0,20,69.5,66.6,83.1,48.4,45.0,70.9,50.0,1,0,17,17,5.9,1,1
Heath Farwell,2588,LB,SEA,7,1,4.0,0,0,29,51.9,49.4,71.3,64.4,50.5,55.5,50.0,2,0,17,17,5.9,1,1
John Kuhn,2686,FB,GB,1,0,,0,0,12,,42.2,69.1,,60.0,25.9,100.0,1,0,1,1,0.0,0,0
Jim Leonhard,2694,S,BUF,15,5,7.1,0,0,4,67.7,56.1,46.9,51.9,31.9,29.2,37.0,10,1,234,243,2.1,5,12
Dimitri Patterson,2868,CB,MIA,6,0,10.3,0,0,17,89.9,86.4,14.7,85.9,59.9,62.2,20.0,1,2,104,105,1.0,1,4
Ahmad Brooks,2945,ED,SF,19,6,2.8,0,0,28,61.3,66.2,22.4,63.5,74.3,66.6,18.0,11,10,432,449,7.4,32,44
Mario Williams,2946,ED,BUF,16,3,2.0,0,0,4,72.6,73.8,64.0,68.4,71.1,78.3,3.8,1,3,386,396,3.9,15,22
A.J. Hawk,2950,LB,GB,17,20,3.8,0,0,12,80.4,61.3,70.9,56.1,40.0,67.3,12.5,9,1,432,440,5.3,23,43
Michael Huff,2952,S,DEN,7,0,,0,0,10,40.7,37.9,79.1,52.1,57.9,57.1,,0,0,31,31,0.0,0,0
Donte Whitner,2953,S,SF,19,13,5.1,0,2,28,86.4,80.5,5.1,43.0,79.3,82.8,5.4,2,6,440,460,1.6,7,22
Ernie Sims,2954,LB,DAL,12,3,6.7,0,0,9,46.6,30.9,0.0,50.3,31.3,77.9,7.1,2,2,192,200,4.7,9,23
Haloti Ngata,2957,DI,BLT,15,8,2.6,0,0,3,60.0,70.5,55.5,58.0,77.7,73.8,4.9,2,3,309,316,8.4,26,31
Kamerion Wimbley,2958,ED,TEN,15,1,1.3,0,0,31,61.4,57.2,65.4,57.8,56.6,47.0,22.2,2,1,81,83,6.2,5,6
Brodrick Bunkley,2959,DI,NO,14,5,1.9,0,0,20,64.8,72.7,83.7,46.1,81.0,66.5,8.3,2,0,165,168,9.7,16,17
Chad Greenway,2962,LB,MIN,16,16,2.8,0,0,18,44.5,47.7,77.2,63.4,47.4,51.7,16.7,11,1,405,412,6.4,26,39
Antonio Cromartie,2964,CB,NYJ,16,2,7.3,2,1,22,46.3,50.5,69.1,,74.5,58.2,7.1,1,8,380,394,1.1,4,11
Tamba Hali,2965,ED,KC,16,8,1.6,0,1,16,90.6,86.9,64.6,74.5,75.2,52.2,13.8,4,2,343,347,4.1,14,17
Manny Lawson,2967,ED,BUF,15,6,2.9,0,0,4,90.2,78.3,81.7,56.1,68.1,73.3,8.9,4,0,359,369,6.7,24,35
Johnathan Joseph,2969,CB,HST,15,0,10.5,2,0,13,73.8,74.9,64.4,60.0,72.2,59.9,8.3,1,6,344,352,1.2,4,11
Mathias Kiwanuka,2977,ED,NYG,16,6,1.9,0,1,21,60.6,47.9,39.2,51.0,53.3,46.6,8.0,2,6,314,326,4.5,14,17
DeMeco Ryans,2978,LB,PHI,17,18,3.5,0,0,24,60.7,56.0,70.2,44.1,58.0,68.4,6.9,6,2,424,443,7.3,31,63
D'Qwell Jackson,2979,LB,CLV,16,13,3.1,0,1,8,65.8,60.2,89.4,57.1,51.9,76.9,8.3,5,1,437,449,5.9,26,42
Rocky McIntosh,2980,LB,DET,11,0,4.5,0,0,11,55.2,51.0,78.1,59.5,52.1,76.4,0.0,0,0,29,29,10.3,3,4
Danieal Manning,2987,S,HST,6,1,8.8,0,0,13,63.7,62.6,83.0,70.9,55.1,70.1,7.1,1,0,148,151,3.4,5,12
Roman Harper,2988,S,NO,11,3,6.8,0,0,20,61.0,61.7,88.6,43.0,67.7,81.4,3.8,1,0,158,159,7.0,11,22
Bernard Pollard,2999,S,TEN,16,9,6.0,0,0,31,63.5,68.2,37.0,58.7,79.8,87.2,6.8,3,3,416,424,4.3,18,32
Richard Marshall,3003,CB,SD,15,4,7.4,1,0,27,50.2,54.1,89.0,67.4,69.1,69.6,9.1,2,5,270,273,1.1,3,16
Tim Jennings,3007,CB,CHI,16,2,12.1,0,0,6,70.0,70.0,89.4,59.0,62.2,43.7,23.8,5,1,458,464,0.9,4,14
Darryl Tapp,3008,ED,WAS,10,0,1.5,0,0,32,48.7,57.5,79.4,59.4,59.7,52.5,11.1,1,0,43,45,14.0,6,8
James Anderson,3033,LB,CHI,16,7,3.7,0,0,6,78.0,56.2,76.4,55.7,37.1,77.6,13.1,8,0,451,456,5.5,25,46
Frostee Rucker,3036,DI,ARZ,16,1,3.4,0,0,1,62.9,56.8,64.3,59.0,52.9,58.7,10.0,1,1,123,127,4.9,6,8
Jason Hatcher,3037,DI,DAL,15,8,1.1,0,0,9,61.1,76.8,68.3,79.1,64.1,49.2,17.6,6,2,258,269,7.0,18,20
Will Blackmon,3060,CB,JAX,14,4,3.0,0,1,15,65.0,75.9,87.7,97.6,88.3,47.2,11.8,2,2,279,282,2.9,8,11
Stephen Tulloch,3061,LB,DET,16,15,4.2,0,0,11,82.6,81.7,83.1,62.2,75.5,90.2,4.9,4,0,355,366,11.3,40,63
Domata Peko Sr.,3068,DI,CIN,17,9,1.9,0,0,7,61.5,54.1,77.4,52.0,55.2,51.7,9.8,4,2,331,335,6.6,22,28
Barry Cofield,3069,DI,WAS,16,3,1.6,0,0,32,65.9,61.8,78.3,67.1,50.4,69.7,4.3,1,1,274,280,5.5,15,19
Elvis Dumervil,3071,ED,BLT,15,5,2.3,2,0,3,73.6,88.4,0.0,90.0,78.6,86.2,0.0,0,7,153,160,7.2,11,13
Kyle Williams,3079,DI,BUF,16,15,1.7,1,0,4,52.7,79.3,36.2,75.8,80.3,68.5,6.3,3,7,351,362,7.1,25,30
Rob Ninkovich,3080,ED,NE,18,18,2.9,0,1,19,63.4,78.2,90.0,57.4,90.1,85.9,2.9,2,1,502,508,7.4,37,49
Parys Haralson,3085,ED,NO,17,5,1.2,0,0,20,80.7,75.8,80.2,62.9,70.2,76.3,8.3,2,0,189,190,7.9,15,17
Dawan Landry,3091,S,NYJ,16,6,5.6,0,0,22,53.8,60.6,62.5,44.3,81.4,77.0,7.3,3,1,396,410,3.8,15,32
Omar Gaither,3113,LB,ATL,3,1,3.5,0,0,2,66.3,65.5,73.6,59.6,61.8,79.4,0.0,0,0,22,23,4.5,1,4
Reed Doughty,3118,S,WAS,14,5,4.6,0,0,32,47.6,50.4,86.5,40.2,60.8,55.5,16.7,9,0,231,235,9.1,21,40
Johnny Jolly,3128,DI,GB,13,4,0.8,0,0,12,64.4,53.2,83.2,50.2,53.9,63.7,0.0,0,0,143,147,5.6,8,10
Jeremy Mincey,3136,ED,DEN,13,3,1.5,0,0,10,59.3,69.4,26.1,64.9,74.6,76.5,0.0,0,2,132,135,7.6,10,11
Kedric Golston,3141,DI,WAS,16,4,1.0,0,0,32,60.2,55.4,84.5,58.1,52.4,62.5,12.5,2,0,247,251,3.2,8,10
Antoine Bethea,3152,S,IND,18,14,8.1,0,0,14,57.4,66.9,86.5,63.2,82.1,86.9,6.8,5,0,483,490,3.9,19,54
Derrick Martin,3153,CB,CHI,1,0,,0,0,6,46.2,47.7,69.7,,60.0,72.5,,0,0,2,3,0.0,0,0
Fred Evans,3157,DI,MIN,14,2,1.3,0,1,18,59.5,64.8,2.6,58.7,74.8,63.0,10.0,2,5,182,185,7.1,13,16
Cortland Finnegan,3160,CB,SL,7,3,8.5,3,0,26,46.5,33.4,0.0,49.8,26.8,60.1,36.4,4,6,131,133,1.5,2,4
Stephen Bowen,3242,DI,WAS,10,2,1.1,0,0,32,59.9,50.5,82.6,49.7,54.4,77.1,5.9,1,0,145,149,6.2,9,14
Jarrett Bush,3261,CB,GB,8,0,,0,0,12,80.7,81.0,85.4,66.8,48.1,39.2,,0,1,16,16,0.0,0,0
Blake Costanzo,3278,LB,CHI,2,1,,0,0,6,64.2,41.7,66.6,,37.1,71.7,0.0,0,0,15,15,0.0,0,0
Steve Gregory,3326,S,NE,16,10,6.1,1,0,19,54.1,61.9,85.5,59.3,76.2,74.7,13.5,7,3,359,364,4.2,15,35
Jason Hunter,3360,ED,OAK,13,6,3.3,1,0,23,41.7,48.1,33.7,54.7,55.3,80.4,0.0,0,5,230,237,4.3,10,15
Tom Johnson,3378,DI,NO,12,1,3.8,0,0,20,58.9,49.5,57.0,50.4,57.2,73.6,12.5,1,1,60,60,6.7,4,6
Tony McDaniel,3423,DI,SEA,19,6,1.6,0,0,29,60.4,72.7,75.1,55.8,78.6,61.1,8.9,4,1,292,297,10.6,31,35
Tramon Williams,3558,CB,GB,17,3,6.5,3,0,12,77.4,77.6,33.2,75.9,71.4,61.5,13.3,4,11,424,432,2.6,11,23
Brent Grimes,3589,CB,MIA,16,0,8.6,0,0,17,89.4,88.7,89.7,69.9,68.9,63.7,18.2,2,2,450,460,0.2,1,9
Garrett McIntyre,3598,ED,NYJ,13,3,2.0,0,0,22,51.4,62.3,52.8,62.9,67.2,60.9,11.1,1,1,123,128,3.3,4,5
LaRon Landry,3622,S,IND,14,8,6.3,0,0,14,66.4,61.9,15.5,35.5,62.1,57.8,17.9,10,3,378,385,4.5,17,38
Patrick Willis,3627,LB,SF,17,18,4.2,0,0,28,81.6,88.7,91.4,79.3,84.8,80.6,10.4,8,0,385,402,7.3,28,51
Darrelle Revis,3630,CB,TB,16,5,5.3,0,2,30,83.2,84.7,89.3,78.8,75.8,72.2,15.0,3,1,356,362,2.0,7,12
Lawrence Timmons,3631,LB,PIT,16,8,2.1,0,1,25,66.8,64.1,88.0,57.1,59.9,63.5,10.0,7,1,411,422,10.7,44,55
Leon Hall,3634,CB,CIN,5,0,10.7,0,0,7,86.2,86.3,83.6,53.7,76.1,75.6,14.3,1,0,101,103,4.0,4,6
Michael Griffin,3635,S,TEN,14,8,8.1,0,1,31,65.7,72.4,58.0,71.6,83.4,77.3,3.9,2,2,351,359,3.1,11,41
Aaron Ross,3636,CB,NYG,3,0,,0,0,21,68.8,69.8,81.5,59.3,68.4,63.9,,0,2,66,69,0.0,0,0
Reggie Nelson,3637,S,CIN,16,4,6.2,0,0,7,63.8,68.8,43.0,85.3,73.3,71.0,9.4,3,3,362,365,2.5,9,25
Brandon Meriweather,3640,S,WAS,13,4,6.5,0,1,32,51.1,51.7,20.4,69.3,56.6,46.8,26.3,10,2,278,284,4.0,11,24
Jon Beason,3641,LB,NYG,13,11,3.1,0,0,21,36.2,48.0,82.6,50.2,66.6,63.4,4.0,2,2,298,307,7.4,22,37
Anthony Spencer,3642,ED,DAL,1,0,5.0,0,0,9,61.3,65.9,76.0,60.1,55.9,69.2,0.0,0,0,11,11,9.1,1,1
Alan Branch,3649,DI,BUF,16,5,2.2,0,0,4,56.4,66.1,73.7,52.7,72.2,73.0,9.5,4,3,320,329,8.8,28,33
Paul Posluszny,3650,LB,JAX,15,12,3.1,0,0,15,64.9,63.4,83.0,56.1,60.7,88.7,6.7,7,0,452,455,14.2,64,86
Eric Weddle,3653,S,SD,18,13,6.7,0,0,27,89.2,85.9,66.3,83.6,71.3,76.3,12.9,8,1,406,417,3.2,13,41
Chris Houston,3657,CB,DET,12,3,2.6,2,0,11,48.4,50.1,87.9,,57.6,29.5,28.6,4,3,261,270,1.9,5,7
Lamarr Woodley,3662,ED,PIT,10,2,4.6,0,0,25,76.3,73.9,46.7,76.7,62.5,54.6,12.0,3,3,259,265,3.9,10,20
David Harris,3663,LB,NYJ,16,19,3.1,0,1,22,59.9,67.2,83.2,59.4,73.6,73.6,4.2,3,2,402,415,8.7,35,49
Justin Durant,3664,LB,DAL,10,8,4.5,0,0,9,75.3,64.6,74.6,53.2,52.5,44.7,26.3,5,0,87,91,3.4,3,6
Eric Wright,3669,CB,SF,4,0,2.0,0,0,28,69.4,69.7,80.1,59.4,65.0,82.5,0.0,0,0,18,19,5.6,1,2
Josh Wilson,3671,CB,WAS,16,8,4.3,0,0,32,63.8,65.4,72.6,85.0,56.1,52.2,23.3,7,2,391,399,2.6,10,15
Usama Young,3682,S,OAK,10,1,4.5,0,0,23,69.3,74.0,81.6,73.6,63.7,90.3,0.0,0,0,60,61,5.0,3,6
Charles Johnson,3699,ED,CAR,15,4,2.4,1,0,5,65.2,71.5,68.2,69.0,66.1,79.1,0.0,0,2,255,262,4.3,11,14
Brandon Mebane,3701,DI,SEA,19,15,1.0,0,0,29,63.6,88.7,87.1,73.3,84.4,72.5,4.5,2,0,309,313,7.8,24,27
Ray McDonald,3713,DI,SF,17,9,3.2,0,0,28,63.5,60.6,56.8,51.7,71.0,80.4,0.0,0,2,289,302,6.2,18,32
Brian Robison,3718,ED,MIN,16,5,1.4,0,0,18,64.7,70.6,80.4,68.4,62.3,78.5,0.0,0,2,311,317,4.8,15,20
Paul Soliai,3724,DI,MIA,15,4,1.7,0,1,17,57.5,68.3,59.0,64.1,68.9,68.3,6.9,2,2,281,284,6.4,18,23
Stephen Nicholas,3725,LB,ATL,7,3,3.2,0,1,2,54.0,76.7,73.7,62.0,84.9,78.8,0.0,0,0,75,76,12.0,9,17
Dashon Goldson,3742,S,TB,13,11,6.4,0,0,30,51.6,50.3,0.0,61.7,61.1,54.0,18.4,7,6,303,310,3.3,10,20
Antwan Barnes,3750,ED,NYJ,5,0,,0,0,22,62.2,63.4,37.3,69.1,50.4,48.9,,0,0,22,24,0.0,0,0
Jay Richardson,3754,ED,NO,2,0,,0,0,20,,38.9,73.3,52.4,44.2,,,0,0,8,8,0.0,0,0
Tarell Brown,3763,CB,SF,16,2,7.7,1,0,28,68.1,70.4,89.8,53.3,75.1,58.3,10.0,1,6,321,336,0.6,2,7
Antonio Johnson,3768,DI,TEN,16,5,0.6,0,0,31,67.3,64.4,67.1,64.9,57.7,64.9,6.3,1,1,196,198,4.1,8,10
Will Herring,3777,LB,NO,9,1,35.0,0,0,20,53.2,40.8,75.7,56.6,35.5,79.5,0.0,0,1,22,22,0.0,0,1
